Downsample[ns],BuildFilTree[ns],SearchFil[ns],DeleteFil[ns],BuildTreeSub[ns],SearchSub[ns],DeleteSub[ns],PreProcTotal[ns],Plane[ns],Total[ns],nx,ny,nz,planeCount
2587,0,0,0,0,446,135,3168,918,4086,0.00849491,0.0129849,-0.99988,0
2720,0,0,0,0,428,110,3258,802,4060,-0.00564496,0.0447661,-0.998982,0
2599,0,0,0,0,428,116,3143,847,3990,0.00479713,0.0214629,-0.999758,0
2520,0,0,0,0,510,106,3136,869,4005,0.00266677,0.0194059,-0.999808,0
2895,0,0,0,0,452,100,3447,1243,4690,0.00679507,0.0160466,-0.999848,0
2671,0,0,0,0,421,98,3190,759,3949,0.0066258,0.0174681,-0.999825,0
2631,0,0,0,0,430,130,3191,737,3928,0.00935787,0.0135265,-0.999865,0
2833,0,0,0,0,414,109,3356,770,4126,0.00977112,0.0212718,-0.999726,0
2585,0,0,0,0,551,99,3235,827,4062,0.0123562,0.0184404,-0.999754,0
2697,0,0,0,0,509,106,3312,818,4130,0.0169335,0.000433884,-0.999857,0
2622,0,0,0,0,469,102,3193,843,4036,0.0129322,0.0222794,-0.999668,0
2642,0,0,0,0,419,107,3168,810,3978,0.00369763,0.0211204,-0.99977,0
2595,0,0,0,0,398,99,3092,737,3829,0.00494612,0.0269927,-0.999623,0
2693,0,0,0,0,416,111,3220,787,4007,0.00178745,0.0275604,-0.999619,0
2583,0,0,0,0,427,114,3124,753,3877,-0.00101218,0.0295478,-0.999563,0
2444,0,0,0,0,560,141,3145,1230,4375,-0.00742759,0.0333811,-0.999415,0
2482,0,0,0,0,483,138,3103,784,3887,0.0058647,0.018729,-0.999807,0
