Downsample[ns],BuildFilTree[ns],SearchFil[ns],DeleteFil[ns],BuildTreeSub[ns],SearchSub[ns],DeleteSub[ns],PreProcTotal[ns],Plane[ns],Total[ns],nx,ny,nz,planeCount
2825,0,0,0,0,459,122,3406,818,4224,-0.00464148,-0.288898,-0.957349,0
2734,0,0,0,0,458,98,3290,913,4203,-0.00333474,-0.347791,-0.937566,0
2859,0,0,0,0,437,105,3401,752,4153,-0.00381203,0.0627969,-0.998019,0
2677,0,0,0,0,381,91,3149,817,3966,0.011515,-0.00949626,-0.999889,0
3018,0,0,0,0,377,100,3495,805,4300,-0.0229287,0.0937238,-0.995334,0
2569,0,0,0,0,363,88,3020,771,3791,-0.00818013,0.0615907,-0.998068,0
2796,0,0,0,0,406,91,3293,763,4056,0.00698082,0.0236857,-0.999695,0
2565,0,0,0,0,342,98,3005,817,3822,-0.00664739,-0.0326514,-0.999445,0
2627,0,0,0,0,325,80,3032,826,3858,-0.0215069,0.0695096,-0.997349,0
2464,0,0,0,0,322,76,2862,774,3636,-0.0235907,0.0213113,-0.999495,0
2641,0,0,0,0,308,77,3026,905,3931,0.00270088,-0.0393051,-0.999224,0
2506,0,0,0,0,282,70,2858,973,3831,0.00411263,-0.0564048,-0.9984,0
2459,0,0,0,0,312,74,2845,988,3833,-0.0250336,-0.0914667,-0.995493,0
2570,0,0,0,0,321,75,2966,831,3797,-0.0281684,-0.109728,-0.993562,0
2894,0,0,0,0,470,80,3444,988,4432,-0.0222182,0.0323336,-0.99923,0
2568,0,0,0,0,271,71,2910,837,3747,-0.0172456,0.0207692,-0.999636,0
2430,0,0,0,0,395,89,2914,1001,3915,-0.0204165,0.00960724,-0.999745,0
2438,0,0,0,0,278,68,2784,982,3766,-0.0181641,0.0295231,-0.999399,0
2445,0,0,0,0,334,84,2863,1159,4022,-0.0144261,0.00809718,-0.999863,0
2285,0,0,0,0,267,66,2618,1548,4166,-0.0359793,-0.0126394,-0.999273,0
2522,0,0,0,0,271,97,2890,1398,4288,-0.0439335,-0.0547071,-0.997535,0
2430,0,0,0,0,271,85,2786,1463,4249,-0.0537097,-0.0310228,-0.998075,0
2427,0,0,0,0,267,68,2762,1434,4196,-0.0749375,-0.0391085,-0.996421,0
2424,0,0,0,0,297,77,2798,1439,4237,-0.0728898,-0.0472847,-0.996218,0
2514,0,0,0,0,273,67,2854,1374,4228,-0.098983,-0.179935,-0.978686,0
2421,0,0,0,0,272,76,2769,1071,3840,-0.126969,-0.167184,-0.977716,0
2462,0,0,0,0,325,67,2854,1364,4218,-0.0351359,0.0138919,-0.999286,0
2470,0,0,0,0,285,67,2822,907,3729,-0.0344234,0.0196199,-0.999215,0
2794,0,0,0,0,412,71,3277,1077,4354,-0.0365882,0.0269567,-0.998967,0
2502,0,0,0,0,304,67,2873,1182,4055,-0.0650695,0.037559,-0.997174,0
2927,0,0,0,0,282,68,3277,888,4165,-0.0152198,0.0932519,-0.995526,0
2597,0,0,0,0,254,77,2928,900,3828,-0.0182371,0.117512,-0.992904,0
2436,0,0,0,0,256,74,2766,828,3594,-0.0108522,0.12486,-0.992115,0
2473,0,0,0,0,366,69,2908,995,3903,-0.0215796,0.104058,-0.994337,0
2687,0,0,0,0,277,67,3031,1436,4467,-0.0630226,0.123975,-0.990282,0
2716,0,0,0,0,312,72,3100,1265,4365,-0.0860862,0.166989,-0.982193,0
2682,0,0,0,0,377,104,3163,994,4157,-0.0555653,0.224896,-0.972797,0
2572,0,0,0,0,360,80,3012,1032,4044,-0.0778523,0.272811,-0.958913,0
2703,0,0,0,0,361,88,3152,839,3991,-0.073511,0.376962,-0.923307,0
2685,0,0,0,0,425,127,3237,1083,4320,-0.0801426,0.480448,-0.873354,0
2741,0,0,0,0,368,115,3224,1016,4240,-0.00462999,-0.0373441,-0.999292,0
2474,0,0,0,0,341,84,2899,927,3826,-0.0218426,0.086363,-0.996024,0
2644,0,0,0,0,352,90,3086,887,3973,-0.0513297,0.145243,-0.988064,0
2521,0,0,0,0,376,105,3002,976,3978,0.00981976,-0.0705154,-0.997462,0
2887,0,0,0,0,378,106,3371,977,4348,-0.0108042,0.00839372,-0.999906,0
2505,0,0,0,0,395,96,2996,1081,4077,-0.041175,0.0460395,-0.998091,0
2891,0,0,0,0,376,94,3361,855,4216,-0.0393441,0.118033,-0.99223,0
2563,0,0,0,0,347,89,2999,992,3991,-0.0694562,0.203268,-0.976657,0
2664,0,0,0,0,359,83,3106,1222,4328,-0.0851784,0.295392,-0.951571,0
2697,0,0,0,0,343,80,3120,1127,4247,-0.0819369,0.309472,-0.947372,0
2622,0,0,0,0,329,72,3023,1228,4251,0.0832754,-0.347245,-0.93407,0
2678,0,0,0,0,289,68,3035,1097,4132,0.0289569,-0.034301,-0.998992,0
2617,0,0,0,0,234,62,2913,1347,4260,0.0405297,-0.115266,-0.992507,0
3589,0,0,0,0,387,84,4060,1808,5868,0.031371,-0.109913,-0.993446,0
2535,0,0,0,0,228,55,2818,1526,4344,0.0249242,-0.160658,-0.986695,0
2570,0,0,0,0,221,62,2853,1332,4185,0.0379879,-0.131352,-0.990608,0
2509,0,0,0,0,191,54,2754,2081,4835,0.00724515,-0.173794,-0.984755,0
2360,0,0,0,0,173,44,2577,1204,3781,0.0209442,-0.0640763,-0.997725,0
2482,0,0,0,0,171,45,2698,1718,4416,0.0220363,-0.0134339,-0.999667,0
2322,0,0,0,0,181,44,2547,2036,4583,0.0462995,-0.141901,-0.988798,0
2598,0,0,0,0,164,43,2805,1118,3923,0.0222607,-0.0901411,-0.99568,0
2369,0,0,0,0,172,45,2586,1226,3812,-0.0269767,0.0460383,-0.998575,0
2707,0,0,0,0,214,66,2987,1189,4176,-0.115249,0.301153,-0.946586,0
2578,0,0,0,0,292,66,2936,984,3920,-0.145405,0.441011,-0.885645,0
3025,0,0,0,0,381,67,3473,1212,4685,-0.119192,0.202236,-0.972056,0
2571,0,0,0,0,269,68,2908,1096,4004,0.0133546,-0.0532116,-0.998494,0
2840,0,0,0,0,291,73,3204,796,4000,-0.00296844,-0.0415301,-0.999133,0
2770,0,0,0,0,300,74,3144,778,3922,-0.0181881,-0.0699036,-0.997388,0
2728,0,0,0,0,297,75,3100,808,3908,-0.000528919,-0.0313205,-0.999509,0
2700,0,0,0,0,356,79,3135,858,3993,0.0217931,0.00803293,-0.99973,0
2762,0,0,0,0,322,82,3166,808,3974,0.0371907,0.0384219,-0.998569,0
2538,0,0,0,0,357,82,2977,835,3812,0.00850556,-0.0377198,-0.999252,0
3091,0,0,0,0,387,89,3567,795,4362,0.0087135,0.027318,-0.999589,0
2651,0,0,0,0,384,94,3129,839,3968,0.00866238,0.0938349,-0.99555,0
2792,0,0,0,0,390,102,3284,758,4042,-0.0272915,0.155381,-0.987478,0
2840,0,0,0,0,389,97,3326,872,4198,0.00747771,-0.0248451,-0.999663,0
2781,0,0,0,0,392,93,3266,895,4161,-0.00278802,-0.00444586,-0.999986,0
2773,0,0,0,0,392,95,3260,742,4002,0.0050467,-0.018706,-0.999812,0
2913,0,0,0,0,440,104,3457,802,4259,-0.0109688,-0.0325329,-0.99941,0
2602,0,0,0,0,391,97,3090,774,3864,-0.00595257,-0.0229172,-0.99972,0
2824,0,0,0,0,412,97,3333,743,4076,-0.0165323,-0.00551765,-0.999848,0
2587,0,0,0,0,378,92,3057,775,3832,-3.0399e-05,-0.0405243,-0.999179,0
2882,0,0,0,0,392,96,3370,748,4118,0.00182913,-0.0140309,-0.9999,0
2546,0,0,0,0,437,101,3084,797,3881,0.00293633,-0.00285323,-0.999992,0
2830,0,0,0,0,369,108,3307,802,4109,-0.000682175,-0.00686569,-0.999976,0
2643,0,0,0,0,350,90,3083,841,3924,0.00363394,0.00797647,-0.999962,0
2528,0,0,0,0,360,270,3158,861,4019,0.010289,0.00350561,-0.999941,0
2439,0,0,0,0,352,93,2884,821,3705,0.00468312,0.00755927,-0.99996,0
2568,0,0,0,0,351,86,3005,851,3856,0.012741,-0.020134,-0.999716,0
2601,0,0,0,0,353,85,3039,853,3892,0.00620769,-0.00350731,-0.999975,0
2690,0,0,0,0,438,117,3245,839,4084,-0.0114904,0.00878756,-0.999895,0
2472,0,0,0,0,368,87,2927,811,3738,-0.0117821,-0.00805968,-0.999898,0
2671,0,0,0,0,332,88,3091,1418,4509,0.00175544,-0.0327645,-0.999462,0
2580,0,0,0,0,382,88,3050,887,3937,0.00558826,-0.0926272,-0.995685,0
2627,0,0,0,0,325,83,3035,988,4023,0.0327339,-0.0751166,-0.996637,0
2399,0,0,0,0,336,86,2821,816,3637,0.0299823,-0.0587422,-0.997823,0
2585,0,0,0,0,437,102,3124,765,3889,0.0079146,-0.0110208,-0.999908,0
2625,0,0,0,0,361,105,3091,847,3938,0.0186991,-0.0164014,-0.999691,0
2587,0,0,0,0,412,98,3097,816,3913,0.0116434,-0.0160994,-0.999803,0
2478,0,0,0,0,406,107,2991,804,3795,0.0182179,-0.0122471,-0.999759,0
2579,0,0,0,0,429,130,3138,847,3985,0.0107072,-0.0188816,-0.999764,0
2585,0,0,0,0,377,94,3056,780,3836,0.0291546,0.00073899,-0.999575,0
2590,0,0,0,0,389,99,3078,812,3890,0.0126898,-0.0110811,-0.999858,0
2544,0,0,0,0,375,93,3012,760,3772,0.00691401,-0.0125659,-0.999897,0
2497,0,0,0,0,373,98,2968,859,3827,0.0117726,-0.00856515,-0.999894,0
2638,0,0,0,0,514,96,3248,1047,4295,0.0107903,-0.0105799,-0.999886,0
2441,0,0,0,0,430,92,2963,920,3883,0.0123161,-0.0216296,-0.99969,0
2447,0,0,0,0,379,98,2924,754,3678,0.00894368,-0.0271588,-0.999591,0
2502,0,0,0,0,399,111,3012,776,3788,0.0177739,-0.0312981,-0.999352,0
2570,0,0,0,0,385,89,3044,1015,4059,0.0128191,-0.0150848,-0.999804,0
2657,0,0,0,0,366,92,3115,748,3863,0.0126124,-0.0317086,-0.999418,0
2445,0,0,0,0,381,88,2914,762,3676,0.00794775,-0.00959449,-0.999922,0
2517,0,0,0,0,347,90,2954,774,3728,0.0199121,-0.0163235,-0.999668,0
2533,0,0,0,0,359,84,2976,782,3758,0.00885537,-0.0037257,-0.999954,0
2755,0,0,0,0,356,90,3201,750,3951,0.00674997,-0.0177229,-0.99982,0
2997,0,0,0,0,454,124,3575,987,4562,0.00829234,-0.013831,-0.99987,0
2845,0,0,0,0,360,96,3301,767,4068,0.0137734,-0.0095347,-0.99986,0
2479,0,0,0,0,378,95,2952,763,3715,0.00797138,-0.00214323,-0.999966,0
2617,0,0,0,0,418,99,3134,792,3926,0.0138564,-0.00554349,-0.999889,0
2448,0,0,0,0,404,102,2954,797,3751,0.0103437,-0.0253974,-0.999624,0
2571,0,0,0,0,465,97,3133,823,3956,0.00671301,-0.00701373,-0.999953,0
2493,0,0,0,0,386,98,2977,818,3795,0.00819816,-0.00100676,-0.999966,0
2491,0,0,0,0,441,101,3033,814,3847,0.0119991,-0.0168629,-0.999786,0
2469,0,0,0,0,378,93,2940,835,3775,0.0165157,-0.0216026,-0.99963,0
2703,0,0,0,0,418,121,3242,825,4067,0.00807596,-0.0149815,-0.999855,0
2635,0,0,0,0,365,90,3090,757,3847,0.0281675,-0.00165553,-0.999602,0
2686,0,0,0,0,411,99,3196,762,3958,0.00607832,-0.0135157,-0.99989,0
2582,0,0,0,0,403,95,3080,755,3835,0.0270725,0.00221132,-0.999631,0
2606,0,0,0,0,400,152,3158,803,3961,0.00842854,-0.0286521,-0.999554,0
2489,0,0,0,0,515,104,3108,856,3964,0.00618935,-0.0142363,-0.99988,0
2572,0,0,0,0,448,114,3134,840,3974,0.0126298,-0.00826503,-0.999886,0
2533,0,0,0,0,444,143,3120,841,3961,0.00760956,-0.0128248,-0.999889,0
2668,0,0,0,0,446,114,3228,791,4019,0.00631069,-0.00291707,-0.999976,0
2868,0,0,0,0,458,118,3444,763,4207,0.0242354,-0.00792155,-0.999675,0
2679,0,0,0,0,442,113,3234,876,4110,0.0139344,-0.0117265,-0.999834,0
2570,0,0,0,0,425,104,3099,809,3908,0.0110504,-0.00686941,-0.999915,0
2563,0,0,0,0,421,107,3091,892,3983,0.0108408,-0.0147742,-0.999832,0
2679,0,0,0,0,425,103,3207,811,4018,0.0375559,-0.0153611,-0.999176,0
2630,0,0,0,0,424,155,3209,953,4162,0.0117016,-0.0103425,-0.999878,0
2583,0,0,0,0,429,103,3115,876,3991,0.0064218,-0.0119161,-0.999908,0
2768,0,0,0,0,428,134,3330,856,4186,0.00821002,-0.00450391,-0.999956,0
2653,0,0,0,0,423,104,3180,763,3943,0.00628136,-0.00739562,-0.999953,0
2910,0,0,0,0,434,126,3470,840,4310,0.0139027,-0.0153098,-0.999786,0
2661,0,0,0,0,416,104,3181,775,3956,0.00728088,-0.00471419,-0.999962,0
2742,0,0,0,0,425,109,3276,755,4031,0.0312392,-0.00524527,-0.999498,0
2731,0,0,0,0,438,114,3283,823,4106,0.00991446,-0.00859605,-0.999914,0
2559,0,0,0,0,442,119,3120,891,4011,0.0320778,-0.00210136,-0.999483,0
2608,0,0,0,0,429,105,3142,822,3964,0.0276981,0.000383116,-0.999616,0
2477,0,0,0,0,449,116,3042,814,3856,0.0121912,-0.00110369,-0.999925,0
2606,0,0,0,0,420,109,3135,788,3923,0.0329265,-0.0178909,-0.999298,0
3910,0,0,0,0,625,130,4665,1152,5817,0.00777845,-0.0111867,-0.999907,0
