timestamp,nx,ny,nz,roll,pitch,pub_vis_score,pub_inlier_score,pub_combined_score,curr_vis_score,curr_inlier_score,curr_combined_score,inlier_count,subcloud_size,inlier_ratio,using_fallback
1.76217e+09,0.0143551,-0.18442,-0.982743,0.0136896,0.21338,0.0107162,0.0462963,0.0249483,0.0107162,0.0462963,0.0249483,24,1728,0.0138889,0
1.76217e+09,0.00704947,-0.0622987,-0.998033,0.0962262,0.158013,0.0108137,0.0583333,0.0298216,0.0108137,0.0583333,0.0298216,21,1200,0.0175,0
1.76217e+09,0.00351182,-0.0695727,-0.997571,0.0391114,0.115931,0.0104916,0.067402,0.0332557,0.0104916,0.067402,0.0332557,22,1088,0.0202206,0
1.76217e+09,-0.0174135,0.140897,-0.989871,0.0389228,0.116164,0.0104917,0.0683594,0.0336388,0.0104917,0.0683594,0.0336388,21,1024,0.0205078,0
1.76217e+09,-0.0148146,0.126037,-0.991915,-0.0605747,0.201071,0.010834,0,0.0065004,0.010834,0,0.0065004,14,448,0.03125,0
1.76217e+09,-0.0141147,0.112385,-0.993564,0.0368938,0.116723,0.0104868,0,0.00629211,0.0104868,0,0.00629211,18,512,0.0351562,0
1.76217e+09,-0.0120794,0.116649,-0.9931,0.16832,0.103984,0.0108727,0,0.00652364,0.0108727,0,0.00652364,17,512,0.0332031,0
1.76217e+09,-0.00895495,0.113147,-0.993538,0.038189,0.116055,0.0104889,0.128676,0.057764,0.0104889,0.128676,0.057764,21,544,0.0386029,0
1.76217e+09,-0.00548445,0.103562,-0.994608,-0.0892655,0.119611,0.0106667,0,0.00640004,0.0106667,0,0.00640004,17,528,0.032197,0
1.76217e+09,-0.00232971,0.0721524,-0.997391,0.0383898,0.116892,0.0104923,0.122549,0.055315,0.0104923,0.122549,0.055315,20,544,0.0367647,0
1.76217e+09,-0.0136453,0.0866855,-0.996143,-0.0794358,0.212762,0.0109346,0,0.00656078,0.0109346,0,0.00656078,16,464,0.0344828,0
1.76217e+09,-0.0136415,0.112775,-0.993527,0.03756,0.115749,0.0104859,0,0.00629155,0.0104859,0,0.00629155,18,544,0.0330882,0
1.76217e+09,-0.0107446,0.113409,-0.993491,0.256964,0.000915457,0.0108104,0,0.00648622,0.0108104,0,0.00648622,18,544,0.0330882,0
1.76217e+09,-0.0113666,0.115511,-0.993241,0.102304,0.0490404,0.0104804,0,0.00628825,0.0104804,0,0.00628825,17,512,0.0332031,0
1.76217e+09,-0.0130878,0.118034,-0.992923,-0.0544698,0.276502,0.0110546,0,0.00663278,0.0110546,0,0.00663278,16,512,0.03125,0
1.76217e+09,-0.013198,0.118827,-0.992828,0.0504793,0.195389,0.0107821,0.126263,0.0569743,0.0107821,0.126263,0.0569743,20,528,0.0378788,0
1.76217e+09,-0.0133444,0.116808,-0.993065,-0.129551,0.190176,0.0110288,0,0.00661726,0.0110288,0,0.00661726,17,560,0.0303571,0
1.76217e+09,-0.00850747,0.117833,-0.992997,-0.0487527,0.134588,0.0105825,0,0.00634947,0.0105825,0,0.00634947,17,496,0.0342742,0
1.76217e+09,-0.010006,0.10652,-0.99426,0.0596686,0.0394235,0.0103136,0,0.00618818,0.0103136,0,0.00618818,17,496,0.0342742,0
1.76217e+09,-0.0077268,0.118086,-0.992973,0.0302512,0.212249,0.0107682,0,0.0064609,0.0107682,0,0.0064609,19,528,0.0359848,0
1.76217e+09,-0.0036698,0.113716,-0.993507,0.00285151,0.232445,0.0107399,0,0.00644391,0.0107399,0,0.00644391,19,512,0.0371094,0
1.76217e+09,0.0135291,0.141099,-0.989903,-0.0115974,0.170302,0.0105734,0,0.00634404,0.0105734,0,0.00634404,16,480,0.0333333,0
1.76217e+09,0.00678389,0.157791,-0.987449,0.0359879,0.177863,0.0106781,0,0.00640689,0.0106781,0,0.00640689,17,496,0.0342742,0
1.76217e+09,0.010743,0.13049,-0.991392,0.0797189,-0.0236102,0.0103265,0,0.00619589,0.0103265,0,0.00619589,14,464,0.0301724,0
1.76217e+09,0.0148702,0.136006,-0.990596,0.00269673,0.185329,0.0105912,0,0.00635471,0.0105912,0,0.00635471,16,464,0.0344828,0
1.76217e+09,0.0105697,0.14401,-0.98952,0.144644,0.202105,0.0111182,0,0.00667091,0.0111182,0,0.00667091,17,496,0.0342742,0
1.76217e+09,0.0148838,0.150085,-0.988561,-0.0445253,0.0911501,0.0104302,0,0.00625815,0.0104302,0,0.00625815,16,464,0.0344828,0
1.76217e+09,0.0074404,0.153696,-0.98809,0.261495,0.122816,0.011239,0,0.00674342,0.011239,0,0.00674342,14,464,0.0301724,0
1.76217e+09,0.00643781,0.158769,-0.987295,0.0725337,0.173133,0.0107842,0,0.00647051,0.0107842,0,0.00647051,16,448,0.0357143,0
1.76217e+09,0.00950219,0.157682,-0.987445,0.0385363,0.116532,0.0104916,0,0.00629496,0.0104916,0,0.00629496,17,432,0.0393519,0
1.76217e+09,0.00979062,0.15837,-0.987331,-0.0334901,0.0100403,0.0101371,0,0.00608225,0.0101371,0,0.00608225,18,448,0.0401786,0
1.76217e+09,0.0102526,0.154648,-0.987916,0.0392047,0.117379,0.0104965,0,0.00629788,0.0104965,0,0.00629788,19,496,0.0383065,0
1.76217e+09,0.00712385,0.159105,-0.987236,0.0290982,0.00449336,0.0101057,0,0.0060634,0.0101057,0,0.0060634,14,432,0.0324074,0
1.76217e+09,0.007463,0.158162,-0.987385,-0.0158288,0.233148,0.0107858,0,0.00647149,0.0107858,0,0.00647149,15,416,0.0360577,0
1.76217e+09,0.00835716,0.158018,-0.987401,0.082532,0.0244766,0.0103382,0,0.0062029,0.0103382,0,0.0062029,19,480,0.0395833,0
1.76217e+09,0.00388407,0.16095,-0.986955,-0.117143,0.204409,0.0110338,0,0.00662029,0.0110338,0,0.00662029,15,416,0.0360577,0
1.76217e+09,0.00400372,0.159561,-0.98718,-0.12235,0.177275,0.0109627,0,0.00657762,0.0109627,0,0.00657762,17,448,0.0379464,0
1.76217e+09,0.0185955,0.129847,-0.991359,0.0396338,0.117094,0.010497,0,0.00629817,0.010497,0,0.00629817,17,464,0.0366379,0
1.76217e+09,0.0208709,0.138422,-0.990153,-0.00856214,0.0550198,0.0102002,0,0.00612013,0.0102002,0,0.00612013,19,512,0.0371094,0
1.76217e+09,0.0149307,0.132386,-0.991086,-0.00631151,0.0822679,0.0102788,0,0.00616728,0.0102788,0,0.00616728,19,512,0.0371094,0
1.76217e+09,0.0142403,0.141045,-0.989901,0.0382653,0.11611,0.0104894,0,0.00629362,0.0104894,0,0.00629362,19,496,0.0383065,0
1.76217e+09,0.00734157,0.160021,-0.987087,0.0906596,0.0741456,0.0105244,0,0.00631463,0.0105244,0,0.00631463,18,512,0.0351562,0
1.76217e+09,0.00975958,0.155545,-0.98778,0.015142,-0.0595784,0.0102356,0,0.00614138,0.0102356,0,0.00614138,17,432,0.0393519,0
1.76217e+09,0.0244493,0.132432,-0.99089,0.12527,0.145634,0.0108691,0,0.00652144,0.0108691,0,0.00652144,17,480,0.0354167,0
1.76217e+09,0.0127398,0.139409,-0.990153,0.265901,0.00769459,0.0108615,0.132576,0.0595472,0.0108615,0.132576,0.0595472,21,528,0.0397727,0
1.76217e+09,0.000873349,0.122261,-0.992498,0.0477098,0.0793517,0.0104029,0,0.00624175,0.0104029,0,0.00624175,16,480,0.0333333,0
1.76217e+09,-0.000138935,0.123317,-0.992367,0.104991,0.0665593,0.0105458,0,0.0063275,0.0105458,0,0.0063275,17,480,0.0354167,0
1.76217e+09,0.0144534,0.129169,-0.991517,0.181735,0.0104807,0.0106057,0,0.00636344,0.0106057,0,0.00636344,14,448,0.03125,0
1.76217e+09,0.00712491,0.135687,-0.990726,-0.0437941,0.299097,0.0110901,0,0.00665408,0.0110901,0,0.00665408,17,464,0.0366379,0
1.76217e+09,0.00165882,0.140607,-0.990064,-0.00318665,0.036434,0.0101246,0,0.00607475,0.0101246,0,0.00607475,17,480,0.0354167,0
1.76217e+09,-0.00370858,0.130848,-0.991395,0.0332597,0.105346,0.0104389,0,0.00626334,0.0104389,0,0.00626334,15,432,0.0347222,0
1.76217e+09,-0.00732936,0.133424,-0.991032,0.0123386,0.321152,0.0110516,0,0.00663095,0.0110516,0,0.00663095,15,416,0.0360577,0
1.76217e+09,0.00121349,0.13211,-0.991234,-0.0379927,0.0714533,0.0103465,0,0.00620791,0.0103465,0,0.00620791,16,432,0.037037,0
1.76217e+09,0.00444284,0.116956,-0.993127,0.11026,-0.0767144,0.0105957,0,0.00635745,0.0105957,0,0.00635745,17,464,0.0366379,0
1.76217e+09,-0.00246471,0.122727,-0.992438,0.218133,0.0991942,0.0110183,0,0.00661096,0.0110183,0,0.00661096,15,448,0.0334821,0
1.76217e+09,0.004995,0.131839,-0.991259,0.149654,0.30056,0.0114588,0,0.00687526,0.0114588,0,0.00687526,16,448,0.0357143,0
1.76217e+09,0.0100368,0.133801,-0.990957,0.217938,0.0924952,0.0109951,0,0.00659709,0.0109951,0,0.00659709,17,432,0.0393519,0
