timestamp,extraction_ms,plane_fit_ms,validation_ms,post_fit_ms,smoothing_ms,total_ms
1784806302.3205,4.7730,0.8740,0.0100,0.0060,0.0150,5.7490
1784806302.4213,4.8380,3.5510,0.0280,0.0180,0.0800,8.6630
1784806302.4714,4.2190,1.6280,0.0090,0.0070,0.0140,5.9330
1784806302.5216,5.5290,2.1850,0.0090,0.0050,0.0130,7.7930
1784806302.5721,3.9200,5.9740,0.0140,0.0000,0.0150,9.9630
1784806302.6220,16.1280,9.5640,0.0110,0.0000,0.0210,25.7700
1784806302.6724,4.0030,2.4430,0.0130,0.0100,0.0350,6.5680
1784806302.7315,6.1210,1.4680,0.0140,0.0100,0.0290,7.7100
1784806302.7812,6.2410,0.8740,0.0140,0.0060,0.0150,7.2150
1784806302.8304,3.9020,0.6490,0.0100,0.0050,0.0140,4.6210
1784806302.9224,6.2550,0.6990,0.0110,0.0080,0.0140,7.0340
1784806302.9726,5.5870,0.5930,0.0100,0.0060,0.0150,6.2490
1784806303.0222,3.8840,0.4870,0.0110,0.0070,0.0160,4.4470
1784806303.0716,3.8590,0.6740,0.0100,0.0070,0.0250,4.6140
1784806303.1213,4.0880,0.6040,0.0150,0.0090,0.0230,4.7920
1784806303.1709,3.8220,0.7240,0.0120,0.0080,0.0310,4.6510
1784806303.2199,4.1760,0.8720,0.0100,0.0080,0.0220,5.1400
1784806303.2695,3.9450,1.1850,0.0140,0.0090,0.0310,5.2400
1784806303.3193,4.1180,2.0790,0.0120,0.0050,0.0220,6.2790
1784806303.3693,4.1380,3.7510,0.0070,0.0000,0.0350,7.9830
1784806303.4187,4.2470,0.9400,0.0090,0.0050,0.0160,5.2620
1784806303.4693,4.1030,1.6120,0.0110,0.0070,0.0200,5.7970
1784806303.5189,4.4000,7.8220,0.0290,0.0070,0.0200,12.2970
1784806303.5693,4.1200,12.4710,0.0240,0.0000,0.0160,16.6750
1784806303.6198,3.7640,15.3710,0.0220,0.0090,0.0150,19.2130
1784806303.6695,3.8160,13.6820,0.0150,0.0000,0.0180,17.5940
1784806303.7202,3.2100,2.8590,0.0100,0.0100,0.0140,6.1510
1784806303.7698,3.2630,19.0020,0.0130,0.0000,0.0140,22.3240
1784806303.8204,3.5210,16.0680,0.0120,0.0000,0.0210,19.6560
1784806303.8794,8.1330,10.7310,0.0430,0.0000,0.0350,19.0280
1784806303.9290,3.6380,6.1270,0.0130,0.0000,0.0140,9.8410
1784806303.9808,7.1050,4.9380,0.0100,0.0040,0.0300,12.1480
1784806304.0296,3.5050,1.4810,0.0100,0.0060,0.0210,5.0730
1784806304.0716,4.5810,1.9480,0.0100,0.0060,0.0220,6.6110
1784806304.1214,3.4850,1.2580,0.0080,0.0060,0.0200,4.8260
1784806304.1713,4.3590,2.4190,0.0140,0.0090,0.0270,6.8920
1784806304.2219,3.9520,1.9660,0.0110,0.0080,0.0400,6.0350
1784806304.2714,4.2490,3.1550,0.0130,0.0100,0.0300,7.5280
1784806304.3210,3.7490,2.6490,0.0100,0.0080,0.0220,6.5000
1784806304.3715,3.9130,3.2680,0.0110,0.0100,0.0230,7.2830
1784806304.4215,3.8030,1.5070,0.0110,0.0000,0.0300,5.4050
1784806304.4717,3.9450,3.1410,0.0100,0.0070,0.0380,7.1980
1784806304.5221,4.1090,11.8100,0.0120,0.0060,0.0260,16.0050
1784806304.5725,4.9290,7.8540,0.0100,0.0070,0.0160,12.8610
1784806304.6228,3.9220,7.5010,0.0100,0.0080,0.0170,11.5070
1784806304.6731,3.4790,20.2390,0.0180,0.0000,0.0140,23.7920
1784806304.7231,3.3090,6.0580,0.0110,0.0080,0.0150,9.4460
1784806304.7731,3.3320,20.8550,0.0200,0.0000,0.0150,24.2680
1784806304.8229,3.4940,6.6780,0.0090,0.0070,0.0150,10.2540
1784806304.8725,3.5370,5.5370,0.0090,0.0070,0.0140,9.1460
1784806304.9221,4.0080,2.9510,0.0070,0.0050,0.0140,7.0200
1784806304.9794,3.6100,3.1190,0.0100,0.0050,0.0170,6.8030
1784806305.0288,3.7260,3.3280,0.0080,0.0070,0.0140,7.1220
1784806305.0756,3.8340,3.2660,0.0120,0.0080,0.0150,7.1830
1784806305.1210,4.2450,3.3300,0.0080,0.0070,0.0220,7.6550
1784806305.1692,3.5410,4.2210,0.0080,0.0050,0.0230,7.8420
1784806305.2188,5.0420,3.3970,0.0120,0.0090,0.0330,8.5470
1784806305.2680,4.8680,5.5340,0.0150,0.0100,0.0260,10.5170
1784806305.3178,4.9730,5.6200,0.0130,0.0100,0.0340,10.7060
1784806305.3674,4.3780,17.2930,0.0120,0.0070,0.0280,21.7670
1784806305.4168,4.1510,4.7150,0.0140,0.0080,0.0250,8.9530
1784806305.4666,4.5910,4.6070,0.0090,0.0050,0.0370,9.2880
1784806305.5168,5.1470,3.5260,0.0090,0.0070,0.0160,8.7530
1784806305.5672,5.1270,4.8180,0.0130,0.0080,0.0360,10.0690
1784806305.6176,4.9340,14.8890,0.0100,0.0050,0.0240,19.9170
1784806305.6672,3.8000,3.1490,0.0140,0.0090,0.0270,7.0380
1784806305.7173,6.4490,5.8110,0.0190,0.0140,0.0300,12.3900
1784806305.7674,6.6350,44.0990,0.0340,0.0000,0.0140,50.8100
1784806305.8181,3.6010,24.0240,0.0150,0.0000,0.0140,27.6780
1784806305.8679,3.3930,16.0630,0.0130,0.0000,0.0190,19.5170
1784806305.9263,5.2010,4.1100,0.0100,0.0070,0.0240,9.4020
1784806305.9765,4.5410,4.1760,0.0100,0.0070,0.0170,8.8030
1784806306.0251,3.6610,2.7580,0.0090,0.0060,0.0150,6.5040
1784806306.0727,6.2680,2.8130,0.0110,0.0090,0.0310,9.1830
1784806306.1193,4.8380,6.2820,0.0330,0.0270,0.0880,11.4250
1784806306.1688,10.4210,7.3550,0.0280,0.0170,0.0440,17.9830
1784806306.2190,6.5680,3.3770,0.0170,0.0110,0.0530,10.1010
1784806306.2693,7.4380,4.8230,0.0200,0.0080,0.0350,12.4060
1784806306.3195,5.1160,1.2540,0.0080,0.0070,0.0160,6.4400
1784806306.3697,3.6600,2.6350,0.0080,0.0050,0.0290,6.3910
1784806306.4198,4.0380,4.5480,0.0120,0.0100,0.0280,8.7030
1784806306.4702,6.6070,4.2710,0.0140,0.0090,0.0310,10.9980
1784806306.5208,6.1550,3.3040,0.0200,0.0120,0.0640,9.6630
1784806306.5706,6.7410,11.5330,0.0200,0.0070,0.0410,18.4030
1784806306.6214,6.9420,3.2550,0.0150,0.0100,0.0350,10.3210
1784806306.6713,4.5860,4.1840,0.0110,0.0060,0.0390,8.8830
1784806306.7220,4.7250,4.7930,0.0140,0.0000,0.0370,9.6220
1784806306.7724,4.3620,5.1980,0.0090,0.0060,0.0220,9.6420
1784806306.8230,8.9210,6.0130,0.0150,0.0130,0.0550,15.0910
1784806306.8730,6.9750,8.0610,0.0210,0.0070,0.0230,15.1290
1784806306.9232,6.7570,7.8680,0.0130,0.0080,0.0140,14.7050
1784806306.9732,4.6380,12.6130,0.0130,0.0000,0.0150,17.3240
1784806307.0228,4.1320,11.3740,0.0130,0.0000,0.0230,15.6070
1784806307.0724,3.9470,3.9800,0.0120,0.0140,0.0220,8.0240
1784806307.1219,3.8190,16.5040,0.0140,0.0000,0.0370,20.4420
1784806307.1799,4.1480,9.1780,0.0110,0.0000,0.0230,13.4000
1784806307.2289,4.3610,2.3450,0.0090,0.0050,0.0240,6.7970
1784806307.2787,3.6610,7.2550,0.0130,0.0000,0.0400,11.0030
1784806307.3199,4.6730,6.2340,0.0100,0.0000,0.0140,10.9730
1784806307.3697,5.1260,10.5380,0.0300,0.0000,0.0570,15.8220
1784806307.4195,4.9980,3.8020,0.0080,0.0000,0.0330,8.8970
1784806307.4695,4.6580,1.7270,0.0070,0.0000,0.0280,6.4700
1784806307.5195,4.1450,2.1190,0.0070,0.0000,0.0170,6.3420
1784806307.5689,4.0860,1.6980,0.0070,0.0000,0.0280,5.8690
1784806307.6193,4.4420,2.1210,0.0080,0.0000,0.0290,6.6530
1784806307.6695,4.4170,1.7670,0.0100,0.0000,0.0480,6.3010
1784806307.7193,4.5010,1.8300,0.0080,0.0000,0.0350,6.4310
1784806307.7697,6.2350,2.7930,0.0170,0.0000,0.0400,9.1510
1784806307.8202,5.6750,2.2790,0.0110,0.0000,0.0320,8.0570
1784806307.8700,5.5280,2.5360,0.0090,0.0000,0.0250,8.1610
1784806307.9208,4.4010,3.8150,0.0150,0.0000,0.0310,8.3190
1784806307.9708,7.6220,3.3980,0.0090,0.0040,0.0150,11.1090
1784806308.0208,7.5180,4.3670,0.0170,0.0080,0.0280,11.9970
1784806308.0712,7.3980,3.5410,0.0070,0.0000,0.0130,11.0110
1784806308.1210,3.9940,3.3480,0.0090,0.0000,0.0160,7.4020
1784806308.1710,3.9340,4.3350,0.0060,0.0000,0.0140,8.3390
1784806308.2212,4.1260,3.5080,0.0070,0.0000,0.0330,7.7200
1784806308.2790,4.1880,3.0470,0.0090,0.0050,0.0140,7.3060
1784806308.3288,11.2500,3.1700,0.0070,0.0000,0.0160,14.4860
1784806308.3718,4.9040,2.8240,0.0090,0.0000,0.0350,7.8310
1784806308.4209,5.1840,4.1100,0.0100,0.0000,0.0150,9.3510
1784806308.4705,4.7550,3.9320,0.0110,0.0000,0.0200,8.7750
1784806308.5209,4.6850,3.1150,0.0110,0.0000,0.0330,7.8980
1784806308.5705,5.6040,2.6530,0.0100,0.0000,0.0240,8.3460
1784806308.6211,5.3260,3.9650,0.0080,0.0000,0.0360,9.4500
1784806308.6711,5.1380,2.3640,0.0060,0.0000,0.0270,7.6120
1784806308.7209,4.4700,1.9400,0.0060,0.0000,0.0140,6.4770
1784806308.7712,6.3670,2.0300,0.0050,0.0000,0.0160,8.4620
1784806308.8213,4.5110,1.8320,0.0070,0.0000,0.0390,6.4690
1784806308.8710,4.4250,2.0880,0.0090,0.0000,0.0380,6.6190
1784806308.9211,4.5440,2.4330,0.0090,0.0000,0.0310,7.0740
1784806308.9712,4.6360,2.2670,0.0060,0.0000,0.0320,6.9820
1784806309.0219,9.0260,3.2400,0.0160,0.0000,0.0140,12.3300
1784806309.0719,4.8700,2.8120,0.0040,0.0000,0.0150,7.7550
1784806309.1217,4.9890,3.2240,0.0070,0.0000,0.0150,8.2800
1784806309.1786,6.9950,2.8150,0.0130,0.0000,0.0380,9.9180
1784806309.2286,6.6400,2.6610,0.0130,0.0000,0.0290,9.4010
1784806309.2783,5.8460,1.8420,0.0130,0.0000,0.0250,7.7830
1784806309.3212,5.9890,3.2210,0.0160,0.0000,0.0300,9.3150
1784806309.3712,7.2490,3.8720,0.0150,0.0000,0.0540,11.2510
1784806309.4214,7.1790,4.4130,0.0120,0.0000,0.0280,11.7020
1784806309.4710,5.3610,3.0740,0.0070,0.0000,0.0150,8.5110
1784806309.5212,4.9210,2.9390,0.0080,0.0000,0.0140,7.9190
1784806309.5710,4.9540,3.5000,0.0200,0.0000,0.0290,8.5650
1784806309.6214,7.5270,4.2170,0.0240,0.0000,0.0150,11.8140
1784806309.6712,4.6870,5.2780,0.0170,0.0000,0.0170,10.0400
1784806309.7215,4.7750,3.1240,0.0100,0.0000,0.0260,7.9880
1784806309.7716,7.5550,4.2830,0.0180,0.0000,0.0310,11.9570
1784806309.8215,8.4270,3.8890,0.0200,0.0000,0.0500,12.4610
1784806309.8723,5.3890,3.4480,0.0090,0.0000,0.0420,8.9540
1784806309.9221,4.3630,3.5150,0.0150,0.0000,0.0220,7.9600
1784806309.9803,3.9890,2.1860,0.0070,0.0000,0.0220,6.2720
1784806310.0229,4.5030,2.0690,0.0060,0.0000,0.0210,6.6540
1784806310.0731,4.3630,2.7350,0.0070,0.0000,0.0220,7.1850
1784806310.1229,4.3090,2.8590,0.0090,0.0000,0.0240,7.2510
1784806310.1727,4.1960,2.5150,0.0060,0.0000,0.0280,6.7970
1784806310.2249,4.1840,0.9010,0.0100,0.0060,0.0340,5.1830
1784806310.2741,4.2820,1.6650,0.0080,0.0050,0.0300,6.0380
1784806310.3228,4.6720,1.7010,0.0160,0.0070,0.0380,6.4890
1784806310.3698,4.8380,0.6210,0.0130,0.0090,0.0310,5.5640
1784806310.4198,4.7930,1.2490,0.0150,0.0060,0.0160,6.1210
1784806310.4696,4.3590,1.5100,0.0130,0.0000,0.0160,5.9350
1784806310.5192,4.4880,1.7350,0.0130,0.0050,0.0290,6.3040
1784806310.5690,4.3860,1.9740,0.0110,0.0030,0.0150,6.4400
1784806310.6189,4.9710,4.9760,0.0130,0.0050,0.0150,10.0180
1784806310.6685,5.5740,4.1470,0.0180,0.0050,0.0140,9.7860
1784806310.7185,4.5320,0.7060,0.0100,0.0060,0.0260,5.3310
1784806310.7682,4.2480,1.8580,0.0110,0.0050,0.0160,6.1820
1784806310.8178,6.5530,2.3860,0.0170,0.0080,0.0310,9.0690
1784806310.8678,7.8850,1.3110,0.0130,0.0110,0.0300,9.3230
1784806310.9176,7.5040,0.9870,0.0130,0.0100,0.1250,8.7190
1784806310.9681,7.6420,1.0490,0.0150,0.0110,0.0290,8.8100
1784806311.0239,7.7010,1.3840,0.0150,0.0100,0.0310,9.2130
1784806311.0701,5.5370,1.1310,0.0160,0.0140,0.0460,6.8240
1784806311.1209,5.3060,0.8600,0.0120,0.0080,0.0240,6.2490
1784806311.1697,5.4720,0.6750,0.0130,0.0080,0.0140,6.2310
1784806311.2191,7.1930,1.3480,0.0150,0.0110,0.0290,8.6610
1784806311.2695,8.7810,0.9500,0.0130,0.0100,0.0270,9.8520
1784806311.3195,8.5720,0.9180,0.0120,0.0120,0.0140,9.5800
1784806311.3695,6.2790,1.2900,0.0160,0.0110,0.0430,7.7060
1784806311.4195,4.3520,0.7740,0.0090,0.0080,0.0230,5.2030
1784806311.4695,4.5080,0.9420,0.0100,0.0070,0.0140,5.5220
1784806311.5197,4.9210,0.8120,0.0090,0.0060,0.0160,5.8060
1784806311.5702,4.5010,0.7030,0.0090,0.0060,0.0230,5.2810
1784806311.6198,4.5690,0.7550,0.0090,0.0060,0.0140,5.3960
1784806311.6701,4.3230,0.9580,0.0090,0.0060,0.0140,5.3660
1784806311.7202,4.5570,1.0190,0.0100,0.0070,0.0290,5.6660
1784806311.7696,4.5300,1.1520,0.0110,0.0050,0.0290,5.7730
1784806311.8206,5.1260,0.9920,0.0140,0.0100,0.0250,6.2240
1784806311.8710,5.5920,0.9910,0.0120,0.0090,0.0230,6.6760
1784806311.9206,4.8960,0.8410,0.0100,0.0080,0.0430,5.8450
1784806311.9706,5.1110,0.7900,0.0140,0.0060,0.0150,5.9780
1784806312.0208,4.7130,0.9730,0.0100,0.0050,0.0150,5.7580
1784806312.0706,4.5690,0.8410,0.0090,0.0050,0.0370,5.5060
1784806312.1206,4.8060,0.8320,0.0100,0.0050,0.0210,5.7290
1784806312.1710,4.5550,0.7020,0.0110,0.0050,0.0150,5.3290
1784806312.2204,6.4330,1.3450,0.0220,0.0120,0.0580,7.9610
1784806312.2703,5.4060,1.0250,0.0130,0.0080,0.0410,6.5460
1784806312.3200,5.8030,0.9320,0.0140,0.0080,0.0280,6.8460
1784806312.3702,6.1670,1.0060,0.0160,0.0090,0.0310,7.2920
1784806312.4200,5.3910,0.6740,0.0110,0.0060,0.0230,6.1490
1784806312.4707,5.0480,0.8940,0.0120,0.0060,0.0330,6.0540
1784806312.5204,5.9770,1.2650,0.0160,0.0080,0.0310,7.3960
1784806312.5709,6.4530,1.0270,0.0130,0.0060,0.0320,7.5870
1784806312.6280,4.7550,0.8730,0.0110,0.0050,0.0170,5.7070
1784806312.6787,7.2070,1.3390,0.0180,0.0100,0.0680,8.7220
1784806312.7287,6.2830,1.3840,0.0120,0.0070,0.0210,7.7610
1784806312.7785,5.3370,1.6980,0.0110,0.0070,0.0330,7.1550
1784806312.8283,5.5810,0.9200,0.0130,0.0070,0.0260,6.6040
1784806312.8787,5.9990,1.0890,0.0090,0.0060,0.0160,7.1600
1784806312.9285,5.6560,0.8570,0.0130,0.0080,0.0240,6.6070
1784806312.9783,10.1360,1.4800,0.0160,0.0090,0.0280,11.7360
1784806313.0280,8.5270,1.0140,0.0120,0.0060,0.0140,9.6160
1784806313.0783,5.1250,1.0540,0.0100,0.0060,0.0150,6.2590
1784806313.1292,7.0040,2.1700,0.0160,0.0100,0.0340,9.3030
1784806313.1789,8.3320,0.8790,0.0130,0.0070,0.0140,9.2760
1784806313.2288,7.8410,0.9280,0.0100,0.0050,0.0820,8.9050
1784806313.2786,8.1710,1.3620,0.0140,0.0090,0.0290,9.6500
1784806313.3296,8.1460,1.2580,0.0150,0.0080,0.0340,9.5480
1784806313.3804,7.0620,0.8420,0.0150,0.0060,0.0150,7.9830
1784806313.4296,5.8140,1.6750,0.0160,0.0090,0.0290,7.5980
1784806313.4796,4.8510,0.9820,0.0110,0.0060,0.0150,5.9130
1784806313.5298,5.8390,2.5320,0.0240,0.0110,0.0550,8.5450
1784806313.5798,5.2770,1.3680,0.0120,0.0060,0.0160,6.7240
1784806313.6298,4.8190,1.0240,0.0090,0.0050,0.0260,5.9260
1784806313.6794,5.1270,1.0330,0.0100,0.0060,0.0140,6.2340
1784806313.7292,5.7930,1.5820,0.0140,0.0080,0.0280,7.4830
1784806313.7790,5.4620,1.2600,0.0130,0.0060,0.0270,6.8150
1784806313.8289,5.2110,0.9410,0.0090,0.0060,0.0150,6.2190
1784806313.8779,5.0670,1.0310,0.0110,0.0050,0.0340,6.2010
1784806313.9277,4.7170,0.9600,0.0100,0.0060,0.0240,5.7850
1784806313.9777,4.7770,1.0320,0.0110,0.0050,0.0210,5.8890
1784806314.0275,4.7990,0.9090,0.0100,0.0050,0.0350,5.8030
1784806314.0777,4.7010,0.8720,0.0100,0.0050,0.0260,5.6560
1784806314.1277,4.7340,0.8560,0.0100,0.0050,0.0290,5.6780
1784806314.1775,4.7470,0.9210,0.0100,0.0050,0.0300,5.7530
1784806314.2271,4.8750,0.9380,0.0090,0.0050,0.0240,5.8930
1784806314.2773,4.8770,1.0030,0.0100,0.0060,0.0350,5.9770
1784806314.3271,8.1560,2.6810,0.0220,0.0110,0.0340,10.9880
1784806314.3773,5.3160,1.3310,0.0140,0.0070,0.0200,6.7450
1784806314.4275,4.7890,0.9720,0.0090,0.0050,0.0250,5.8430
1784806314.4768,5.0230,0.8710,0.0090,0.0050,0.0250,5.9770
1784806314.5276,5.2440,1.2140,0.0150,0.0070,0.0210,6.5650
1784806314.5775,4.7160,1.0060,0.0100,0.0050,0.0140,5.7930
1784806314.6276,5.3360,0.9300,0.0110,0.0060,0.0140,6.3370
1784806314.6778,5.5190,1.4070,0.0150,0.0080,0.0270,7.0270
1784806314.7282,8.3200,1.4310,0.0110,0.0070,0.0280,9.8660
1784806314.7786,4.7730,0.9390,0.0100,0.0050,0.0320,5.7990
1784806314.8284,4.6810,0.9360,0.0100,0.0060,0.0190,5.7090
1784806314.8782,5.6280,0.9190,0.0100,0.0040,0.0150,6.6220
1784806314.9284,8.9700,2.3640,0.0220,0.0080,0.0140,11.4090
1784806314.9782,5.6720,1.3710,0.0130,0.0070,0.0310,7.1510
1784806315.0281,4.7220,1.1170,0.0110,0.0050,0.0330,5.9280
1784806315.0784,6.0430,1.8460,0.0140,0.0060,0.0200,7.9860
1784806315.1283,6.1440,1.4920,0.0120,0.0070,0.0260,7.7380
1784806315.1786,5.2420,1.0360,0.0120,0.0050,0.0290,6.3690
1784806315.2287,5.6480,1.3820,0.0130,0.0070,0.0500,7.1550
1784806315.2789,5.4980,1.3670,0.0130,0.0060,0.0190,6.9670
1784806315.3291,4.9390,0.9720,0.0110,0.0060,0.0240,6.0070
1784806315.3789,5.0670,0.9470,0.0100,0.0060,0.0220,6.0840
1784806315.4285,4.7940,0.9570,0.0110,0.0050,0.0150,5.8240
1784806315.4787,4.8210,1.0180,0.0110,0.0050,0.0160,5.9110
1784806315.5287,4.8380,0.9200,0.0090,0.0050,0.0150,5.8190
1784806315.5789,4.8850,0.9680,0.0100,0.0050,0.0290,5.9400
1784806315.6293,6.6080,0.9990,0.0150,0.0080,0.0220,7.7120
1784806315.6789,6.4070,0.9380,0.0140,0.0080,0.0310,7.4570
1784806315.7291,5.0470,0.9810,0.0110,0.0050,0.0160,6.1100
1784806315.7788,5.0270,1.3400,0.0100,0.0060,0.0200,6.4470
1784806315.8291,7.0730,2.4620,0.0230,0.0140,0.0530,9.7140
1784806315.8790,5.3420,1.3650,0.0140,0.0070,0.0210,6.8120
1784806315.9288,4.9500,1.1190,0.0090,0.0050,0.0140,6.1390
1784806315.9792,5.4600,1.0670,0.0130,0.0060,0.0220,6.6190
1784806316.0290,4.8030,1.0350,0.0100,0.0060,0.0230,5.9190
1784806316.0786,5.3980,2.4800,0.0410,0.0270,0.0740,8.1630
1784806316.1288,6.0690,1.8880,0.0250,0.0150,0.0700,8.1820
1784806316.1789,6.4070,1.9900,0.0170,0.0090,0.0280,8.5170
1784806316.2292,4.9520,0.9970,0.0090,0.0050,0.0150,6.0170
1784806316.2792,5.3480,1.0440,0.0100,0.0070,0.0140,6.4660
1784806316.3290,4.7250,1.0250,0.0100,0.0060,0.0140,5.8230
1784806316.3790,4.8050,1.1280,0.0110,0.0050,0.0220,6.0060
1784806316.4292,4.8230,0.9900,0.0100,0.0050,0.0240,5.9090
1784806316.4788,4.8620,0.9860,0.0100,0.0050,0.0350,5.9600
1784806316.5289,6.7430,1.1930,0.0140,0.0080,0.0340,8.0470
1784806316.5789,6.4730,1.3950,0.0130,0.0080,0.0240,7.9680
1784806316.6291,5.2140,0.9780,0.0130,0.0060,0.0150,6.2640
1784806316.6795,7.1960,1.8930,0.0200,0.0090,0.0300,9.2330
1784806316.7291,8.3010,1.8770,0.0160,0.0090,0.0290,10.3210
1784806316.7789,12.9940,1.0210,0.0110,0.0060,0.0140,14.0930
1784806316.8293,5.6350,0.8750,0.0110,0.0060,0.0150,6.5860
1784806316.8789,5.7120,1.2690,0.0090,0.0060,0.0140,7.0520
1784806316.9298,4.8170,0.9040,0.0100,0.0060,0.0230,5.8150
1784806316.9790,5.3380,0.9900,0.0140,0.0110,0.0360,6.4360
1784806317.0290,4.5250,1.0060,0.0100,0.0090,0.0150,5.6070
1784806317.0791,4.8410,0.8900,0.0130,0.0090,0.0220,5.8160
1784806317.1290,5.0610,0.9430,0.0120,0.0080,0.0230,6.0870
1784806317.1791,5.3350,2.0200,0.0150,0.0150,0.0530,7.5070
1784806317.2290,4.9930,0.8870,0.0110,0.0090,0.0210,5.9750
1784806317.2788,4.9350,1.0890,0.0100,0.0090,0.0290,6.1360
1784806317.3292,6.6620,1.0370,0.0130,0.0130,0.0150,7.7810
1784806317.3790,6.2660,1.0340,0.0120,0.0140,0.0210,7.3860
1784806317.4295,6.4310,1.1000,0.0130,0.0150,0.0220,7.6320
1784806317.4792,6.2430,1.0630,0.0120,0.0080,0.0150,7.3850
1784806317.5290,6.2660,1.4100,0.0140,0.0140,0.0450,7.8110
1784806317.5796,8.4330,1.6060,0.0150,0.0140,0.0280,10.1680
1784806317.6288,6.0180,1.0690,0.0100,0.0100,0.0160,7.1650
1784806317.6792,5.6400,1.1350,0.0130,0.0140,0.0310,6.8850
1784806317.7291,5.8140,0.9680,0.0110,0.0090,0.0160,6.8560
1784806317.7787,5.7930,0.9550,0.0110,0.0090,0.0140,6.8200
1784806317.8291,8.7590,1.4640,0.0140,0.0140,0.0300,10.3660
1784806317.8793,7.3210,0.8920,0.0120,0.0100,0.0160,8.2980
1784806317.9291,4.9760,0.9710,0.0100,0.0090,0.0140,6.0180
1784806317.9792,5.0450,0.9260,0.0090,0.0090,0.0140,6.0380
1784806318.0291,4.9040,1.0420,0.0090,0.0100,0.0140,6.0160
1784806318.0791,4.4350,0.9490,0.0090,0.0090,0.0140,5.4540
1784806318.1295,4.9270,0.9130,0.0100,0.0060,0.0130,5.9250
1784806318.1789,4.8740,1.0740,0.0110,0.0090,0.0160,6.0200
1784806318.2293,4.9840,1.0600,0.0100,0.0060,0.0160,6.1130
1784806318.2788,5.7460,0.8510,0.0110,0.0110,0.0140,6.6740
1784806318.3291,4.9190,0.9190,0.0120,0.0090,0.0140,5.9120
1784806318.3790,10.4370,1.3280,0.0140,0.0140,0.0450,11.9000
1784806318.4288,8.3600,1.0280,0.0110,0.0100,0.0140,9.4720
1784806318.4791,8.5750,0.9510,0.0110,0.0100,0.0140,9.6080
1784806318.5291,6.5470,1.0410,0.0100,0.0070,0.0200,7.6720
1784806318.5788,8.6130,1.4900,0.0130,0.0150,0.0280,10.2320
1784806318.6292,8.0850,0.8630,0.0110,0.0110,0.0140,9.0320
1784806318.6790,5.6970,1.0900,0.0090,0.0080,0.0220,6.8810
1784806318.7288,5.9260,1.0350,0.0110,0.0090,0.0150,7.0380
1784806318.7788,5.9060,0.9210,0.0100,0.0100,0.0190,6.9070
1784806318.8290,4.8400,0.9640,0.0090,0.0100,0.0140,5.8740
1784806318.8788,8.1610,1.1190,0.0110,0.0090,0.0150,9.3670
1784806318.9288,5.7650,1.0610,0.0100,0.0100,0.0300,6.9150
1784806318.9788,5.6800,0.9500,0.0100,0.0100,0.0220,6.7100
1784806319.0288,5.8210,0.9650,0.0100,0.0090,0.0140,6.8570
1784806319.0789,4.9300,0.9240,0.0130,0.0100,0.0150,5.9280
1784806319.1289,5.7480,1.2190,0.0120,0.0060,0.0300,7.0680
1784806319.1790,4.5940,0.8750,0.0130,0.0220,0.0230,5.5710
1784806319.2289,4.9370,1.0100,0.0090,0.0100,0.0160,6.0350
1784806319.2792,5.8150,1.5370,0.0150,0.0110,0.0400,7.4860
1784806319.3293,7.4420,1.0150,0.0200,0.0120,0.0170,8.5650
1784806319.3789,4.9210,0.9440,0.0120,0.0100,0.0150,5.9430
1784806319.4289,8.0190,1.5170,0.0130,0.0130,0.0390,9.6760
1784806319.4789,7.3950,0.9440,0.0120,0.0110,0.0240,8.4320
1784806319.5289,5.7060,1.0090,0.0090,0.0080,0.0140,6.8000
1784806319.5787,5.9950,1.5240,0.0160,0.0130,0.0380,7.6550
1784806319.6289,7.7940,0.9710,0.0120,0.0140,0.0400,8.8760
1784806319.6791,11.5370,1.3140,0.0120,0.0100,0.0150,12.9340
1784806319.7293,5.3230,1.3120,0.0130,0.0120,0.0170,6.7250
1784806319.7791,4.9420,0.9580,0.0110,0.0100,0.0240,5.9830
1784806319.8293,5.5740,1.3650,0.0140,0.0110,0.0230,7.0500
1784806319.8791,5.8740,1.6670,0.0160,0.0150,0.0220,7.6600
1784806319.9290,6.0880,2.0300,0.0170,0.0170,0.0250,8.2370
1784806319.9792,5.8630,1.2600,0.0130,0.0120,0.0310,7.2350
1784806320.0288,4.9270,0.9420,0.0100,0.0090,0.0220,5.9550
1784806320.0792,5.3130,1.0830,0.0130,0.0170,0.0280,6.5120
1784806320.1290,5.1070,1.0240,0.0110,0.0150,0.0230,6.2170
1784806320.1794,4.8320,0.9220,0.0120,0.0110,0.0190,5.8410
1784806320.2288,6.2630,1.5210,0.0150,0.0090,0.0260,7.8990
1784806320.2788,6.7230,1.3840,0.0140,0.0070,0.0350,8.2240
1784806320.3290,7.9860,3.5220,0.0270,0.0140,0.0830,11.7700
1784806320.3794,9.4020,1.9580,0.0110,0.0060,0.0160,11.4340
1784806320.4294,6.1730,1.0060,0.0110,0.0060,0.0230,7.2680
1784806320.4787,5.7480,0.9590,0.0100,0.0060,0.0150,6.7790
1784806320.5291,5.7240,1.2820,0.0120,0.0070,0.0240,7.1070
1784806320.5789,4.4660,0.9450,0.0100,0.0110,0.0220,5.4940
1784806320.6292,5.5940,1.0370,0.0110,0.0120,0.0140,6.7170
1784806320.6791,5.7980,2.2150,0.0250,0.0320,0.0590,8.2610
1784806320.7295,5.1710,0.9340,0.0120,0.0110,0.0200,6.1870
