timestamp,pid,cpu_percent,ram_rss_mb,ram_vms_mb,ram_percent
1784806017.667,2372,439.00,191.65,1647.71,0.61
1784806017.667,2375,0.00,14.41,486.30,0.05
1784806017.667,2384,0.00,14.57,486.30,0.05
1784806017.717,2372,299.60,203.40,1647.71,0.64
1784806017.717,2375,0.00,14.41,486.30,0.05
1784806017.717,2384,0.00,14.57,486.30,0.05
1784806017.767,2372,319.60,210.40,1647.71,0.66
1784806017.767,2375,0.00,14.41,486.30,0.05
1784806017.767,2384,0.00,14.57,486.30,0.05
1784806017.817,2372,339.50,210.52,1647.71,0.67
1784806017.817,2375,0.00,14.41,486.30,0.05
1784806017.817,2384,0.00,14.57,486.30,0.05
1784806017.867,2372,279.60,213.50,1647.71,0.67
1784806017.867,2375,0.00,14.41,486.30,0.05
1784806017.867,2384,0.00,14.57,486.30,0.05
1784806017.918,2372,299.40,216.38,1647.71,0.68
1784806017.918,2375,0.00,14.41,486.30,0.05
1784806017.918,2384,0.00,14.57,486.30,0.05
1784806017.968,2372,439.20,216.38,1647.71,0.68
1784806017.968,2375,0.00,14.41,486.30,0.05
1784806017.968,2384,0.00,14.57,486.30,0.05
1784806018.018,2372,179.70,214.87,1647.71,0.68
1784806018.018,2375,0.00,14.41,486.30,0.05
1784806018.018,2384,0.00,14.57,486.30,0.05
1784806018.068,2372,299.60,216.87,1647.71,0.69
1784806018.068,2375,0.00,14.41,486.30,0.05
1784806018.068,2384,0.00,14.57,486.30,0.05
1784806018.118,2372,339.40,216.87,1647.71,0.69
1784806018.118,2375,0.00,14.41,486.30,0.05
1784806018.118,2384,0.00,14.57,486.30,0.05
1784806018.168,2372,239.50,215.22,1647.71,0.68
1784806018.168,2375,0.00,14.41,486.30,0.05
1784806018.168,2384,0.00,14.57,486.30,0.05
1784806018.218,2372,458.80,215.22,1647.71,0.68
1784806018.218,2375,0.00,14.41,486.30,0.05
1784806018.218,2384,0.00,14.57,486.30,0.05
1784806018.268,2372,479.60,217.35,1647.71,0.69
1784806018.268,2375,0.00,14.41,486.30,0.05
1784806018.268,2384,0.00,14.57,486.30,0.05
1784806018.318,2372,279.60,202.40,1647.71,0.64
1784806018.318,2375,0.00,14.41,486.30,0.05
1784806018.318,2384,0.00,14.57,486.30,0.05
1784806018.368,2372,379.50,216.15,1647.71,0.68
1784806018.368,2375,0.00,14.41,486.30,0.05
1784806018.368,2384,0.00,14.57,486.30,0.05
1784806018.418,2372,359.50,219.03,1647.71,0.69
1784806018.418,2375,0.00,14.41,486.30,0.05
1784806018.418,2384,0.00,14.57,486.30,0.05
1784806018.469,2372,259.50,212.04,1647.71,0.67
1784806018.469,2375,0.00,14.41,486.30,0.05
1784806018.469,2384,0.00,14.57,486.30,0.05
1784806018.519,2372,259.70,192.65,1647.71,0.61
1784806018.519,2375,0.00,14.41,486.30,0.05
1784806018.519,2384,0.00,14.57,486.30,0.05
1784806018.569,2372,419.40,194.15,1647.71,0.61
1784806018.569,2375,0.00,14.41,486.30,0.05
1784806018.569,2384,0.00,14.57,486.30,0.05
1784806018.619,2372,219.50,195.70,1647.71,0.62
1784806018.619,2375,0.00,14.41,486.30,0.05
1784806018.619,2384,0.00,14.57,486.30,0.05
1784806018.669,2372,379.40,198.82,1647.71,0.63
1784806018.669,2375,0.00,14.41,486.30,0.05
