timestamp,extraction_ms,plane_fit_ms,validation_ms,post_fit_ms,smoothing_ms,total_ms
1784806584.3261,5.4020,1.1380,0.0110,0.0060,0.0190,6.6210
1784806584.3763,7.6460,1.8200,0.0100,0.0070,0.0150,9.5430
1784806584.4257,7.1560,3.9950,0.0300,0.0220,0.0600,11.3810
1784806584.4761,9.8110,2.6240,0.0100,0.0070,0.0150,12.5270
1784806584.5763,5.8280,2.0610,0.0190,0.0110,0.0450,8.0460
1784806584.6261,5.4690,1.2280,0.0130,0.0070,0.0460,6.8280
1784806584.6765,5.0340,1.4510,0.0110,0.0070,0.0160,6.5640
1784806584.7262,6.1250,2.3880,0.0220,0.0130,0.0610,8.6970
1784806584.7765,6.1600,1.7810,0.0160,0.0100,0.0450,8.0790
1784806584.8265,5.9770,1.6460,0.0120,0.0080,0.0320,7.7330
1784806584.8763,6.0210,1.8570,0.0160,0.0100,0.0280,7.9970
1784806584.9760,8.1310,2.0420,0.0160,0.0100,0.0300,10.3130
1784806585.0263,7.7130,6.7140,0.0500,0.0430,0.1040,14.8290
1784806585.0762,7.6170,3.5730,0.0220,0.0160,0.0660,11.3880
1784806585.1266,8.5910,1.9300,0.0160,0.0100,0.0280,10.6380
1784806585.2266,8.2880,2.3780,0.0200,0.0130,0.0350,10.8100
1784806585.2762,8.3090,1.9360,0.0170,0.0110,0.0630,10.3940
1784806585.3263,11.5560,3.1850,0.0290,0.0210,0.0610,14.9800
