Downsample[ns],BuildFilTree[ns],SearchFil[ns],DeleteFil[ns],BuildTreeSub[ns],SearchSub[ns],DeleteSub[ns],PreProcTotal[ns],Plane[ns],Total[ns],nx,ny,nz
1667,0,333,72,408,7,31,2518,731,3249,0.0707215,0.0160105,-0.997368
1580,0,299,64,405,6,34,2388,835,3223,0.0232533,-0.0357354,-0.999091
4227,0,767,135,908,14,83,6134,1964,8098,0.0803521,0.00700088,-0.996742
5433,0,1026,195,1202,24,104,7984,2876,10860,0.0380041,-0.0237237,-0.998996
3826,0,679,119,843,12,66,5545,1829,7374,0.0457609,-0.00254516,-0.998949
5780,0,1037,186,1285,23,104,8415,2690,11105,0.0238622,-0.0252909,-0.999395
3971,0,703,124,888,15,93,5794,2232,8026,0.0388207,-0.0226075,-0.99899
5283,0,907,213,1172,18,101,7694,3122,10816,-0.018083,-0.0860105,-0.99613
3733,0,659,125,815,15,70,5417,2145,7562,0.0042905,-0.0800564,-0.996781
5771,0,1025,197,1278,26,121,8418,2266,10684,0.0147981,-0.0470602,-0.998782
4139,0,735,151,923,14,78,6040,2236,8276,0.0297442,-0.0202818,-0.999352
5828,0,1082,213,1363,19,127,8632,2454,11086,0.0536069,0.0061454,-0.998543
4083,0,759,146,977,13,88,6066,1828,7894,-0.002092,-0.0342438,-0.999411
5805,0,1105,218,1435,19,123,8705,2827,11532,0.0333492,-0.0141323,-0.999344
4038,0,764,143,990,12,84,6031,1878,7909,0.0219464,0.00978649,-0.999711
5321,0,1024,189,1302,18,113,7967,2611,10578,0.0210149,-0.0260501,-0.99944
3727,0,749,156,970,12,80,5694,1841,7535,-0.000410518,-0.0395993,-0.999216
5882,0,1216,245,1593,20,133,9089,3252,12341,-0.10608,-0.0923944,-0.990056
4070,0,838,151,1091,13,83,6246,1166,7412,-0.0382236,-0.0707672,-0.99676
5910,0,1436,270,1744,38,152,9550,3077,12627,-0.0103776,-0.0405316,-0.999124
5882,0,1325,238,1717,21,135,9318,2182,11500,-0.0103455,-0.0476984,-0.998808
