Downsample[ns],BuildFilTree[ns],SearchFil[ns],DeleteFil[ns],BuildTreeSub[ns],SearchSub[ns],DeleteSub[ns],PreProcTotal[ns],Plane[ns],Total[ns],nx,ny,nz
4434,0,0,0,0,6458,201,11093,1814,12907,-0.0764607,0.0262276,-0.996728
3654,0,0,0,0,4520,167,8341,1659,10000,-0.0514972,0.00273546,-0.998669
7185,0,0,0,0,7132,149,14466,1618,16084,-0.04757,-0.00713856,-0.998842
2689,0,0,0,0,2860,72,5621,946,6567,-0.0469635,-0.00920193,-0.998854
1849,0,0,0,0,2153,54,4056,738,4794,-0.0536953,-0.00935299,-0.998514
2253,0,0,0,0,2861,72,5186,987,6173,-0.0403157,-0.0059595,-0.999169
6676,0,0,0,0,7623,140,14439,1678,16117,-0.0544169,0.0445306,-0.997525
2755,0,0,0,0,3419,101,6275,1425,7700,-0.00688249,0.0754042,-0.997129
3934,0,0,0,0,4817,134,8885,1772,10657,-0.00378457,0.0738851,-0.99726
3846,0,0,0,0,4659,128,8633,1935,10568,-0.0161804,0.103979,-0.994448
6311,0,0,0,0,7528,217,14056,2073,16129,-0.0154977,0.0924153,-0.9956
6493,0,0,0,0,7554,212,14259,3173,17432,-0.0436056,0.0497719,-0.997808
3377,0,0,0,0,3156,86,6619,1088,7707,-0.0245177,0.0571646,-0.998064
3690,0,0,0,0,3630,86,7406,1691,9097,-0.00948478,-0.0176303,-0.9998
1926,0,0,0,0,2156,64,4146,867,5013,-0.0250377,0.0199625,-0.999487
4971,0,0,0,0,6280,172,11423,2676,14099,-0.0375354,0.0361924,-0.99864
5087,0,0,0,0,5082,136,10305,1660,11965,-0.0410155,0.0286142,-0.998749
6849,0,0,0,0,5020,125,11994,1505,13499,-0.0735979,0.0690381,-0.994896
2549,0,0,0,0,2731,74,5354,1402,6756,-0.0822664,0.0833967,-0.993115
6128,0,0,0,0,6520,173,12821,2291,15112,-0.0853793,0.0747778,-0.993538
3178,0,0,0,0,3536,98,6812,1855,8667,-0.0031426,-0.0195369,-0.999804
4896,0,0,0,0,5528,155,10579,2477,13056,-0.0034914,-0.0620823,-0.998065
4323,0,0,0,0,3890,104,8317,1686,10003,-0.0102873,-0.0846943,-0.996354
6235,0,0,0,0,6718,200,13153,1908,15061,0.00408608,-0.0404408,-0.999174
3201,0,0,0,0,3480,91,6772,2089,8861,0.0198931,-0.0278787,-0.999413
3865,0,0,0,0,4669,130,8664,2940,11604,0.0348702,-0.00651135,-0.999371
3869,0,0,0,0,4291,112,8272,2236,10508,0.0426726,0.0340318,-0.998509
4968,0,0,0,0,5484,144,10596,1879,12475,0.0629313,0.0294289,-0.997584
3672,0,0,0,0,4078,109,7859,1948,9807,0.0903206,0.00615552,-0.995894
6204,0,0,0,0,6828,192,13224,3115,16339,0.0729411,-0.0474366,-0.996207
4257,0,0,0,0,4634,146,9037,1723,10760,-0.00272703,-0.0650838,-0.997876
2970,0,0,0,0,3060,80,6110,1532,7642,-0.0254167,-0.113531,-0.993209
6610,0,0,0,0,6576,167,13353,2595,15948,-0.0231474,-0.0207781,-0.999516
4269,0,0,0,0,4409,126,8804,1914,10718,-0.0260387,-0.0242012,-0.999368
3204,0,0,0,0,3406,90,6700,1944,8644,-0.0256381,-0.0455172,-0.998635
4984,0,0,0,0,5327,139,10450,2581,13031,-0.036228,-0.0108026,-0.999285
5011,0,0,0,0,5590,142,10743,2509,13252,-0.0315966,-0.0488879,-0.998304
3616,0,0,0,0,4046,103,7765,2309,10074,-0.0517571,-0.0260993,-0.998319
6277,0,0,0,0,6795,174,13246,2361,15607,-0.0594996,-0.0978309,-0.993423
3408,0,0,0,0,3559,100,7067,1497,8564,-0.0705213,-0.132732,-0.98864
6241,0,0,0,0,6934,203,13378,2619,15997,0.0179705,-0.0207961,-0.999622
6204,0,0,0,0,5409,129,11742,1610,13352,0.00903667,-0.0393948,-0.999183
2595,0,0,0,0,2893,73,5561,1310,6871,-0.00968809,-0.0380088,-0.99923
6288,0,0,0,0,6760,176,13224,3323,16547,-0.0073518,-0.0795289,-0.996805
3183,0,0,0,0,3523,98,6804,1583,8387,-0.0261256,-0.11833,-0.992631
5129,0,0,0,0,6876,155,12160,2255,14415,-0.00469039,-0.0617467,-0.998081
3790,0,0,0,0,4126,115,8031,2414,10445,-0.0342411,-0.0959237,-0.9948
3624,0,0,0,0,4148,116,7888,1804,9692,-0.0219325,-0.0553494,-0.998226
3886,0,0,0,0,4076,110,8072,1938,10010,-0.0171719,-0.0721134,-0.997249
3640,0,0,0,0,3906,103,7649,1841,9490,-0.00982783,-0.0488801,-0.998756
6013,0,0,0,0,6686,193,12892,3595,16487,-0.0307886,-0.0683686,-0.997185
3103,0,0,0,0,2840,74,6017,946,6963,0.00342889,-0.0459357,-0.998939
1678,0,0,0,0,1794,43,3515,903,4418,-0.0444736,-0.0370379,-0.998324
1575,0,0,0,0,1684,44,3303,815,4118,-0.0484642,-0.0352201,-0.998204
3974,0,0,0,0,4229,110,8313,1831,10144,-0.00207241,-0.0486305,-0.998815
3854,0,0,0,0,4198,110,8162,1763,9925,-0.0256196,-0.0822319,-0.996284
5073,0,0,0,0,5372,142,10587,1871,12458,-0.0045681,-0.0340315,-0.99941
3647,0,0,0,0,3921,107,7675,2050,9725,0.00355638,-0.0204453,-0.999785
3635,0,0,0,0,3932,123,7690,1246,8936,0.00186269,-0.0160079,-0.99987
6172,0,0,0,0,6348,168,12688,3159,15847,0.00327315,-0.0185845,-0.999822
4216,0,0,0,0,4298,113,8627,1571,10198,0.0146461,-0.0540214,-0.998432
2599,0,0,0,0,2586,67,5252,1679,6931,0.0273926,-0.107115,-0.993869
6384,0,0,0,0,6043,183,12610,1699,14309,0.00493833,-0.0631319,-0.997993
4089,0,0,0,0,3986,106,8181,1565,9746,-0.00364272,-0.0557274,-0.998439
3198,0,0,0,0,3034,81,6313,1309,7622,-0.011866,-0.0501934,-0.998669
6126,0,0,0,0,5338,163,11627,1605,13232,-0.012152,-0.0605753,-0.99809
3122,0,0,0,0,2769,85,5976,1292,7268,0.00445562,-0.0646172,-0.9979
4882,0,0,0,0,4131,113,9126,1645,10771,0.0141343,-0.0940156,-0.99547
4769,0,0,0,0,3176,92,8037,2162,10199,0.00447489,-0.0649991,-0.997875
3570,0,0,0,0,2900,93,6563,1431,7994,0.00337711,-0.0672818,-0.997728
4525,0,0,0,0,3725,114,8364,2704,11068,0.00799861,-0.0641868,-0.997906
4068,0,0,0,0,3467,93,7628,1643,9271,0.0182009,-0.0615607,-0.997937
4080,0,0,0,0,3070,85,7235,2061,9296,0.0190217,-0.0353932,-0.999192
5205,0,0,0,0,3697,109,9011,3210,12221,0.0101878,-0.0906768,-0.995828
3783,0,0,0,0,2804,93,6680,1409,8089,0.0246079,-0.0656717,-0.997538
4684,0,0,0,0,3234,91,8009,1872,9881,0.0112198,-0.0906693,-0.995818
3424,0,0,0,0,2339,67,5830,1634,7464,-0.0166761,-0.104074,-0.99443
3411,0,0,0,0,2406,73,5890,1393,7283,0.00783864,-0.0583579,-0.998265
5791,0,0,0,0,3819,113,9723,1878,11601,0.018342,-0.0732022,-0.997148
5851,0,0,0,0,3927,116,9894,2957,12851,0.0207051,-0.119092,-0.992667
3258,0,0,0,0,1979,56,5293,1273,6566,0.0228808,-0.0924958,-0.99545
1759,0,0,0,0,1149,32,2940,715,3655,0.00385126,-0.0984632,-0.995133
1513,0,0,0,0,933,27,2473,767,3240,0.000626276,-0.0920116,-0.995758
4049,0,0,0,0,2513,80,6642,2153,8795,0.0083221,-0.0935137,-0.995583
4090,0,0,0,0,2620,83,6793,2109,8902,0.0504375,0.00437391,-0.998718
5733,0,0,0,0,3754,109,9596,2787,12383,0.0284876,-0.0524522,-0.998217
3996,0,0,0,0,2675,80,6751,1749,8500,0.0151644,-0.0966546,-0.995202
5858,0,0,0,0,4028,135,10021,2007,12028,0.00634293,-0.0875526,-0.99614
3044,0,0,0,0,2076,59,5179,1269,6448,-0.003911,-0.0558106,-0.998434
5076,0,0,0,0,3282,92,8450,2009,10459,-0.00484123,-0.0626411,-0.998024
4900,0,0,0,0,3240,92,8232,1825,10057,-0.00961126,-0.0319546,-0.999443
2848,0,0,0,0,1970,56,4874,1161,6035,0.00953946,-0.0428572,-0.999036
4078,0,0,0,0,2969,101,7148,2187,9335,0.0181649,0.00587061,-0.999818
4115,0,0,0,0,3238,85,7438,1783,9221,-0.0196762,-0.0613527,-0.997922
4136,0,0,0,0,3207,89,7432,2044,9476,0.000592063,-0.0555922,-0.998453
4259,0,0,0,0,3226,92,7577,2198,9775,-0.00859893,-0.0665337,-0.997747
6618,0,0,0,0,4675,147,11440,3214,14654,0.00147542,-0.0924292,-0.995718
3995,0,0,0,0,3174,91,7260,1976,9236,0.00253455,-0.0992053,-0.995064
6462,0,0,0,0,4678,141,11281,1886,13167,0.0195346,-0.0488485,-0.998615
4121,0,0,0,0,3159,116,7396,1835,9231,0.0260995,-0.0855442,-0.995992
3068,0,0,0,0,2364,72,5504,1801,7305,0.0160702,-0.0385608,-0.999127
4869,0,0,0,0,3629,111,8609,1914,10523,0.0234199,-0.0984729,-0.994864
5817,0,0,0,0,4636,141,10594,3005,13599,0.013565,-0.0634299,-0.997894
6817,0,0,0,0,3160,92,10069,1794,11863,0.00727129,-0.126284,-0.991968
3012,0,0,0,0,2294,69,5375,1520,6895,0.0197003,-0.0709482,-0.997285
5826,0,0,0,0,4153,129,10108,2791,12899,0.000706402,-0.0793084,-0.99685
3926,0,0,0,0,2926,80,6932,2167,9099,0.0207537,-0.0498671,-0.99854
3638,0,0,0,0,2555,79,6272,1617,7889,0.00269194,-0.0805515,-0.996747
5772,0,0,0,0,3994,127,9893,3197,13090,0.0113359,-0.0689938,-0.997553
3910,0,0,0,0,2633,78,6621,2672,9293,0.0222161,0.00217855,-0.999751
2779,0,0,0,0,1859,57,4695,1663,6358,0.0302191,0.028644,-0.999133
6655,0,0,0,0,3933,108,10696,2200,12896,0.0189835,-0.0631515,-0.997823
3036,0,0,0,0,1935,54,5025,1670,6695,0.057354,-0.0205498,-0.998142
4938,0,0,0,0,3152,93,8183,2410,10593,0.0410924,0.0427786,-0.998239
5798,0,0,0,0,3721,104,9623,2269,11892,0.0175218,-0.0764848,-0.996917
2449,0,0,0,0,1553,43,4045,1351,5396,0.0352005,-0.0903978,-0.995283
4365,0,0,0,0,2923,88,7376,2251,9627,0.018287,-0.0816489,-0.996493
4251,0,0,0,0,2812,84,7147,1702,8849,0.0227803,-0.0845793,-0.996156
4357,0,0,0,0,2890,88,7335,1901,9236,0.0145478,-0.0958084,-0.995293
5795,0,0,0,0,3924,120,9839,2044,11883,0.022986,-0.0800267,-0.996528
3117,0,0,0,0,2160,58,5335,1405,6740,0.0217205,-0.0738581,-0.997032
6079,0,0,0,0,4115,88,10282,1829,12111,0.0310613,-0.106635,-0.993813
3243,0,0,0,0,2321,62,5626,1341,6967,0.0229284,-0.0735916,-0.997025
3778,0,0,0,0,2855,78,6711,1545,8256,0.0164631,-0.074252,-0.997104
3800,0,0,0,0,2944,93,6837,1475,8312,0.00872859,-0.0607957,-0.998112
3850,0,0,0,0,3118,92,7060,1692,8752,0.0155736,-0.0789646,-0.996756
3771,0,0,0,0,3047,83,6901,1456,8357,0.0103445,-0.0882559,-0.996044
5919,0,0,0,0,4925,133,10977,2369,13346,0.00264504,-0.0965006,-0.995329
2531,0,0,0,0,2196,72,4799,1013,5812,0.0218522,-0.0789977,-0.996635
5935,0,0,0,0,5262,156,11353,1844,13197,0.00580827,-0.100658,-0.994904
4176,0,0,0,0,3843,108,8127,1679,9806,0.0103725,-0.0925526,-0.995654
4271,0,0,0,0,3886,106,8263,1673,9936,0.0137956,-0.0940885,-0.995468
4186,0,0,0,0,4100,115,8401,1592,9993,0.00932088,-0.0840375,-0.996419
5937,0,0,0,0,6127,164,12228,1768,13996,0.00686074,-0.121702,-0.992543
2815,0,0,0,0,2635,71,5521,861,6382,0.0183521,-0.127306,-0.991694
1850,0,0,0,0,1942,52,3844,604,4448,-0.000252594,-0.0792819,-0.996852
6109,0,0,0,0,6494,174,12777,1473,14250,0.00891112,-0.0749126,-0.99715
3249,0,0,0,0,3743,100,7092,1244,8336,-0.00534311,-0.0825923,-0.996569
5187,0,0,0,0,5776,159,11122,1954,13076,0.00341341,-0.100373,-0.994944
3738,0,0,0,0,4327,108,8173,1494,9667,0.00205349,-0.0633746,-0.997988
3769,0,0,0,0,4250,116,8135,1300,9435,-0.00854935,-0.0676167,-0.997675
6343,0,0,0,0,7089,205,13637,1655,15292,-0.000576151,-0.11505,-0.99336
2620,0,0,0,0,2489,68,5177,806,5983,-0.0050673,-0.0805158,-0.99674
1668,0,0,0,0,1813,46,3527,528,4055,-0.00891451,-0.0695066,-0.997542
1953,0,0,0,0,2136,55,4144,805,4949,-0.00428043,-0.0539075,-0.998537
5445,0,0,0,0,5842,165,11452,1863,13315,-0.00519549,-0.0546032,-0.998495
5736,0,0,0,0,6739,190,12665,1414,14079,-0.00889843,-0.0688623,-0.997586
2939,0,0,0,0,3219,84,6242,1197,7439,-0.0273987,-0.0807872,-0.996355
4607,0,0,0,0,4998,128,9733,2042,11775,-0.000784187,-0.0541453,-0.998533
4528,0,0,0,0,4886,126,9540,1666,11206,-0.0205524,-0.0728593,-0.99713
3568,0,0,0,0,3505,92,7165,1233,8398,-0.0041334,-0.0388819,-0.999235
6003,0,0,0,0,6410,161,12574,2375,14949,-0.0251048,-0.0592784,-0.997926
4441,0,0,0,0,3951,104,8496,1509,10005,-0.0163926,-0.10682,-0.994143
3950,0,0,0,0,3674,95,7719,1544,9263,-0.0357033,-0.155876,-0.987131
5881,0,0,0,0,5418,143,11442,2252,13694,-0.0325508,-0.196007,-0.980062
3111,0,0,0,0,2755,74,5940,1585,7525,-0.00200254,0.00472174,-0.999987
6053,0,0,0,0,5977,166,12196,2021,14217,-0.018921,-0.118788,-0.992739
2879,0,0,0,0,2079,56,5014,1183,6197,0.0105936,-0.026475,-0.999593
1826,0,0,0,0,1486,41,3353,798,4151,0.00796222,0.000375858,-0.999968
2121,0,0,0,0,1720,46,3887,1202,5089,-0.00132267,0.0119452,-0.999928
6193,0,0,0,0,4588,127,10908,3561,14469,-0.0368355,-0.0838349,-0.995799
5896,0,0,0,0,3145,83,9124,1654,10778,-0.0365035,-0.0693526,-0.996924
2480,0,0,0,0,1842,56,4378,1419,5797,-0.0267998,-0.0475274,-0.99851
4990,0,0,0,0,3081,106,8177,2805,10982,-0.0275118,-0.109815,-0.993571
4462,0,0,0,0,3015,91,7568,1914,9482,-0.0292058,-0.0907295,-0.995447
4269,0,0,0,0,2985,104,7358,2734,10092,-0.0382652,-0.15832,-0.986646
5901,0,0,0,0,3919,110,9930,3889,13819,-0.0454135,-0.154579,-0.986936
2979,0,0,0,0,1963,55,4997,1765,6762,-0.040842,-0.193471,-0.980256
6007,0,0,0,0,3726,105,9838,4065,13903,-0.0224617,-0.116975,-0.992881
5848,0,0,0,0,3791,117,9756,3112,12868,-0.0372747,-0.142247,-0.989129
2676,0,0,0,0,1693,46,4415,1360,5775,-0.0474091,-0.134676,-0.989755
5832,0,0,0,0,3779,106,9717,4120,13837,-0.0273353,-0.05401,-0.998166
4192,0,0,0,0,2556,69,6817,2831,9648,-0.0173701,-0.0243241,-0.999553
3974,0,0,0,0,2274,71,6319,3037,9356,-0.0607,-0.176555,-0.982417
5589,0,0,0,0,3154,100,8843,5162,14005,-0.0608147,-0.177246,-0.982286
3872,0,0,0,0,1944,63,5879,3239,9118,-0.0454389,-0.174375,-0.98363
2923,0,0,0,0,1587,42,4552,2439,6991,-0.0438426,-0.158387,-0.986403
5663,0,0,0,0,2380,87,8130,4418,12548,-0.0598555,-0.0850954,-0.994573
3723,0,0,0,0,1490,49,5262,3578,8840,-0.0827803,-0.103384,-0.991191
4863,0,0,0,0,1916,59,6838,3950,10788,-0.0284302,-0.157572,-0.987098
3689,0,0,0,0,1267,41,4997,2941,7938,-0.0569814,-0.19947,-0.978246
5348,0,0,0,0,1977,79,7404,5177,12581,-0.0184255,-0.307421,-0.951395
3130,0,0,0,0,958,36,4124,2455,6579,-0.0339809,-0.2209,-0.974704
1603,0,0,0,0,592,18,2213,1142,3355,-0.026284,-0.168709,-0.985315
5508,0,0,0,0,2088,72,7668,4125,11793,-0.0440771,-0.230044,-0.972182
2951,0,0,0,0,1275,38,4264,2185,6449,-0.0352148,-0.0748549,-0.996572
5472,0,0,0,0,2592,77,8141,3812,11953,-0.0372156,-0.186577,-0.981735
2998,0,0,0,0,1485,49,4532,2843,7375,-0.0491383,-0.188597,-0.980824
4202,0,0,0,0,1992,63,6257,2742,8999,-0.066828,-0.172626,-0.982718
3653,0,0,0,0,2009,61,5723,2401,8124,-0.0600807,-0.239449,-0.969048
4714,0,0,0,0,2822,83,7619,3846,11465,-0.0250771,-0.184054,-0.982596
3497,0,0,0,0,2240,66,5803,3026,8829,-0.0342822,-0.178728,-0.983301
4358,0,0,0,0,2989,83,7430,4055,11485,-0.0893016,-0.114177,-0.989439
4531,0,0,0,0,3374,92,7997,3121,11118,-0.0558748,-0.177189,-0.982589
4443,0,0,0,0,3613,105,8161,2810,10971,-0.0532122,-0.177388,-0.982701
6050,0,0,0,0,5102,150,11302,4493,15795,-0.0493828,-0.277366,-0.959494
3070,0,0,0,0,2260,66,5396,1910,7306,-0.0511979,-0.172846,-0.983617
1665,0,0,0,0,1528,42,3235,916,4151,-0.0357689,-0.151915,-0.987746
1957,0,0,0,0,1855,52,3864,1474,5338,-0.0383624,-0.169717,-0.984746
3542,0,0,0,0,3518,99,7159,2583,9742,-0.0907258,-0.160513,-0.982855
5821,0,0,0,0,5945,169,11935,2329,14264,-0.117224,-0.11529,-0.986391
3101,0,0,0,0,3381,89,6571,1914,8485,-0.110701,-0.0833432,-0.990353
6398,0,0,0,0,7198,186,13782,2466,16248,-0.0887596,-0.128495,-0.98773
3394,0,0,0,0,3974,107,7475,1568,9043,-0.0967271,-0.0972094,-0.990552
6547,0,0,0,0,6749,148,13444,1807,15251,-0.072781,-0.122961,-0.989739
2671,0,0,0,0,3154,93,5918,1228,7146,-0.0594999,-0.117662,-0.99127
6504,0,0,0,0,8549,232,15285,1990,17275,-0.078619,-0.138447,-0.987244
3303,0,0,0,0,3771,100,7174,1197,8371,0.0164449,-0.105447,-0.994289
6156,0,0,0,0,6812,195,13163,2436,15599,0.0104314,-0.123077,-0.992342
4279,0,0,0,0,4714,141,9134,1619,10753,0.00246002,-0.123902,-0.992291
4053,0,0,0,0,4301,122,8476,1831,10307,0.0252812,-0.0801386,-0.996463
6237,0,0,0,0,6253,178,12668,1824,14492,0.0266364,-0.133825,-0.990647
3272,0,0,0,0,3165,103,6540,1335,7875,0.0090222,-0.105742,-0.994353
3251,0,0,0,0,3085,96,6432,1246,7678,0.0103024,-0.127792,-0.991747
6098,0,0,0,0,5489,159,11746,1877,13623,0.0288633,-0.111208,-0.993378
4761,0,0,0,0,4146,111,9018,1300,10318,0.0334129,-0.10007,-0.994419
3248,0,0,0,0,2525,72,5845,1375,7220,0.0430956,-0.109822,-0.993017
6897,0,0,0,0,4276,122,11295,2860,14155,0.00563345,-0.124446,-0.99221
4179,0,0,0,0,2673,77,6929,2200,9129,0.0253523,-0.101925,-0.994469
3802,0,0,0,0,2415,74,6291,1683,7974,0.0469006,-0.115314,-0.992221
5482,0,0,0,0,2668,93,8243,2225,10468,0.0290115,-0.12214,-0.992089
4567,0,0,0,0,2448,71,7086,1865,8951,0.0265498,-0.126222,-0.991647
3401,0,0,0,0,1665,52,5118,1542,6660,0.043404,-0.115229,-0.99239
5794,0,0,0,0,4072,113,9979,2062,12041,0.0198164,-0.120763,-0.992484
4056,0,0,0,0,2223,70,6349,1974,8323,0.0246775,-0.107603,-0.993888
2997,0,0,0,0,1760,50,4807,1394,6201,0.033015,-0.0864653,-0.995708
5071,0,0,0,0,2757,81,7909,2365,10274,-0.016079,-0.106405,-0.994193
3576,0,0,0,0,2133,62,5771,1438,7209,-0.0221855,-0.0811037,-0.996459
4268,0,0,0,0,2653,79,7000,1782,8782,-0.0470593,-0.103978,-0.993466
4317,0,0,0,0,2782,81,7180,1600,8780,-0.0493821,-0.0923991,-0.994497
5507,0,0,0,0,4723,126,10356,1986,12342,-0.0398646,-0.0783137,-0.996131
5440,0,0,0,0,3993,122,9555,1397,10952,-0.0375266,-0.0605216,-0.997461
2935,0,0,0,0,2283,68,5286,1279,6565,-0.00320125,-0.0618361,-0.998081
6007,0,0,0,0,4636,143,10786,2496,13282,-0.0348172,-0.0900011,-0.995333
3597,0,0,0,0,2336,86,6019,1111,7130,0.0256705,-0.0508627,-0.998376
1938,0,0,0,0,1329,37,3304,737,4041,-0.0231734,-0.0878253,-0.995866
1739,0,0,0,0,1260,35,3034,670,3704,-0.0089868,-0.0699828,-0.997508
6165,0,0,0,0,4095,137,10397,3027,13424,-0.0252688,-0.0843115,-0.996119
6082,0,0,0,0,3677,89,9848,2403,12251,-0.0784754,-0.126429,-0.988867
3239,0,0,0,0,1732,54,5025,1117,6142,-0.00628998,-0.0682825,-0.997646
3594,0,0,0,0,2279,75,5948,1357,7305,0.000855807,-0.0597356,-0.998214
5778,0,0,0,0,3749,121,9648,1774,11422,-0.0285835,-0.0940297,-0.995159
3128,0,0,0,0,1978,56,5162,1280,6442,-0.0245447,-0.0933672,-0.995329
4619,0,0,0,0,3164,92,7875,1944,9819,-0.0300807,-0.0872896,-0.995729
4632,0,0,0,0,3039,87,7758,1994,9752,-0.0277797,-0.086764,-0.995842
5772,0,0,0,0,3887,136,9795,1607,11402,-0.0242135,-0.0715359,-0.997144
3017,0,0,0,0,2129,65,5211,1279,6490,-0.0308359,-0.0793131,-0.996373
5779,0,0,0,0,4060,118,9957,1639,11596,-0.0219221,-0.0683291,-0.997422
3036,0,0,0,0,2119,59,5214,1366,6580,-0.0379244,-0.0528911,-0.99788
