Downsample[ns],BuildFilTree[ns],SearchFil[ns],DeleteFil[ns],BuildTreeSub[ns],SearchSub[ns],DeleteSub[ns],PreProcTotal[ns],Plane[ns],Total[ns],nx,ny,nz
5449,0,1547,259,2009,27,144,9435,1707,11142,0.0108217,-0.0324526,-0.999415
3869,0,1113,200,1615,23,116,6936,1276,8212,0.0106985,-0.0482724,-0.998777
6090,0,1773,318,2403,46,180,10810,1822,12632,0.0108382,-0.0530105,-0.998535
4462,0,1237,244,1659,30,118,7750,1765,9515,-0.000383382,-0.0232353,-0.99973
5716,0,1649,298,2204,46,170,10083,1922,12005,0.0180628,-0.0189653,-0.999657
4226,0,1128,199,1605,27,135,7320,1608,8928,0.0241151,-0.0163932,-0.999575
4968,0,1462,272,2018,44,161,8925,2470,11395,0.029465,-0.0485874,-0.998384
5036,0,1445,272,1955,46,143,8897,2385,11282,0.0053989,-0.0405379,-0.999163
5016,0,1470,254,1963,45,145,8893,2047,10940,0.00391264,-0.0450677,-0.998976
4950,0,1399,250,1870,46,140,8655,2066,10721,-0.00658424,-0.0499752,-0.998729
6043,0,1709,307,2331,50,171,10611,2117,12728,-0.00321437,-0.0636282,-0.997968
6246,0,1687,306,2358,45,174,10816,1455,12271,-0.0263545,-0.0216925,-0.999417
3906,0,1125,196,1467,26,103,6823,1677,8500,-0.0109549,-0.0341,-0.999358
6371,0,1713,339,2364,50,179,11016,1920,12936,-0.0183921,-0.00885105,-0.999792
4221,0,1268,230,1678,24,124,7545,1783,9328,-0.00156444,-0.0251192,-0.999683
6445,0,2237,304,2596,35,166,11783,1923,13706,-0.00137645,-0.03628,-0.999341
3152,0,742,124,1015,13,70,5116,997,6113,0.00193672,-0.0353224,-0.999374
1909,0,477,84,642,10,45,3167,645,3812,0.00123803,-0.0347801,-0.999394
1811,0,536,93,719,11,61,3231,769,4000,0.00865531,-0.0377627,-0.999249
4147,0,1280,222,1755,25,125,7554,2174,9728,0.0103783,-0.0394713,-0.999167
4557,0,1315,246,1800,24,131,8073,2217,10290,0.0136028,-0.0305941,-0.999439
7164,0,1744,299,2332,33,171,11743,1951,13694,0.00438938,-0.0219116,-0.99975
3216,0,949,165,1250,16,87,5683,1580,7263,0.00280328,-0.0143624,-0.999893
6527,0,1852,361,2332,31,179,11282,2253,13535,-0.0138697,-0.0678905,-0.997596
3165,0,865,149,1190,21,90,5480,1324,6804,6.76026e-05,-0.0764562,-0.997073
4985,0,1374,271,1926,28,151,8735,1891,10626,0.00277283,-0.0417823,-0.999123
5122,0,1338,243,1814,22,151,8690,1773,10463,0.00775417,-0.0641841,-0.997908
3631,0,954,169,1315,20,90,6179,1420,7599,-0.00152549,-0.0427237,-0.999086
4538,0,1162,253,1522,28,115,7618,1846,9464,0.00477448,-0.0463385,-0.998914
4748,0,1225,261,1480,23,123,7860,1789,9649,0.00399609,-0.0584129,-0.998285
4511,0,1118,197,1456,21,103,7406,2077,9483,0.000812679,-0.0562473,-0.998417
4459,0,1074,201,1438,19,112,7303,2557,9860,0.015419,-0.0539113,-0.998427
5979,0,1291,231,1571,26,132,9230,2995,12225,0.0167383,-0.0527427,-0.998468
4004,0,718,137,927,20,83,5889,2317,8206,0.0100249,-0.0638962,-0.997906
5944,0,1349,264,1713,34,146,9450,1867,11317,0.00347337,-0.0447191,-0.998994
4171,0,906,176,1283,17,97,6650,2312,8962,0.0227656,-0.0546272,-0.998247
4061,0,836,164,1146,18,95,6320,2448,8768,0.0122597,-0.0715198,-0.997364
5489,0,1027,201,1415,24,102,8258,2036,10294,0.00824822,-0.0492491,-0.998752
5939,0,1137,210,1527,28,125,8966,2777,11743,-0.00621102,-0.0470806,-0.998872
6138,0,1116,200,1454,31,120,9059,2039,11098,-0.00641181,-0.0299435,-0.999531
3006,0,536,113,688,16,58,4417,1212,5629,0.0204876,-0.0129065,-0.999707
5924,0,1024,217,1439,26,118,8748,2272,11020,0.0251364,-0.0251925,-0.999367
3941,0,766,135,974,20,70,5906,1761,7667,0.0346869,-0.0266029,-0.999044
5773,0,1049,206,1365,31,103,8527,2421,10948,0.0235138,-0.0277613,-0.999338
5787,0,1110,201,1295,34,114,8541,2513,11054,0.0100056,-0.0881456,-0.996057
2948,0,539,75,563,11,43,4179,1126,5305,0.0363597,-0.0333702,-0.998781
1996,0,356,65,445,10,38,2910,790,3700,0.0414043,0.00302012,-0.999138
2177,0,375,68,479,11,38,3148,1058,4206,0.0286146,-0.0162977,-0.999458
5882,0,953,216,1327,25,98,8501,3002,11503,0.025463,0.0125067,-0.999598
7055,0,677,124,827,16,65,8764,1555,10319,0.026526,-0.00239911,-0.999645
2394,0,411,76,572,10,43,3506,1069,4575,0.0295937,-0.00750878,-0.999534
5953,0,1107,213,1373,31,118,8795,2729,11524,0.0324833,-0.0505071,-0.998195
4008,0,724,127,920,17,71,5867,1766,7633,0.0171247,-0.030583,-0.999386
3637,0,697,125,880,16,72,5427,2064,7491,0.0294934,0.0295642,-0.999128
4883,0,882,166,1179,55,100,7265,2364,9629,0.023851,0.0312327,-0.999228
3391,0,697,113,844,16,62,5123,2143,7266,0.0464263,-0.0132864,-0.998833
4290,0,826,187,1047,23,98,6471,2485,8956,0.030811,-0.0107311,-0.999468
5926,0,1200,223,1473,26,132,8980,2988,11968,0.0451384,0.0270812,-0.998614
4186,0,855,153,1085,17,90,6386,2567,8953,0.00595303,-0.0241632,-0.99969
7083,0,1258,259,1663,28,134,10425,2762,13187,-0.0049492,-0.0681608,-0.997662
5937,0,1202,231,1663,35,137,9205,1914,11119,0.00327934,-0.0500152,-0.998743
3163,0,656,115,915,17,64,4930,1801,6731,0.0106949,-0.0121186,-0.999869
4846,0,1113,207,1334,30,106,7636,2896,10532,0.0152298,-0.0262453,-0.99954
4934,0,1026,193,1316,30,110,7609,2675,10284,0.0189163,-0.0386152,-0.999075
5988,0,1232,220,1656,56,141,9293,2511,11804,-0.00379181,-0.0839932,-0.996459
3095,0,618,132,843,17,67,4772,1696,6468,0.00924781,-0.0522388,-0.998592
5943,0,1195,278,1521,42,125,9104,2531,11635,0.0122588,-0.0683342,-0.997587
5842,0,1316,255,1579,43,120,9155,2841,11996,0.0200158,-0.0631917,-0.997801
3042,0,586,106,788,15,61,4598,1750,6348,0.0197914,-0.0629897,-0.997818
5822,0,1159,233,1414,34,124,8786,2926,11712,0.0139473,-0.0678318,-0.997599
4010,0,810,137,932,17,88,5994,2061,8055,0.0182616,-0.0663098,-0.997632
5265,0,1010,191,1296,28,104,7894,2420,10314,0.0160852,-0.0174419,-0.999718
3667,0,663,132,856,23,73,5414,1509,6923,0.016468,-0.0553776,-0.99833
3660,0,652,141,849,25,72,5399,1678,7077,0.0112792,-0.0789786,-0.996813
5783,0,1085,198,1370,31,114,8581,1702,10283,0.0157165,-0.0342836,-0.999289
4031,0,721,124,904,24,69,5873,1518,7391,0.0355514,-0.0307621,-0.998894
3940,0,712,136,944,29,73,5834,1841,7675,0.0239866,-0.0613425,-0.997829
5176,0,837,177,1104,42,99,7435,1880,9315,0.0269626,-0.111649,-0.993382
3876,0,693,132,802,30,72,5605,1749,7354,0.0114692,-0.0491796,-0.998724
5872,0,1008,207,1289,45,120,8541,1679,10220,0.0287865,-0.0560342,-0.998014
3085,0,537,100,652,20,51,4445,1371,5816,0.0188757,-0.03139,-0.999329
5849,0,938,177,1303,46,113,8426,1660,10086,0.0256813,-0.0789484,-0.996548
5855,0,918,182,1306,35,99,8395,2284,10679,0.0223522,-0.0849396,-0.996135
3083,0,536,107,678,18,59,4481,1270,5751,0.0239629,-0.0515053,-0.998385
5868,0,972,181,1312,29,102,8464,3310,11774,0.00687125,-0.0685849,-0.997622
5879,0,1066,216,1368,38,117,8684,1488,10172,0.0205771,-0.0396224,-0.999003
4038,0,771,147,1001,20,75,6052,1572,7624,0.0220455,-0.0395842,-0.998973
3984,0,804,137,1007,23,77,6032,1572,7604,0.0259529,-0.0276938,-0.999279
5896,0,1433,235,1458,29,114,9165,1500,10665,0.0254137,-0.0566121,-0.998073
3021,0,625,109,795,15,61,4626,1148,5774,0.0201738,-0.0432538,-0.99886
5868,0,1223,237,1571,29,128,9056,2576,11632,0.0178209,-0.0660299,-0.997658
4035,0,868,183,1131,20,95,6332,1635,7967,0.00966867,-0.0899783,-0.995897
4790,0,1103,188,1357,28,103,7569,1705,9274,0.0139496,-0.0440054,-0.998934
5903,0,1752,263,1971,37,155,10081,2136,12217,0.0291958,-0.0496016,-0.998342
4098,0,966,207,1296,23,107,6697,1517,8214,0.0156048,-0.0878929,-0.996008
3159,0,741,130,957,19,72,5078,1312,6390,0.0154029,-0.0795818,-0.996709
6068,0,1866,372,2195,32,161,10694,2467,13161,0.0189395,-0.0806715,-0.996561
6325,0,1558,302,2135,35,179,10534,2127,12661,-0.00425292,-0.108043,-0.994137
5990,0,1642,322,2107,34,166,10261,2314,12575,-0.000264217,-0.0929641,-0.995669
3215,0,810,140,939,19,74,5197,1185,6382,0.00549744,-0.131291,-0.991329
1885,0,551,92,721,10,53,3312,826,4138,0.0093307,-0.0519395,-0.998607
2634,0,743,150,1004,11,70,4612,1833,6445,0.00362898,-0.0533116,-0.998571
6084,0,1689,298,2318,26,167,10582,2858,13440,-0.0148841,-0.089319,-0.995892
3139,0,928,177,1691,14,115,6064,1405,7469,-0.00442452,-0.0332449,-0.999437
6015,0,1786,313,2383,24,173,10694,2302,12996,0.00214972,-0.0658324,-0.997828
3195,0,939,165,1250,14,90,5653,2003,7656,-0.0149435,-0.0540832,-0.998425
6501,0,1745,307,2348,27,171,11099,2721,13820,0.00150905,-0.085323,-0.996352
5366,0,1171,203,1597,18,130,8485,1642,10127,0.0163783,-0.091633,-0.995658
2554,0,626,113,823,9,67,4192,1171,5363,-0.00138918,-0.0576533,-0.998336
2159,0,669,117,853,11,67,3876,1078,4954,0.010624,-0.038853,-0.999188
6026,0,1729,328,2235,31,188,10537,2743,13280,0.00872363,-0.066289,-0.997762
5968,0,1690,309,2183,25,163,10338,2308,12646,-0.000255525,-0.0840779,-0.996459
5495,0,1537,282,2060,29,154,9557,2816,12373,0.0103088,-0.0524955,-0.998568
3853,0,1081,186,1502,18,105,6745,1972,8717,-0.0297287,-0.0422342,-0.998665
4897,0,1418,253,1891,23,136,8618,2736,11354,0.0327334,-0.0948567,-0.994953
3772,0,989,173,1248,16,91,6289,2713,9002,0.00882656,-0.0897248,-0.995927
5896,0,1602,290,2104,33,159,10084,4409,14493,-0.0150473,-0.0563163,-0.9983
4280,0,1027,189,1330,22,115,6963,3175,10138,-0.0143165,-0.0557269,-0.998343
5933,0,1769,268,2041,29,143,10183,5084,15267,0.00234821,-0.0461822,-0.99893
3190,0,735,129,947,13,73,5087,3088,8175,-0.00921283,-0.0477311,-0.998818
3348,0,713,126,910,13,70,5180,3211,8391,-0.000640746,-0.04911,-0.998793
5947,0,1380,282,1646,30,132,9417,6004,15421,-0.032425,-0.112903,-0.993077
2575,0,546,96,719,12,53,4001,2429,6430,-0.0165617,-0.117437,-0.992942
1554,0,416,85,559,9,36,2659,1889,4548,-0.00319092,-0.0954199,-0.995432
1949,0,414,73,507,9,40,2992,1458,4450,-0.00480096,-0.0724777,-0.997358
6004,0,1143,245,1406,40,124,8962,5643,14605,-0.00847033,-0.127882,-0.991753
3883,0,751,175,1015,19,77,5920,4650,10570,-0.0178011,-0.126183,-0.991847
2936,0,577,102,706,14,55,4390,4422,8812,-0.0229873,-0.162445,-0.98645
5960,0,1133,217,1401,27,107,8845,5242,14087,-0.0287158,-0.21438,-0.976328
4027,0,746,131,924,26,72,5926,3488,9414,-0.00594417,-0.135171,-0.990804
3047,0,583,98,704,15,56,4503,3030,7533,-0.0155106,-0.15787,-0.987338
4814,0,872,152,1088,22,83,7031,3521,10552,-0.0166455,-0.193361,-0.980986
4728,0,886,163,1052,23,81,6933,3719,10652,-0.0236278,-0.181821,-0.983048
4834,0,774,187,1072,25,94,6986,3241,10227,-0.0138883,-0.148068,-0.98888
2730,0,477,85,596,13,46,3947,2335,6282,-0.0108712,-0.130984,-0.991325
5143,0,906,158,1191,26,90,7514,6374,13888,-0.0176192,-0.194209,-0.980802
5152,0,943,159,1113,21,88,7476,5388,12864,-0.0276891,-0.197166,-0.979979
2329,0,391,78,495,14,42,3349,2178,5527,-0.0344175,-0.252103,-0.967088
5806,0,916,166,1138,29,99,8154,6733,14887,-0.0180319,-0.18203,-0.983128
3963,0,579,118,673,21,77,5431,4070,9501,-0.0249188,-0.11136,-0.993468
5693,0,786,186,987,29,86,7767,6153,13920,-0.0333289,-0.214764,-0.976097
2949,0,371,73,469,13,44,3919,2491,6410,-0.0450158,-0.240779,-0.969535
5498,0,645,121,734,27,67,7092,6021,13113,-0.0136043,-0.243719,-0.96975
2815,0,312,60,454,20,33,3694,2501,6195,-0.0154417,-0.286234,-0.958035
5646,0,597,111,698,23,66,7141,7898,15039,-0.0171493,-0.249159,-0.968311
2311,0,248,44,273,12,24,2912,3571,6483,-0.0140814,-0.262521,-0.964824
5420,0,517,103,647,28,57,6772,7120,13892,-0.0180768,-0.344151,-0.93874
2935,0,268,52,315,11,23,3604,2175,5779,-0.0142458,-0.316681,-0.948425
1628,0,159,31,173,9,16,2016,1937,3953,-0.000999845,-0.204734,-0.978817
1659,0,171,33,182,8,17,2070,1408,3478,-0.0166121,-0.280029,-0.959848
5550,0,880,153,798,30,68,7479,3783,11262,-0.0107744,-0.228815,-0.97341
4975,0,538,109,579,22,59,6282,1746,8028,0.00679696,-0.214298,-0.976745
2398,0,303,59,383,14,35,3192,1245,4437,-0.00809922,-0.210639,-0.97753
5544,0,908,156,997,33,97,7735,2996,10731,-0.039386,-0.266814,-0.962943
5667,0,933,179,993,26,96,7894,1981,9875,-0.0251312,-0.201426,-0.979181
2975,0,457,92,560,14,47,4145,1905,6050,0.0136277,-0.161755,-0.986737
4853,0,786,147,907,22,78,6793,1964,8757,-0.0203235,-0.234892,-0.971809
5131,0,827,155,1056,31,102,7302,2732,10034,0.0195592,-0.249636,-0.968142
4851,0,1024,209,1138,50,106,7378,2271,9649,0.00535595,-0.218145,-0.975902
5927,0,1250,234,1020,31,89,8551,2057,10608,-0.0167863,-0.180837,-0.98337
5923,0,1312,246,1649,43,139,9312,3409,12721,0.0156665,-0.259475,-0.965623
3787,0,832,138,933,24,72,5786,1532,7318,0.0492532,-0.251221,-0.966676
2179,0,542,90,666,14,50,3541,1229,4770,0.0122994,-0.154267,-0.987953
6101,0,1604,260,1959,25,148,10097,3254,13351,0.0081686,-0.153689,-0.988085
4337,0,1160,191,1467,18,108,7281,2126,9407,0.0141167,-0.151656,-0.988333
6249,0,1672,290,2214,38,187,10650,2597,13247,0.0143679,-0.165567,-0.986094
3286,0,934,157,1228,13,89,5707,3543,9250,0.00996598,-0.101576,-0.994778
6302,0,1823,349,2416,26,175,11091,3549,14640,0.0185847,-0.127316,-0.991688
3313,0,984,168,1327,16,94,5902,4429,10331,0.0131512,-0.109931,-0.993852
6286,0,1875,388,2618,27,199,11393,15911,27304,-0.148819,-0.0498747,-0.987606
2197,0,594,103,779,8,63,3744,5670,9414,0.263253,0.460834,-0.847543
1761,0,557,97,710,9,54,3188,2972,6160,-0.170866,-0.0400385,-0.98448
6282,0,1941,363,2390,52,177,11205,13244,24449,-0.243551,-0.0367179,-0.969193
3245,0,941,163,1264,15,96,5724,11059,16783,0.185552,0.57444,-0.797239
1686,0,493,83,622,9,50,2943,2144,5087,-0.342229,-0.00500157,-0.939603
3954,0,1328,247,1706,23,154,7412,8730,16142,-0.376613,-0.132966,-0.916778
4597,0,1300,249,1637,27,134,7944,11359,19303,0.26058,0.42707,-0.865857
2272,0,631,130,783,12,63,3891,2426,6317,0.00432283,-0.0960693,-0.995365
4513,0,1166,197,1507,26,108,7517,6485,14002,-0.231181,-0.318803,-0.919195
4619,0,1141,199,1416,23,121,7519,8184,15703,-0.152281,-0.386238,-0.909742
6135,0,1374,269,1893,36,157,9864,8891,18755,-0.173359,-0.607464,-0.7752
2167,0,432,77,554,13,42,3285,5647,8932,-0.0810722,-0.397175,-0.914155
2653,0,493,101,657,16,54,3974,4133,8107,0.0582206,-0.0444021,-0.997316
4874,0,876,179,1022,23,97,7071,2325,9396,0.0293625,-0.0970933,-0.994842
4326,0,648,125,792,25,69,5985,2601,8586,0.0473178,-0.0362351,-0.998222
5770,0,864,155,1048,28,86,7951,4644,12595,0.0364659,-0.0391959,-0.998566
4008,0,592,116,679,29,62,5486,3957,9443,0.0520631,-0.0238828,-0.998358
4092,0,571,101,682,19,56,5521,2179,7700,0.0589865,0.0073047,-0.998232
3977,0,586,108,702,52,67,5492,2499,7991,0.066351,-0.00374711,-0.997789
3731,0,558,108,705,22,57,5181,3003,8184,0.0286346,-0.0396499,-0.998803
5692,0,895,166,1128,33,98,8012,3439,11451,0.0195064,-0.0525239,-0.998429
6150,0,985,210,1038,18,63,8464,2791,11255,0.10494,0.075775,-0.991588
2500,0,427,74,511,12,40,3564,1553,5117,0.0188347,-0.0429332,-0.9989
4330,0,785,128,876,19,72,6210,3273,9483,0.0408916,-0.0194975,-0.998973
4439,0,777,135,949,22,73,6395,3518,9913,0.0173248,-0.032559,-0.99932
6042,0,1097,194,1403,29,110,8875,2364,11239,0.0193186,-0.0347733,-0.999208
4195,0,840,145,1021,22,80,6303,2395,8698,0.0584349,0.0114828,-0.998225
5541,0,1074,190,1394,28,107,8334,3590,11924,0.108802,0.0509415,-0.992757
6006,0,1283,247,1555,27,134,9252,4428,13680,0.0156469,-0.0398119,-0.999085
3727,0,620,132,851,12,56,5398,2483,7881,0.021056,-0.033131,-0.999229
1803,0,316,61,407,8,35,2630,1144,3774,0.0460557,-0.011671,-0.998871
1695,0,318,58,389,9,32,2501,1439,3940,0.0226854,-0.038043,-0.999019
5631,0,1122,202,1266,24,100,8345,4125,12470,0.057579,-0.0146453,-0.998234
5242,0,923,195,1210,23,106,7699,3466,11165,-0.0257046,-0.059752,-0.997882
5862,0,1037,202,1226,19,73,8419,2719,11138,0.0309851,-0.0415759,-0.998655
3085,0,526,97,645,15,54,4422,1629,6051,0.0209178,-0.0374819,-0.999078
5925,0,1026,213,1270,36,118,8588,3929,12517,0.00289622,-0.0628919,-0.998016
5703,0,996,185,1240,28,102,8254,2152,10406,0.0281723,-0.0453979,-0.998572
3905,0,669,126,847,20,74,5641,2628,8269,-0.000103557,-0.0810528,-0.99671
5789,0,1033,211,1254,28,119,8434,5284,13718,0.0344068,-0.0402594,-0.998597
4001,0,692,128,894,19,73,5807,2624,8431,-0.0169981,-0.0625731,-0.997896
4831,0,912,161,1159,29,107,7199,2533,9732,-0.0352926,-0.0755603,-0.996516
5879,0,1094,216,1342,29,128,8688,2477,11165,0.00838366,-0.0427969,-0.999049
4431,0,788,137,922,21,77,6376,2525,8901,-0.0406616,-0.0841887,-0.99562
3706,0,678,167,860,17,71,5499,1964,7463,-0.0220138,-0.0643235,-0.997686
5701,0,784,136,970,16,77,7684,1388,9072,0.00292178,-0.0408724,-0.99916
2905,0,591,103,741,12,63,4415,1638,6053,-0.0349909,-0.0709569,-0.996865
