Downsample[ns],BuildFilTree[ns],SearchFil[ns],DeleteFil[ns],BuildTreeSub[ns],SearchSub[ns],DeleteSub[ns],PreProcTotal[ns],Plane[ns],Total[ns],nx,ny,nz
3090,0,945,114,949,53,72,5223,965,6188,0.00751356,-0.0390316,-0.99921
3102,0,881,155,1152,39,97,5426,1035,6461,0.00435189,-0.0383734,-0.999254
6471,0,1881,341,2365,76,202,11336,1659,12995,0.0020375,-0.0324427,-0.999472
3254,0,955,156,1244,39,88,5736,1153,6889,0.002466,-0.0436902,-0.999042
3894,0,1124,187,1469,54,108,6836,1316,8152,0.00834011,-0.0405555,-0.999142
7087,0,1861,328,2253,99,184,11812,2077,13889,0.00380066,-0.0349439,-0.999382
4456,0,1298,246,1734,60,133,7927,1338,9265,0.00433654,-0.0252793,-0.999671
3294,0,1239,205,1297,70,100,6205,1229,7434,0.0111355,-0.0376332,-0.99923
3295,0,930,155,1321,39,92,5832,1099,6931,0.017472,-0.036433,-0.999183
5282,0,1514,257,2024,64,174,9315,1876,11191,0.0208708,-0.0353747,-0.999156
5123,0,1503,286,1917,90,166,9085,1290,10375,0.0292014,-0.0462815,-0.998502
2988,0,869,144,1180,44,85,5310,1038,6348,0.0142942,-0.0666084,-0.997677
6518,0,1794,324,2399,93,170,11298,1424,12722,-0.0121737,-0.0947193,-0.99543
3304,0,925,163,1171,52,115,5730,1154,6884,-0.0193467,-0.0606925,-0.997969
3563,0,1021,172,1398,41,117,6312,1281,7593,-0.00750661,-0.0180224,-0.999809
6091,0,1565,269,2210,73,185,10393,2122,12515,-0.00766212,-0.00013668,-0.999971
6161,0,1623,279,2194,65,169,10491,2199,12690,-0.00911164,-0.0127711,-0.999877
3215,0,892,159,1183,48,91,5588,1134,6722,0.00167281,-0.0156201,-0.999877
3248,0,930,178,1212,40,96,5704,1117,6821,0.000537209,-0.0327625,-0.999463
3882,0,1132,202,1574,60,114,6964,2123,9087,0.000685903,-0.0460514,-0.998939
4921,0,1410,260,1932,109,145,8777,1862,10639,-0.000106666,-0.0473257,-0.99888
6179,0,1790,297,2398,103,171,10938,1465,12403,0.00960953,-0.0288973,-0.999536
4319,0,1251,223,1716,63,132,7704,1554,9258,0.0120107,-0.0111339,-0.999866
5068,0,1487,320,2046,84,161,9166,2407,11573,0.023944,-0.0161783,-0.999582
6167,0,1866,311,2402,101,205,11052,2442,13494,0.00976679,-0.0318487,-0.999445
3211,0,1018,157,1224,51,87,5748,1833,7581,0.00912106,-0.0466297,-0.998871
3230,0,998,172,1278,67,94,5839,1580,7419,0.00037321,-0.0339,-0.999425
6069,0,1782,308,2320,148,191,10818,2118,12936,-0.00705704,-0.051689,-0.998638
4165,0,1227,200,1587,72,111,7362,1480,8842,-0.00780343,-0.0531691,-0.998555
4256,0,1180,198,1651,58,131,7474,1859,9333,-0.00693001,-0.0275281,-0.999597
5405,0,1608,284,2093,77,169,9636,2023,11659,-0.009102,-0.0356473,-0.999323
3953,0,1146,206,1515,54,119,6993,1375,8368,-0.0100305,-0.0355339,-0.999318
3911,0,1102,196,1607,84,112,7012,1612,8624,0.00231329,-0.0315265,-0.9995
6082,0,1707,320,2429,121,190,10849,2197,13046,0.00188288,-0.0336775,-0.999431
3560,0,937,181,1257,45,92,6072,927,6999,0.0016521,-0.0387219,-0.999249
2195,0,634,107,856,35,68,3895,821,4716,0.00441078,-0.0477157,-0.998851
2117,0,618,113,829,31,61,3769,731,4500,0.00410813,-0.025103,-0.999676
6228,0,1736,358,2347,77,176,10922,2006,12928,0.0112915,-0.04697,-0.998832
6567,0,1837,295,1676,82,113,10570,1346,11916,0.00771985,-0.0314629,-0.999475
2639,0,763,121,997,35,70,4625,955,5580,0.0031328,-0.0225874,-0.99974
6244,0,1780,331,2302,78,194,10929,1947,12876,-0.012658,-0.0486856,-0.998734
4337,0,1210,218,1658,73,124,7620,1602,9222,-0.0102702,-0.0288264,-0.999532
3285,0,904,162,1266,51,90,5758,1114,6872,0.00210755,-0.0629007,-0.998018
4026,0,1087,191,1446,65,149,6964,1471,8435,0.00439759,-0.0663781,-0.997785
4004,0,1086,191,1369,50,112,6812,1034,7846,0.00793794,-0.0594457,-0.9982
3392,0,803,152,1139,57,85,5628,1052,6680,0.00307689,-0.0611435,-0.998124
3679,0,932,157,1249,60,93,6170,1321,7491,-0.00229919,-0.0512285,-0.998684
6203,0,1538,287,2039,109,185,10361,1435,11796,0.00216728,-0.0669843,-0.997752
3232,0,781,138,1012,49,78,5290,1112,6402,-0.00412705,-0.0580922,-0.998303
6162,0,1466,279,1986,87,159,10139,1509,11648,0.00742597,-0.0567478,-0.998361
3195,0,657,120,843,46,67,4928,1192,6120,0.00446953,-0.0583125,-0.998288
4197,0,684,129,857,59,72,5998,1551,7549,0.00472895,-0.0459584,-0.998932
6273,0,1310,258,1698,69,91,9699,1881,11580,0.00500512,-0.0542827,-0.998513
6369,0,1446,230,1453,47,101,9646,1524,11170,0.014426,-0.0522134,-0.998532
3245,0,721,114,954,36,65,5135,1141,6276,0.0125202,-0.0541374,-0.998455
6429,0,1243,237,1552,72,128,9661,1430,11091,0.0061232,-0.0538226,-0.998532
2527,0,482,82,601,30,55,3777,908,4685,0.00196086,-0.0388374,-0.999244
3556,0,646,138,836,76,64,5316,1442,6758,0.00567429,-0.0253898,-0.999662
6265,0,1085,230,1389,64,110,9143,2296,11439,0.00663058,-0.0496146,-0.998746
4125,0,779,128,942,46,92,6112,1164,7276,0.00892082,-0.0551167,-0.99844
2486,0,452,77,559,32,64,3670,1007,4677,0.0114293,-0.0399502,-0.999136
6618,0,1024,216,1363,75,105,9401,2374,11775,0.0161637,-0.0376615,-0.99916
5786,0,988,188,1290,79,102,8433,2604,11037,0.0334014,-0.0790224,-0.996313
3106,0,494,92,639,32,50,4413,1052,5465,0.0229205,-0.0866916,-0.995971
1816,0,296,52,395,20,30,2609,805,3414,0.0237798,-0.0440087,-0.998748
5674,0,964,177,1292,69,99,8275,2115,10390,0.0137536,-0.040213,-0.999096
3850,0,635,121,878,48,82,5614,2271,7885,0.0246932,-0.055547,-0.998151
5543,0,998,200,1330,54,111,8236,3055,11291,0.0181622,-0.0870757,-0.996036
5948,0,969,182,987,38,72,8196,2037,10233,0.0269725,-0.0551594,-0.998113
3004,0,546,98,670,39,54,4411,1687,6098,0.0195951,-0.0562882,-0.998222
5647,0,983,249,1352,72,126,8429,3373,11802,-0.000511278,-0.0560879,-0.998426
5700,0,994,212,1453,78,124,8561,2459,11020,0.0131318,-0.0335345,-0.999351
3024,0,562,100,709,32,61,4488,1948,6436,0.00520448,-0.0692538,-0.997585
5923,0,1056,204,1324,60,109,8676,3909,12585,0.00609763,-0.0680083,-0.997666
5883,0,1095,207,1416,63,132,8796,2862,11658,0.0199748,-0.0215618,-0.999568
5832,0,1115,198,1414,61,112,8732,3705,12437,0.00316862,-0.0896343,-0.99597
3118,0,618,107,855,32,61,4791,2765,7556,-0.0105614,-0.0608865,-0.998089
5827,0,1260,211,1659,64,123,9144,3591,12735,-0.0236166,-0.0826983,-0.996295
3071,0,652,122,826,39,67,4777,2365,7142,0.00129112,-0.0737079,-0.997279
5864,0,1195,240,1672,68,128,9167,4897,14064,-0.0124653,-0.0997949,-0.99493
3087,0,689,140,872,37,79,4904,2831,7735,0.00344542,-0.0783124,-0.996923
5920,0,1312,236,1616,66,150,9300,4882,14182,0.0103697,-0.0638909,-0.997903
3965,0,823,146,1091,48,81,6154,3046,9200,0.00744582,-0.0799735,-0.996769
4716,0,952,194,1340,57,100,7359,4146,11505,0.00913055,-0.0846846,-0.996366
5796,0,1194,244,1585,93,134,9046,3469,12515,0.0228318,-0.0339709,-0.999162
3554,0,833,148,969,45,75,5624,2024,7648,0.0236539,-0.0799499,-0.996518
3071,0,625,107,849,53,72,4777,2155,6932,0.016542,-0.0914035,-0.995677
5870,0,1175,212,1519,64,120,8960,4616,13576,-0.00120823,-0.0859116,-0.996302
3977,0,780,148,1014,59,83,6061,2448,8509,0.000684532,-0.0943754,-0.995536
4674,0,876,171,1094,67,97,6979,2724,9703,0.0070706,-0.0808768,-0.996699
4948,0,885,172,1213,64,91,7373,4409,11782,0.0141773,-0.0613341,-0.998017
3366,0,603,111,770,53,62,4965,2634,7599,0.0173081,-0.0178091,-0.999692
5884,0,958,183,1313,104,106,8548,4232,12780,0.0226908,-0.102722,-0.994451
2978,0,523,114,640,55,58,4368,2055,6423,0.0132826,-0.0998236,-0.994916
6020,0,941,178,1241,95,100,8575,4516,13091,0.000428471,-0.113739,-0.993511
2930,0,492,89,618,50,49,4228,3435,7663,0.00652081,-0.0228167,-0.999718
5814,0,991,171,1171,101,106,8354,5454,13808,0.0244929,-0.0682251,-0.997369
4316,0,667,130,866,81,79,6139,4172,10311,0.0171808,-0.0859636,-0.99615
5039,0,928,153,1112,87,88,7407,6968,14375,0.0388529,-0.0391392,-0.998478
5844,0,881,152,1132,89,89,8187,2695,10882,0.0224605,-0.0920353,-0.995502
2810,0,495,87,644,47,50,4133,3259,7392,0.0180472,-0.088696,-0.995895
3133,0,518,92,710,59,52,4564,2462,7026,0.0154531,-0.0999259,-0.994875
3661,0,571,114,881,53,83,5363,2129,7492,0.00565611,-0.101215,-0.994848
5180,0,936,185,1020,63,86,7470,2441,9911,0.0276383,-0.0821161,-0.996239
4552,0,885,153,1091,58,92,6831,3360,10191,0.0281691,-0.0375357,-0.998898
4441,0,914,147,1120,65,84,6771,2759,9530,0.0266775,-0.06823,-0.997313
3401,0,693,114,870,68,74,5220,2011,7231,0.0171041,-0.059994,-0.998052
4082,0,887,183,1060,58,101,6371,2435,8806,0.0210808,-0.0563936,-0.998186
4111,0,876,161,1140,58,101,6447,2123,8570,0.016227,-0.0575824,-0.998209
2542,0,553,94,698,31,60,3978,1363,5341,0.0118518,-0.090695,-0.995808
6097,0,1360,268,1888,90,151,9854,2281,12135,-0.00319333,-0.0941142,-0.995556
4267,0,949,158,1266,96,92,6828,1832,8660,-0.00342396,-0.09222,-0.995733
6186,0,1433,291,1909,115,140,10074,2106,12180,0.000964287,-0.0446813,-0.999001
3222,0,817,147,985,56,75,5302,1430,6732,0.0118695,-0.0953624,-0.995372
6060,0,1494,303,2042,115,164,10178,2750,12928,-0.00111519,-0.0435545,-0.99905
5632,0,1046,181,1426,54,122,8461,1516,9977,-0.0144011,-0.107743,-0.994074
5979,0,1632,307,2149,77,173,10317,2778,13095,0.00611267,-0.141502,-0.989919
3180,0,857,168,1336,62,84,5687,1104,6791,0.00886413,-0.116798,-0.993116
1863,0,536,103,675,15,48,3240,619,3859,0.0061702,-0.0761602,-0.997077
2291,0,651,119,891,30,68,4050,871,4921,0.0145976,-0.0489333,-0.998695
6284,0,1683,400,2405,68,186,11026,1895,12921,-0.0163228,-0.0812824,-0.996557
4130,0,1259,253,2181,45,133,8001,1678,9679,-0.0015375,-0.0705434,-0.997508
3859,0,1162,196,1614,30,129,6990,1506,8496,-0.00303653,-0.0525884,-0.998612
6016,0,1826,332,2519,50,200,10943,1581,12524,0.00109671,-0.0532465,-0.998581
6087,0,1852,354,2390,56,201,10940,2366,13306,0.0122708,-0.110736,-0.993774
3866,0,954,169,1233,31,99,6352,1029,7381,-0.00082602,-0.0894602,-0.99599
1909,0,552,100,719,15,51,3346,714,4060,-0.00817846,-0.0537016,-0.998524
6157,0,1814,330,2095,45,137,10578,1654,12232,-0.00793297,-0.0627453,-0.997998
6476,0,1875,371,2147,58,170,11097,2319,13416,0.00236492,-0.048801,-0.998806
6065,0,1628,201,1546,37,138,9615,1378,10993,0.0131084,-0.0493628,-0.998695
2528,0,726,124,921,30,77,4406,1042,5448,-0.0039453,-0.0593318,-0.998231
6039,0,1767,326,2269,49,166,10616,1887,12503,-0.0290793,-0.0603329,-0.997755
4248,0,1173,200,1521,37,110,7289,1767,9056,-0.0280162,-0.0546797,-0.998111
5465,0,1594,244,1952,52,145,9452,2383,11835,-0.0169508,-0.0444541,-0.998868
5335,0,1416,256,1877,81,151,9116,1847,10963,-0.0157936,-0.0565805,-0.998273
2927,0,753,135,973,47,84,4919,1598,6517,-0.00747436,-0.00984937,-0.999924
5950,0,1562,259,1913,60,154,9898,2978,12876,-0.00499886,-0.0494299,-0.998765
5300,0,1367,270,1651,63,127,8778,4671,13449,-0.000433211,-0.0391418,-0.999234
3965,0,976,160,1262,35,88,6486,4587,11073,0.0134981,-0.0308643,-0.999432
6877,0,1386,267,1265,34,99,9928,3595,13523,0.00277184,-0.0570693,-0.998366
2613,0,507,81,598,23,46,3868,2186,6054,-0.0256479,-0.0468163,-0.998574
1615,0,368,65,472,22,37,2579,2108,4687,0.0205132,-0.0752319,-0.996955
1730,0,390,63,465,15,58,2721,4006,6727,-0.0086192,-0.0209164,-0.999744
5861,0,1217,254,1426,58,125,8941,9857,18798,-0.0167828,-0.08133,-0.996546
2446,0,492,85,599,21,49,3692,6996,10688,-0.0281547,-0.0752854,-0.996764
1783,0,342,62,459,15,35,2696,3763,6459,-0.0313641,-0.151372,-0.987979
2633,0,542,101,625,22,70,3993,7522,11515,-0.0273755,-0.118644,-0.992559
3073,0,578,130,963,41,70,4855,11021,15876,-0.0135657,-0.0488792,-0.998713
2472,0,436,101,558,33,45,3645,7150,10795,-0.0871521,-0.763289,-0.640151
2809,0,521,86,608,23,48,4095,8967,13062,-0.0173807,-0.190775,-0.98148
4076,0,738,135,975,35,73,6032,7520,13552,-0.014717,-0.149866,-0.988597
4191,0,772,124,942,41,73,6143,9644,15787,-0.192132,-0.818857,-0.540886
1835,0,316,54,377,15,30,2627,9913,12540,-0.0540758,-0.89364,-0.445514
1534,0,294,57,355,20,31,2291,9795,12086,-0.144606,-0.924465,-0.352779
4238,0,704,126,875,42,84,6069,17302,23371,-0.0808805,-0.879066,-0.469789
2152,0,354,68,433,19,41,3067,11017,14084,-0.0520396,-0.339934,-0.939009
1660,0,251,47,302,15,29,2304,3723,6027,-0.0271314,-0.179784,-0.983332
3836,0,540,112,651,45,64,5248,16917,22165,-0.061149,-0.241416,-0.968493
2241,0,317,60,383,22,38,3061,14551,17612,-0.055604,-0.222473,-0.973352
1466,0,249,42,286,20,26,2089,-1,-1,-1,-1,-1
1588,0,187,58,215,16,22,2086,-1,-1,-1,-1,-1
1923,0,223,43,241,31,22,2483,-1,-1,-1,-1,-1
1898,0,201,39,230,21,26,2415,-1,-1,-1,-1,-1
1644,0,171,33,192,27,22,2089,-1,-1,-1,-1,-1
5557,0,512,123,609,83,68,6952,-1,-1,-1,-1,-1
2312,0,167,35,207,28,23,2772,-1,-1,-1,-1,-1
1300,0,114,23,145,13,15,1610,3782,5392,-0.022214,-0.239693,-0.970595
1183,0,183,34,184,16,13,1613,2702,4315,0.00369629,-0.273416,-0.961889
2127,0,239,45,276,29,29,2745,5531,8276,-0.00312726,-0.106763,-0.99428
5500,0,675,143,869,68,94,7349,11062,18411,-0.0353498,-0.312195,-0.94936
2958,0,391,71,460,35,40,3955,4245,8200,-0.0161711,-0.141514,-0.989804
3081,0,418,97,550,52,52,4250,3139,7389,0.0196615,-0.215446,-0.976318
3575,0,578,104,645,55,62,5019,2981,8000,-0.00277594,-0.200514,-0.979687
5728,0,873,164,1111,70,93,8039,2858,10897,-0.0201066,-0.209602,-0.97758
3072,0,539,115,619,36,58,4439,2138,6577,-0.020862,-0.197947,-0.979991
6140,0,1075,218,1207,85,121,8846,2753,11599,-0.0191562,-0.153548,-0.987955
3091,0,630,106,741,48,67,4683,1567,6250,-0.0191857,-0.179976,-0.983484
5897,0,1278,227,1572,91,123,9188,2902,12090,-0.0269415,-0.232598,-0.9722
5835,0,1367,227,1625,88,134,9276,2802,12078,0.00491304,-0.202529,-0.979264
3426,0,756,141,932,57,79,5391,1109,6500,0.0130096,-0.195556,-0.980606
6088,0,1016,173,1323,68,104,8772,1365,10137,-0.0127716,-0.156689,-0.987565
2615,0,679,112,862,24,68,4360,980,5340,0.00325295,-0.158226,-0.987398
6144,0,1661,294,2026,82,163,10370,2883,13253,0.0113125,-0.143472,-0.98959
6244,0,1644,211,1499,81,114,9793,1573,11366,0.00848367,-0.140301,-0.990073
2826,0,757,130,974,31,72,4790,1344,6134,0.00611995,-0.116335,-0.993191
6236,0,1891,331,2470,66,187,11181,2298,13479,0.0107723,-0.122485,-0.992412
6373,0,1917,343,2003,50,135,10821,2319,13140,0.0064437,-0.117133,-0.993095
2630,0,826,148,1076,30,80,4790,2206,6996,0.0137042,-0.117438,-0.992986
6251,0,1933,344,2484,69,211,11292,3019,14311,0.00110329,-0.11672,-0.993164
3295,0,1064,189,1291,53,103,5995,1943,7938,-0.00160141,-0.102846,-0.994696
3098,0,932,164,1194,36,98,5522,2514,8036,-0.00317103,-0.105172,-0.994449
6106,0,1908,325,2332,56,185,10912,3437,14349,0.016391,-0.139293,-0.990116
4363,0,1236,204,1597,38,119,7557,1979,9536,0.00760399,-0.111213,-0.993767
2629,0,799,132,957,25,70,4612,1777,6389,0.00780343,-0.101342,-0.994821
4588,0,1283,208,1645,58,122,7904,2494,10398,0.013118,-0.112258,-0.993593
6141,0,1638,273,2044,77,165,10338,3225,13563,0.0187057,-0.113845,-0.993322
4248,0,1397,199,1447,42,111,7444,1517,8961,0.00484093,-0.101763,-0.994797
3854,0,904,161,1171,40,88,6218,1880,8098,0.0241205,-0.0877156,-0.995853
6251,0,1352,233,1726,82,140,9784,2315,12099,0.0257678,-0.124613,-0.991871
3162,0,655,125,825,57,75,4899,1426,6325,0.0382017,-0.0804956,-0.996023
5926,0,1126,200,1384,71,113,8820,4122,12942,0.0389908,-0.0767558,-0.996287
4260,0,888,150,853,38,71,6260,2136,8396,0.033281,-0.0823264,-0.99605
5398,0,899,190,1038,58,90,7673,3632,11305,0.0169311,-0.0544544,-0.998373
2889,0,359,64,423,28,44,3807,1542,5349,0.033918,-0.0546779,-0.997928
2500,0,343,65,416,33,38,3395,2103,5498,0.0178117,-0.0775795,-0.996827
3970,0,484,92,597,36,71,5250,2643,7893,0.00218212,-0.0947843,-0.995495
5913,0,856,176,1097,69,96,8207,3048,11255,0.0088624,-0.0732464,-0.997274
3957,0,601,107,678,41,61,5445,2430,7875,-0.0022734,-0.0706631,-0.997498
4018,0,658,130,763,57,69,5695,3959,9654,-0.00759273,-0.0821928,-0.996588
3095,0,649,116,604,32,57,4553,2828,7381,-0.00795899,-0.0801913,-0.996748
5747,0,952,180,1134,58,102,8173,4462,12635,-0.0138495,-0.0726306,-0.997263
5952,0,938,210,1150,56,117,8423,5074,13497,-0.00358008,-0.0616929,-0.998089
2988,0,529,104,685,33,65,4404,2774,7178,0.0214157,-0.0385778,-0.999026
6084,0,1180,222,1397,81,132,9096,5214,14310,0.014667,-0.0334336,-0.999333
4053,0,788,171,1063,53,98,6226,2908,9134,-0.00590033,-0.0507905,-0.998692
3189,0,660,140,803,54,74,4920,2608,7528,-0.00444962,-0.0490503,-0.998786
6039,0,1217,232,1568,87,141,9284,5253,14537,-0.0285286,-0.0897596,-0.995555
3126,0,647,114,725,23,51,4686,3034,7720,-0.000542198,-0.0540679,-0.998537
1671,0,321,56,394,22,32,2496,1762,4258,0.0179033,-0.0465241,-0.998757
1364,0,282,50,352,16,30,2094,2207,4301,-0.0438703,-0.101168,-0.993902
3111,0,661,128,892,42,77,4911,2688,7599,-0.0031117,-0.0384797,-0.999255
5778,0,849,155,1041,66,89,7978,5673,13651,0.0126098,-0.0578506,-0.998246
3532,0,642,128,803,41,66,5212,3012,8224,0.0141472,-0.0717475,-0.997322
4485,0,785,178,973,60,94,6575,5092,11667,0.022519,-0.0455893,-0.998706
3268,0,603,120,710,41,66,4808,3533,8341,0.0129944,-0.052477,-0.998538
3210,0,578,143,765,31,69,4796,3421,8217,-0.0280575,-0.0901746,-0.995531
3257,0,629,108,702,27,64,4787,4177,8964,-0.0226896,-0.089084,-0.995766
3192,0,572,123,709,27,58,4681,3598,8279,0.000300119,-0.0997496,-0.995013
5690,0,1033,184,1256,56,123,8342,5640,13982,-0.0317741,-0.0803248,-0.996262
3012,0,533,99,736,29,74,4483,2360,6843,-0.0105287,-0.0650964,-0.997823
4829,0,925,212,1159,48,101,7274,3763,11037,-0.00941843,-0.0582207,-0.998259
6067,0,1089,193,1336,46,110,8841,2411,11252,-0.0233775,-0.0665787,-0.997507
3077,0,575,112,760,30,65,4619,3041,7660,-0.0385214,-0.0797851,-0.996067
3714,0,748,140,926,27,79,5634,4062,9696,-0.0493791,-0.0695824,-0.996353
