Downsample[ns],BuildFilTree[ns],SearchFil[ns],DeleteFil[ns],BuildTreeSub[ns],SearchSub[ns],DeleteSub[ns],PreProcTotal[ns],Plane[ns],Total[ns],nx,ny,nz
1523,0,0,0,0,2258,91,3872,1929,5801,-0.0561355,-0.00611808,-0.998404
1617,0,0,0,0,1932,77,3626,1657,5283,-0.0203686,-0.00733824,-0.999766
1503,0,0,0,0,1948,77,3528,1730,5258,-0.0391082,0.00818787,-0.999201
1676,0,0,0,0,2002,103,3781,1583,5364,-0.0895869,-0.0101061,-0.995928
1669,0,0,0,0,1937,51,3657,1627,5284,-0.00865866,-0.0264599,-0.999612
1832,0,0,0,0,2339,66,4237,2331,6568,-0.0431622,0.00471709,-0.999057
2273,0,0,0,0,3730,83,6086,2684,8770,-0.0177123,-0.0148422,-0.999733
3243,0,0,0,0,4534,116,7893,4417,12310,-0.0516281,-0.0102787,-0.998613
3511,0,0,0,0,4840,120,8471,4403,12874,-0.0498631,-0.0122669,-0.998681
3259,0,0,0,0,4246,110,7615,3966,11581,-0.0579671,-0.0133063,-0.99823
3663,0,0,0,0,5041,125,8829,4361,13190,-0.042145,-0.00529976,-0.999097
3754,0,0,0,0,5022,135,8911,3876,12787,-0.0612904,-0.00213888,-0.998118
2490,0,0,0,0,3257,89,5836,2757,8593,-0.0774577,0.01633,-0.996862
5420,0,0,0,0,7919,146,13485,3509,16994,-0.0923552,0.0312721,-0.995235
2183,0,0,0,0,2925,83,5191,2503,7694,-0.100769,0.020855,-0.994691
5927,0,0,0,0,7568,189,13684,3657,17341,-0.102279,0.025688,-0.994424
3085,0,0,0,0,2706,72,5863,1985,7848,-0.0561302,0.0111308,-0.998361
2230,0,0,0,0,2295,64,4589,2084,6673,-0.0476527,0.00846669,-0.998828
2231,0,0,0,0,2771,76,5078,2397,7475,-0.0595493,0.0295637,-0.997787
3960,0,0,0,0,5374,128,9462,4369,13831,-0.00599742,-0.0325711,-0.999451
3130,0,0,0,0,3877,106,7113,3745,10858,-0.0304986,-0.00707434,-0.99951
2980,0,0,0,0,3887,108,6975,4002,10977,-0.0394523,0.00075552,-0.999221
2944,0,0,0,0,3846,102,6892,3496,10388,-0.0420385,0.00474813,-0.999105
3261,0,0,0,0,3911,100,7272,4454,11726,-0.073207,0.0195674,-0.997125
2274,0,0,0,0,2761,77,5112,2317,7429,-0.0750337,0.0157318,-0.997057
7115,0,0,0,0,7035,133,14283,3305,17588,-0.0168615,-0.0237947,-0.999575
6884,0,0,0,0,9343,229,16456,4370,20826,-0.0461133,-0.0117597,-0.998867
2199,0,0,0,0,2665,73,4937,2076,7013,-0.0628412,0.00207116,-0.998021
2035,0,0,0,0,2304,64,4403,2184,6587,-0.0906913,0.0140858,-0.995779
5997,0,0,0,0,7369,144,13510,3299,16809,-0.0894536,0.00326111,-0.995986
6586,0,0,0,0,8387,148,15121,3819,18940,-0.11146,0.041098,-0.992919
2301,0,0,0,0,2806,63,5170,2396,7566,-0.104084,-0.00150152,-0.994567
1924,0,0,0,0,1966,51,3941,1583,5524,-0.0831208,0.0322731,-0.996017
1471,0,0,0,0,1793,45,3309,1787,5096,-0.0879319,-0.0135722,-0.996034
2279,0,0,0,0,3247,86,5612,3374,8986,-0.0731138,-0.000777308,-0.997323
3517,0,0,0,0,4268,115,7900,4200,12100,-0.0838448,-0.0124254,-0.996401
3771,0,0,0,0,4310,109,8190,3952,12142,-0.0664948,0.0115886,-0.997719
6018,0,0,0,0,6472,129,12619,3143,15762,-0.0142197,-0.0258941,-0.999564
2219,0,0,0,0,2687,72,4978,2847,7825,-0.0318353,-0.0546276,-0.997999
6635,0,0,0,0,7775,194,14604,4058,18662,-0.0792765,-0.0654616,-0.994701
2436,0,0,0,0,2656,70,5162,2316,7478,0.0180296,-0.0205104,-0.999627
1694,0,0,0,0,1770,45,3509,1966,5475,0.021843,-0.061894,-0.997844
1606,0,0,0,0,1794,48,3448,1867,5315,0.0515358,-0.0884316,-0.994748
2682,0,0,0,0,2890,75,5647,2998,8645,0.00516665,-0.0420867,-0.999101
3957,0,0,0,0,3911,106,7974,4986,12960,0.0131328,-0.0634317,-0.9979
2830,0,0,0,0,2814,75,5719,3830,9549,-0.00422527,-0.0980445,-0.995173
4541,0,0,0,0,4486,118,9145,4008,13153,0.0198169,-0.0382159,-0.999073
2586,0,0,0,0,2784,72,5442,3502,8944,-0.0120014,-0.0263321,-0.999581
2538,0,0,0,0,2691,72,5301,3747,9048,-0.0189096,-0.0826018,-0.996403
6354,0,0,0,0,6914,221,13489,5256,18745,0.0342075,-0.0517587,-0.998074
1916,0,0,0,0,2097,61,4074,2241,6315,0.0378929,-0.10237,-0.994024
1926,0,0,0,0,2147,59,4132,2308,6440,0.000182092,-0.0440369,-0.99903
3374,0,0,0,0,3287,94,6755,4317,11072,-0.0170517,-0.0828043,-0.99642
2920,0,0,0,0,3747,103,6770,3171,9941,0.0139778,-0.0414281,-0.999044
2395,0,0,0,0,2643,70,5108,3626,8734,0.0373331,-0.0699564,-0.996851
6595,0,0,0,0,7064,154,13813,3532,17345,0.0395161,-0.0448485,-0.998212
2279,0,0,0,0,2493,67,4839,3550,8389,0.0403089,-0.132286,-0.990392
1921,0,0,0,0,1998,57,3976,2223,6199,-0.00179588,-0.0821475,-0.996619
3769,0,0,0,0,3965,118,7852,4468,12320,-0.025816,-0.0833127,-0.996189
3742,0,0,0,0,4036,127,7905,3345,11250,-0.0256755,-0.0339157,-0.999095
2045,0,0,0,0,2050,54,4149,2845,6994,-0.054301,-0.0612077,-0.996647
6362,0,0,0,0,6637,168,13167,3730,16897,-0.0313267,-0.0123299,-0.999433
2217,0,0,0,0,2363,60,4640,2622,7262,-0.0435464,-0.0207788,-0.998835
1834,0,0,0,0,1959,50,3843,2449,6292,-0.0503387,-0.0364167,-0.998068
3064,0,0,0,0,3439,92,6595,4703,11298,-0.0757567,-0.0399973,-0.996324
3135,0,0,0,0,3494,99,6728,5010,11738,-0.112231,-0.0851557,-0.990027
1404,0,0,0,0,1723,42,3169,2149,5318,-0.128495,-0.100602,-0.986594
1521,0,0,0,0,1490,39,3050,1642,4692,-0.00843301,-0.0300382,-0.999513
2757,0,0,0,0,3260,86,6103,3952,10055,0.0140547,0.0262915,-0.999556
2917,0,0,0,0,3131,81,6129,3505,9634,-0.00358647,0.0123612,-0.999917
2340,0,0,0,0,2544,65,4949,3278,8227,-0.017617,-0.0183863,-0.999676
2366,0,0,0,0,2541,64,4971,3355,8326,-0.00607172,0.0454178,-0.99895
3039,0,0,0,0,3349,97,6485,3637,10122,-0.0201673,0.0737372,-0.997074
2997,0,0,0,0,3189,84,6270,4081,10351,-0.0300488,0.0648835,-0.99744
6576,0,0,0,0,6546,172,13294,5224,18518,-0.0588187,0.0773018,-0.995271
2160,0,0,0,0,2342,66,4568,2971,7539,-0.0193829,-0.0324165,-0.999286
2370,0,0,0,0,2856,72,5298,3559,8857,-0.0765159,-0.0116938,-0.997
2749,0,0,0,0,2975,76,5800,3885,9685,-0.106301,0.0093451,-0.99429
6639,0,0,0,0,6698,182,13519,4052,17571,0.00803154,-0.0345955,-0.999369
2649,0,0,0,0,2447,99,5195,2727,7922,-0.00616396,-0.0474104,-0.998856
1466,0,0,0,0,1578,40,3084,1907,4991,0.00762448,-0.127185,-0.99185
1443,0,0,0,0,1556,44,3043,1624,4667,0.00934316,-0.047004,-0.998851
2373,0,0,0,0,2534,74,4981,3544,8525,0.0211633,-0.144612,-0.989262
6090,0,0,0,0,6569,195,12854,3662,16516,0.0129972,-0.0272002,-0.999546
2619,0,0,0,0,2740,71,5430,4184,9614,0.0326144,-0.0212238,-0.999243
2454,0,0,0,0,2634,68,5156,2848,8004,0.0242574,-0.0328765,-0.999165
4253,0,0,0,0,4520,127,8900,4544,13444,0.028668,-0.0584402,-0.997879
3177,0,0,0,0,3368,90,6635,3613,10248,0.0115955,-0.0690508,-0.997546
3028,0,0,0,0,3132,83,6243,3607,9850,0.0124603,-0.0727508,-0.997272
3063,0,0,0,0,3072,81,6216,3392,9608,0.0097343,-0.071587,-0.997387
2604,0,0,0,0,2532,78,5214,2758,7972,-0.001555,-0.0630327,-0.99801
2552,0,0,0,0,2317,67,4936,2919,7855,-0.0163845,-0.0685959,-0.99751
2453,0,0,0,0,2302,66,4821,3875,8696,-0.00415016,-0.0689837,-0.997609
2442,0,0,0,0,2254,69,4765,2797,7562,-0.00291384,-0.0561009,-0.998421
2478,0,0,0,0,2127,58,4663,3136,7799,0.00154243,-0.0647365,-0.997901
2464,0,0,0,0,1872,51,4387,2949,7336,0.00447459,-0.0743538,-0.997222
2414,0,0,0,0,1810,62,4286,2965,7251,-0.00395748,-0.0708719,-0.997478
2545,0,0,0,0,1999,54,4598,2876,7474,0.000178309,-0.0485774,-0.998819
2648,0,0,0,0,2115,65,4828,2840,7668,0.0185568,-0.0599081,-0.998031
3391,0,0,0,0,2682,73,6146,4149,10295,0.00819295,-0.0892392,-0.995977
3570,0,0,0,0,2485,94,6149,4037,10186,-0.00234483,-0.0817207,-0.996653
3794,0,0,0,0,2717,75,6586,4271,10857,-0.0123274,-0.0677326,-0.997627
3007,0,0,0,0,1993,78,5078,3421,8499,-0.0139752,-0.0776854,-0.99688
2024,0,0,0,0,1372,39,3435,2662,6097,-0.0233394,-0.0754045,-0.99688
3769,0,0,0,0,2588,84,6441,4774,11215,-0.0130655,-0.122895,-0.992334
3978,0,0,0,0,2547,84,6609,4626,11235,0.027098,-0.0837883,-0.996115
3673,0,0,0,0,2446,84,6203,3894,10097,0.0243947,-0.0626963,-0.997734
5603,0,0,0,0,3634,104,9341,4808,14149,0.0134027,-0.133413,-0.99097
2476,0,0,0,0,1535,44,4055,2586,6641,0.0178423,-0.0898722,-0.995793
1692,0,0,0,0,985,29,2706,1905,4611,0.0166378,-0.0783116,-0.99679
1213,0,0,0,0,867,22,2102,1570,3672,0.0392911,-0.0347681,-0.998623
2132,0,0,0,0,1385,41,3558,3093,6651,0.0254199,-0.0734868,-0.996972
6341,0,0,0,0,3637,117,10095,4630,14725,0.0317833,-0.0752064,-0.996661
2308,0,0,0,0,1517,45,3870,2626,6496,0.024451,-0.0353248,-0.999077
2976,0,0,0,0,1992,57,5025,3797,8822,0.0086017,-0.0769655,-0.996997
4623,0,0,0,0,3148,99,7870,5308,13178,0.00596051,-0.000983742,-0.999982
2630,0,0,0,0,1780,50,4460,3540,8000,0.0178943,0.0455539,-0.998802
3579,0,0,0,0,2448,70,6097,4753,10850,-0.0146861,-0.0278652,-0.999504
3665,0,0,0,0,2555,70,6290,4146,10436,0.00357649,-0.0332759,-0.99944
2866,0,0,0,0,1936,54,4856,3808,8664,0.00749608,-0.052755,-0.998579
3714,0,0,0,0,2479,73,6266,4603,10869,-0.00124521,-0.0925978,-0.995703
3475,0,0,0,0,2595,73,6143,4235,10378,-0.0132839,-0.0511763,-0.998601
3243,0,0,0,0,2496,70,5809,4227,10036,-0.0198969,-0.0706345,-0.997304
3951,0,0,0,0,3176,86,7213,4619,11832,-0.00704442,-0.0612462,-0.998098
3078,0,0,0,0,2411,70,5559,4220,9779,0.00657924,-0.0492387,-0.998765
3072,0,0,0,0,2419,70,5561,4126,9687,0.0281484,-0.0230948,-0.999337
5900,0,0,0,0,4609,142,10651,4140,14791,0.0239587,-0.0697836,-0.997274
2465,0,0,0,0,1912,58,4435,2521,6956,0.00671187,-0.0950324,-0.995452
5998,0,0,0,0,4685,140,10823,4765,15588,0.0182529,-0.005848,-0.999816
2070,0,0,0,0,1623,49,3742,2602,6344,0.0103171,-0.0683183,-0.99761
5762,0,0,0,0,4403,139,10304,4714,15018,0.0302754,-0.149796,-0.988253
2526,0,0,0,0,1870,55,4451,2427,6878,0.011001,-0.0842605,-0.996383
1928,0,0,0,0,1449,42,3419,2771,6190,0.0119242,-0.0830219,-0.996476
5772,0,0,0,0,4182,126,10080,5921,16001,0.0055242,-0.10322,-0.994643
2998,0,0,0,0,2176,65,5239,3063,8302,0.0107504,-0.08288,-0.996502
2025,0,0,0,0,1425,43,3493,2602,6095,0.0234948,-0.0655404,-0.997573
3904,0,0,0,0,2736,82,6722,4926,11648,0.000814005,-0.106102,-0.994355
4081,0,0,0,0,2010,61,6152,3774,9926,0.0219352,-0.114785,-0.993148
4166,0,0,0,0,1887,53,6106,3748,9854,0.00961246,-0.118624,-0.992893
4209,0,0,0,0,2923,79,7211,5281,12492,0.0199329,-0.0155199,-0.999681
2523,0,0,0,0,1592,47,4162,3999,8161,0.00525218,-0.117164,-0.993099
5782,0,0,0,0,3859,115,9756,4253,14009,0.0075912,-0.0854285,-0.996315
2430,0,0,0,0,1513,42,3985,2588,6573,0.023471,-0.0452434,-0.9987
3156,0,0,0,0,2461,70,5687,3949,9636,0.0183201,-0.0621565,-0.997898
5015,0,0,0,0,3642,87,8744,3942,12686,0.0162749,-0.0979338,-0.99506
2511,0,0,0,0,1602,45,4158,3065,7223,0.0153112,-0.0985251,-0.995017
4429,0,0,0,0,2883,80,7392,4278,11670,0.0301616,-0.125574,-0.991626
2699,0,0,0,0,1797,48,4544,3286,7830,0.0151452,-0.0745303,-0.997104
2605,0,0,0,0,1773,52,4430,3153,7583,0.0219545,-0.0921139,-0.995506
3698,0,0,0,0,2505,69,6272,4480,10752,0.0420191,-0.0942121,-0.994665
2972,0,0,0,0,2023,56,5051,3571,8622,0.0279811,-0.0713602,-0.997058
2976,0,0,0,0,2474,66,5516,4251,9767,0.0192124,-0.0833987,-0.996331
5515,0,0,0,0,4037,109,9661,4426,14087,0.0170006,-0.0866811,-0.996091
2576,0,0,0,0,1868,51,4495,2917,7412,0.0335333,-0.0533472,-0.998013
2840,0,0,0,0,2110,78,5028,3181,8209,0.0198306,-0.091336,-0.995623
3799,0,0,0,0,3101,95,6995,4173,11168,-0.000143238,-0.0438624,-0.999038
2603,0,0,0,0,2047,54,4704,2966,7670,0.00437655,-0.0743208,-0.997225
3055,0,0,0,0,2716,73,5844,3864,9708,-0.0103985,-0.133683,-0.99097
3163,0,0,0,0,2806,76,6045,3911,9956,0.0164171,-0.0871276,-0.996062
2699,0,0,0,0,2477,68,5244,2985,8229,0.020849,-0.0780013,-0.996735
4681,0,0,0,0,4577,119,9377,4756,14133,0.00320989,-0.0958886,-0.995387
6180,0,0,0,0,6266,163,12609,3940,16549,0.00132604,-0.134984,-0.990847
2665,0,0,0,0,2318,58,5041,2230,7271,-0.000619011,-0.157735,-0.987481
1681,0,0,0,0,1788,42,3511,1658,5169,0.000590158,-0.0705282,-0.99751
1342,0,0,0,0,1467,38,2847,1462,4309,0.00561108,-0.0730079,-0.997316
6768,0,0,0,0,6797,202,13767,4009,17776,-0.00943891,-0.0899151,-0.995905
2525,0,0,0,0,2928,65,5518,2256,7774,-0.00156825,-0.0760258,-0.997105
2233,0,0,0,0,2580,68,4881,2564,7445,-0.00175699,-0.0637918,-0.997962
3574,0,0,0,0,4143,120,7837,4011,11848,0.000750785,-0.0712555,-0.997458
6177,0,0,0,0,6887,181,13245,4577,17822,-0.0152311,-0.132729,-0.991035
2627,0,0,0,0,2740,62,5429,2189,7618,0.0137339,-0.0859876,-0.996202
1712,0,0,0,0,1802,49,3563,1718,5281,-0.0145572,-0.0670126,-0.997646
1322,0,0,0,0,1419,39,2780,1641,4421,0.00205626,-0.0389466,-0.999239
6304,0,0,0,0,6724,181,13209,3749,16958,-0.0172817,-0.0644895,-0.997769
2215,0,0,0,0,2284,65,4564,3654,8218,0.011128,-0.0527744,-0.998544
2442,0,0,0,0,2624,74,5140,3276,8416,-0.00582436,-0.0748629,-0.997177
2841,0,0,0,0,3039,84,5964,4058,10022,-0.024564,-0.0669851,-0.997452
3205,0,0,0,0,3652,117,6974,4082,11056,-0.0362005,-0.0872444,-0.995529
3496,0,0,0,0,3577,92,7165,3949,11114,-0.0372357,-0.0663694,-0.9971
2759,0,0,0,0,2777,72,5608,3155,8763,-0.0529949,-0.096892,-0.993883
2751,0,0,0,0,2662,68,5481,3594,9075,-0.0357994,-0.115601,-0.99265
2752,0,0,0,0,2553,66,5371,3424,8795,-0.0314507,-0.182679,-0.982669
3177,0,0,0,0,2954,90,6221,3956,10177,-0.0322274,-0.214448,-0.976204
3164,0,0,0,0,2790,73,6027,3717,9744,0.00230044,-0.0212834,-0.999771
6002,0,0,0,0,5212,157,11371,4795,16166,-0.0161441,-0.124525,-0.992085
2521,0,0,0,0,2220,47,4788,2402,7190,-0.010072,-0.103052,-0.994625
1627,0,0,0,0,1325,35,2987,1751,4738,0.00177078,-0.0414156,-0.99914
6097,0,0,0,0,4347,87,10531,3630,14161,-0.0220436,-0.012964,-0.999673
6023,0,0,0,0,3233,96,9352,3791,13143,-0.0222374,-0.0743661,-0.996983
2599,0,0,0,0,1945,46,4590,2107,6697,0.00830931,-0.0431509,-0.999034
1544,0,0,0,0,1130,45,2719,2029,4748,-0.0437452,-0.0484732,-0.997866
5086,0,0,0,0,2927,72,8085,3587,11672,-0.0307579,-0.108683,-0.993601
1565,0,0,0,0,1083,38,2686,2245,4931,-0.0345705,-0.0916417,-0.995192
5669,0,0,0,0,2799,76,8544,3493,12037,-0.0239202,-0.192126,-0.981079
1802,0,0,0,0,1241,34,3077,2565,5642,-0.0183102,-0.0779628,-0.996788
5981,0,0,0,0,3804,117,9902,4467,14369,-0.0303433,-0.173492,-0.984368
2526,0,0,0,0,1307,38,3871,2657,6528,-0.0307925,-0.120447,-0.992242
2227,0,0,0,0,1435,40,3702,3573,7275,-0.0124509,-0.0581558,-0.99823
3626,0,0,0,0,2289,64,5979,6103,12082,-0.0298932,0.0091807,-0.999511
2817,0,0,0,0,1796,64,4677,4257,8934,-0.0245555,-0.0571948,-0.998061
5725,0,0,0,0,3497,105,9327,4598,13925,-0.0443982,-0.108848,-0.993066
2214,0,0,0,0,1163,34,3411,2831,6242,-0.0375555,-0.141921,-0.989165
5776,0,0,0,0,3127,97,9000,5399,14399,-0.0672609,-0.222045,-0.972714
1983,0,0,0,0,986,30,2999,3061,6060,-0.0575637,-0.143455,-0.987981
2531,0,0,0,0,1199,35,3765,4309,8074,-0.0515923,-0.164866,-0.984966
4477,0,0,0,0,2052,62,6591,5810,12401,-0.0689217,-0.361609,-0.929779
2222,0,0,0,0,845,28,3095,3795,6890,-0.0703333,-0.269393,-0.960459
3385,0,0,0,0,1314,41,4740,6300,11040,-0.0492462,-0.160061,-0.985878
4349,0,0,0,0,1636,52,6037,5621,11658,-0.057545,-0.16533,-0.984558
5458,0,0,0,0,1889,61,7408,5461,12869,-0.0187099,-0.274411,-0.961431
2236,0,0,0,0,778,26,3040,2935,5975,-0.0290535,-0.200716,-0.979219
1373,0,0,0,0,446,14,1833,1901,3734,-0.0309261,-0.170578,-0.984859
1226,0,0,0,0,481,15,1722,1981,3703,-0.00979401,-0.227594,-0.973707
5560,0,0,0,0,2392,72,8024,6128,14152,-0.0269937,-0.223418,-0.974349
2366,0,0,0,0,1115,35,3516,4160,7676,-0.0275515,-0.182694,-0.982784
5653,0,0,0,0,2796,83,8532,5987,14519,-0.0481203,-0.206662,-0.977228
2388,0,0,0,0,1246,36,3670,4145,7815,-0.0252767,-0.224506,-0.974145
3125,0,0,0,0,1747,51,4923,4965,9888,-0.0211754,-0.235606,-0.971618
5059,0,0,0,0,3064,87,8210,5524,13734,-0.0547536,-0.227481,-0.972242
2369,0,0,0,0,1552,48,3969,4385,8354,-0.0759066,-0.254299,-0.964142
3238,0,0,0,0,2223,68,5529,5822,11351,-0.0702228,-0.192677,-0.978746
4328,0,0,0,0,2998,90,7416,4881,12297,-0.0719291,-0.204584,-0.976203
3160,0,0,0,0,2511,72,5743,4289,10032,-0.0926631,-0.172397,-0.980659
5948,0,0,0,0,5251,138,11337,5018,16355,-0.0191812,-0.219452,-0.975435
2610,0,0,0,0,2153,63,4826,3491,8317,-0.0933496,-0.145832,-0.984895
1485,0,0,0,0,1375,58,2918,1857,4775,-0.0298878,-0.139728,-0.989739
1538,0,0,0,0,1505,43,3086,2426,5512,-0.0956963,-0.123921,-0.987667
3226,0,0,0,0,3253,91,6570,4589,11159,-0.125403,-0.13312,-0.983134
5215,0,0,0,0,5590,151,10956,3734,14690,-0.0164284,-0.154361,-0.987878
2503,0,0,0,0,2747,76,5326,4073,9399,-0.0575062,-0.149755,-0.987049
2757,0,0,0,0,2971,83,5811,3576,9387,-0.0817807,-0.109224,-0.990647
4344,0,0,0,0,4319,122,8785,4862,13647,-0.047128,-0.135911,-0.9896
3677,0,0,0,0,4290,120,8087,4360,12447,-0.0772471,-0.149372,-0.985759
2413,0,0,0,0,2787,77,5277,2950,8227,-0.0882811,-0.15516,-0.983937
4011,0,0,0,0,4657,128,8796,4596,13392,-0.0950005,-0.12661,-0.987393
3078,0,0,0,0,3483,100,6661,3598,10259,-0.0107326,-0.124354,-0.99218
3276,0,0,0,0,3335,88,6699,3539,10238,0.0130995,-0.108978,-0.993958
3418,0,0,0,0,3770,105,7293,4386,11679,0.00992398,-0.137922,-0.990393
3262,0,0,0,0,3410,97,6769,4025,10794,0.0276124,-0.116216,-0.99284
3991,0,0,0,0,3971,115,8077,4225,12302,0.0105568,-0.110335,-0.993838
3091,0,0,0,0,2974,85,6150,3520,9670,0.0179716,-0.111749,-0.993574
4549,0,0,0,0,4359,127,9035,4005,13040,0.010755,-0.14086,-0.989971
2694,0,0,0,0,2467,72,5233,3158,8391,0.0185642,-0.113379,-0.993378
3293,0,0,0,0,2774,89,6156,3724,9880,-0.001211,-0.142695,-0.989766
3196,0,0,0,0,2706,79,5981,3879,9860,0.00935109,-0.114607,-0.993367
3113,0,0,0,0,2300,70,5483,3703,9186,0.0210816,-0.117037,-0.992904
5914,0,0,0,0,4060,162,10136,3833,13969,0.043544,-0.13371,-0.990063
2089,0,0,0,0,1237,35,3361,2906,6267,0.0246478,-0.114969,-0.993063
3228,0,0,0,0,1756,52,5036,4147,9183,0.0129611,-0.11594,-0.993172
4179,0,0,0,0,2016,61,6256,4962,11218,0.00545552,-0.106137,-0.994337
5973,0,0,0,0,2966,95,9034,4019,13053,-0.0296674,-0.15713,-0.987132
2031,0,0,0,0,1096,32,3159,2766,5925,0.0438635,-0.0818881,-0.995676
3159,0,0,0,0,1801,53,5013,4406,9419,0.0487927,-0.101196,-0.993669
5761,0,0,0,0,3384,104,9249,4252,13501,0.0204447,-0.109075,-0.993823
2836,0,0,0,0,1760,50,4646,2652,7298,0.0031686,-0.101477,-0.994833
5886,0,0,0,0,3504,110,9500,3500,13000,-0.054172,-0.107521,-0.992726
2575,0,0,0,0,1247,49,3871,2622,6493,-0.0347155,-0.0591649,-0.997644
2688,0,0,0,0,1703,49,4440,3388,7828,-0.0441134,-0.08464,-0.995435
5277,0,0,0,0,3666,103,9046,4350,13396,-0.0808142,-0.106757,-0.990995
2433,0,0,0,0,1770,53,4256,2571,6827,-0.0373517,-0.0756735,-0.996433
5965,0,0,0,0,4626,159,10750,3413,14163,-0.0412178,-0.0818824,-0.995789
7117,0,0,0,0,4619,141,11877,4422,16299,-0.0460502,-0.116274,-0.992149
2565,0,0,0,0,1914,55,4534,2284,6818,-0.0136916,-0.0968656,-0.995203
1603,0,0,0,0,1170,33,2806,1711,4517,0.00399039,-0.0631692,-0.997995
7015,0,0,0,0,4477,136,11628,3789,15417,0.0152955,-0.0484641,-0.998708
2139,0,0,0,0,1478,46,3663,2576,6239,-0.00405373,-0.0691581,-0.997597
4089,0,0,0,0,2861,85,7035,4638,11673,-0.00685583,-0.0777186,-0.996952
3062,0,0,0,0,2111,59,5232,3706,8938,0.0123097,-0.0603504,-0.998101
2620,0,0,0,0,1609,51,4280,3064,7344,-0.00702401,-0.0961018,-0.995347
6154,0,0,0,0,3772,114,10040,3583,13623,-0.0215359,-0.085126,-0.996137
2045,0,0,0,0,1346,38,3429,2643,6072,-0.0141973,-0.0827163,-0.996472
3244,0,0,0,0,2157,60,5461,4196,9657,0.00889625,-0.0491249,-0.998753
3454,0,0,0,0,2206,73,5733,4044,9777,-0.0272194,-0.0895074,-0.995614
6149,0,0,0,0,3504,79,9732,3350,13082,-0.049402,-0.0948548,-0.994265
2053,0,0,0,0,1426,51,3530,2597,6127,-0.0159909,-0.0702437,-0.997402
5824,0,0,0,0,4068,118,10010,3710,13720,-0.0462299,-0.0725988,-0.996289
