timestamp,nx,ny,nz,visibility_score,inlier_score,combined_score
1774618521.471805096,0.022601,0.031692,-0.999242,0.8281,0.7491,0.7965
1774618521.521425009,0.045904,0.020633,-0.998733,0.3266,0.6627,0.4610
1774618521.571404934,0.021193,0.029206,-0.999349,0.9012,0.7357,0.8350
1774618521.621006966,0.033946,0.030456,-0.998959,0.8867,0.7757,0.8423
1774618521.670670033,0.016555,0.023281,-0.999592,0.6342,0.7633,0.6858
1774618521.720268011,0.048404,0.033301,-0.998273,0.3077,0.7459,0.4830
1774618521.819880009,0.023826,0.024332,-0.999420,0.1469,0.7451,0.3862
1774618521.869961977,0.030036,0.034396,-0.998957,0.0823,0.7442,0.3471
1774618521.969965935,0.026220,0.030413,-0.999193,0.1810,0.7211,0.3970
1774618522.019870996,0.036630,0.027185,-0.998959,0.3385,0.7110,0.4875
1774618522.069916010,0.029539,0.030925,-0.999085,0.4633,0.7124,0.5629
1774618522.119914055,0.016796,0.030102,-0.999406,0.5223,0.7068,0.5961
1774618522.219954014,0.005617,0.025336,-0.999663,0.3843,0.7033,0.5119
1774618522.319960117,0.038053,0.034576,-0.998677,0.0912,0.7106,0.3389
1774618522.420363903,0.016667,0.022404,-0.999610,0.0499,0.7251,0.3200
1774618522.520735025,0.016717,0.028523,-0.999453,0.0668,0.8038,0.3616
1774618522.571131945,0.026334,0.029254,-0.999225,0.1348,0.8167,0.4076
1774618522.621195078,0.022259,0.029831,-0.999307,0.2999,0.8117,0.5046
1774618522.671622038,0.023060,0.028110,-0.999339,0.4463,0.8183,0.5951
1774618522.721595049,0.029067,0.036368,-0.998916,0.5537,0.8482,0.6715
1774618522.771588087,0.008466,0.028504,-0.999558,0.6269,0.8619,0.7209
1774618522.821605921,0.050914,0.035457,-0.998073,0.5476,0.8479,0.6677
1774618522.871561050,0.008786,0.031050,-0.999479,0.3653,0.9173,0.5861
1774618522.921629906,0.026864,0.030610,-0.999170,0.2596,0.9467,0.5344
1774618522.971570969,0.012075,0.035113,-0.999310,0.6311,0.9399,0.7546
1774618523.071613073,0.021401,0.029540,-0.999334,0.7605,0.9835,0.8497
1774618523.221628904,-0.002606,0.026884,-0.999635,0.2447,0.8182,0.4741
1774618523.372126102,0.020826,0.025285,-0.999463,0.1392,0.8552,0.4256
1774618523.421685934,0.023556,0.022494,-0.999469,0.2732,0.8039,0.4855
1774618523.521338940,0.025738,0.031375,-0.999176,0.7180,0.8656,0.7770
1774618523.620908976,0.018304,0.030621,-0.999363,0.9841,0.9038,0.9520
1774618523.720535994,0.035822,0.033458,-0.998798,0.8167,0.9063,0.8526
1774618523.820511103,0.001741,0.034621,-0.999399,0.1016,0.9094,0.4247
1774618523.870521069,0.026622,0.031447,-0.999151,0.3998,0.9270,0.6107
1774618523.920964003,0.021527,0.030667,-0.999298,0.5430,0.9389,0.7013
1774618523.970906973,0.014401,0.033294,-0.999342,0.5655,0.9376,0.7143
1774618524.020940065,0.039155,0.029424,-0.998800,0.2977,0.8746,0.5285
1774618524.071392059,0.019681,0.034847,-0.999199,0.1826,0.8465,0.4481
1774618524.121375084,0.052042,0.030138,-0.998190,0.4092,0.7634,0.5509
1774618524.171354055,0.008146,0.028090,-0.999572,0.7392,0.7689,0.7511
1774618524.221777916,0.029283,0.029652,-0.999131,0.9067,0.7798,0.8560
1774618524.271754026,0.026584,0.029271,-0.999218,0.9832,0.7690,0.8976
1774618524.321790934,0.021080,0.025413,-0.999455,0.9779,0.7498,0.8867
1774618524.371786118,0.021992,0.026357,-0.999411,0.8759,0.7315,0.8181
1774618524.421783924,0.020105,0.034076,-0.999217,0.6459,0.7277,0.6786
1774618524.471769094,0.024000,0.026765,-0.999354,0.3652,0.7265,0.5097
1774618524.521804094,0.006131,0.025595,-0.999654,0.0865,0.7206,0.3401
