scan_id,timestamp,pos_x,pos_y,pos_z,GT_nx,GT_ny,GT_nz,num_neighbors
666,1782999374.542649031,-791.261851027,134.566557208,1501.302224389,0.012875775,-0.010640418,0.999860488,84
668,1782999374.642699957,-788.783175689,136.404034714,1497.860001700,0.011802372,-0.011800366,0.999860718,86
669,1782999374.692672968,-792.739288907,139.560123539,1503.412648353,0.009732450,-0.011934347,0.999881418,85
670,1782999374.741894007,-796.596693978,139.592354253,1508.979551715,0.008878538,-0.013521167,0.999869166,83
671,1782999374.792701960,-801.195097128,138.916359119,1514.179517581,0.009518820,-0.009789273,0.999906777,85
672,1782999374.842730045,-811.980580371,140.459567367,1530.153609343,0.002259909,-0.012526581,0.999918986,84
673,1782999374.892520905,-819.273062792,138.532659757,1540.609427124,0.002570639,-0.017790038,0.999838440,88
674,1782999374.943156004,-834.881817833,137.718430290,1565.069531115,0.015399542,-0.001044207,0.999880875,89
675,1782999374.992911100,-840.064075204,136.191048584,1572.681435359,0.021858541,-0.004038945,0.999752915,91
677,1782999375.092348099,-812.454673727,132.926641172,1528.287009647,0.002948058,-0.003215117,0.999990486,89
678,1782999375.142151117,-814.018971011,130.830350665,1531.009692098,-0.012187456,-0.015982131,0.999797998,89
679,1782999375.192152977,-817.303537437,129.043962360,1536.367076106,-0.001695632,-0.004065673,0.999990298,90
680,1782999375.242408991,-818.671301823,127.260433235,1538.612247705,-0.004298508,-0.006863149,0.999967209,89
681,1782999375.291404963,-818.752885357,126.427408285,1539.314320852,-0.001982088,-0.013905177,0.999901354,91
682,1782999375.341792107,-819.565713159,125.210254471,1541.465310613,0.003780144,-0.010529664,0.999937416,87
683,1782999375.391601086,-819.418538059,125.891164832,1541.637277083,0.003780144,-0.010529664,0.999937416,87
684,1782999375.442188025,-819.499303845,125.800397800,1541.701076023,0.011212179,-0.011174363,0.999874702,90
685,1782999375.492562056,-820.771081152,126.636298197,1543.503889266,0.008524126,-0.020575832,0.999751956,90
686,1782999375.543230057,-820.357268124,124.094410106,1543.334282973,0.009491938,-0.013219798,0.999867561,87
687,1782999375.593043089,-830.798932700,128.402441125,1561.524792902,0.014368370,0.001069948,0.999896197,89
688,1782999375.644212961,-844.289496431,131.114990379,1585.733199992,0.014508375,-0.006528503,0.999873435,89
689,1782999375.694071054,-832.790616452,131.726975478,1568.986062046,0.016274900,-0.007419565,0.999840026,90
690,1782999375.744240046,-836.128026723,135.743640274,1575.568845194,0.026425680,-0.008624812,0.999613573,94
691,1782999375.793858051,-829.193242015,139.359106878,1566.050911622,0.009652249,-0.012582035,0.999874255,89
