timestamp,normal_type,nx,ny,nz,roll,pitch,pub_vis_score,pub_inlier_score,pub_combined_score,curr_vis_score,curr_inlier_score,curr_combined_score,inlier_count,subcloud_size,inlier_ratio,using_fallback,fallback_unavailable,recovered_from_segmentation_failure
1784806292.522700,raw,0.432128,-0.228354,0.872422,163.866,22.7119,0.43019,0,0.279623,0.43019,0,0.279623,10,1104,0.00905797,0,1,0
1784806292.522700,scored,0.432128,-0.228354,0.872422,163.866,22.7119,0.43019,0,0.279623,0.43019,0,0.279623,10,1104,0.00905797,0,1,0
1784806292.522700,smoothed_raw,0.201131,-0.0677862,0.977216,163.866,22.7119,0.43019,0,0.279623,0.43019,0,0.279623,10,1104,0.00905797,0,1,0
1784806292.522700,smoothed_scored,0.342775,-0.165669,0.924694,163.866,22.7119,0.43019,0,0.279623,0.43019,0,0.279623,10,1104,0.00905797,0,1,0
1784806293.619623,raw,-0.341141,0.492566,0.800626,-145.912,-11.9738,0.435298,0.431034,0.433806,0.435298,0.431034,0.433806,20,464,0.0431034,0,0,0
1784806293.619623,scored,-0.341141,0.492566,0.800626,-145.912,-11.9738,0.435298,0.431034,0.433806,0.435298,0.431034,0.433806,20,464,0.0431034,0,0,0
1784806293.619623,smoothed_raw,0.0920382,0.109036,0.989768,-145.912,-11.9738,0.435298,0.431034,0.433806,0.435298,0.431034,0.433806,20,464,0.0431034,0,0,0
1784806293.619623,smoothed_scored,-0.177241,0.358817,0.916426,-145.912,-11.9738,0.435298,0.431034,0.433806,0.435298,0.431034,0.433806,20,464,0.0431034,0,0,0
1784806293.669647,raw,-0.310857,0.31827,0.895585,-156.773,-7.39458,0.248077,0,0.16125,0.248077,0,0.16125,4,736,0.00543478,0,1,0
1784806293.669647,scored,-0.310857,0.31827,0.895585,-156.773,-7.39458,0.248077,0,0.16125,0.248077,0,0.16125,4,736,0.00543478,0,1,0
1784806293.669647,smoothed_raw,-0.285219,0.383221,0.878517,-156.773,-7.39458,0.248077,0,0.16125,0.248077,0,0.16125,4,736,0.00543478,0,1,0
1784806293.669647,smoothed_scored,-0.310677,0.354223,0.882046,-156.773,-7.39458,0.248077,0,0.16125,0.248077,0,0.16125,4,736,0.00543478,0,1,0
1784806294.274945,raw,-0.242874,-0.0661313,0.967801,-11.7541,11.0025,0.200679,0,0.130441,0.200679,0,0.130441,10,1648,0.00606796,0,1,0
1784806294.274945,scored,-0.242874,-0.0661313,0.967801,-11.7541,11.0025,0.200679,0,0.130441,0.200679,0,0.130441,10,1648,0.00606796,0,1,0
