timestamp,preprocessing_ms,plane_ms,total_ms,success
1784806313.380383,0.689000,0.000000,0.689000,1
1784806313.429643,0.908000,0.000000,0.908000,1
1784806313.479613,0.584000,0.000000,0.584000,1
1784806313.529830,0.406000,0.000000,0.406000,1
1784806313.579830,0.669000,0.000000,0.669000,1
1784806313.629768,0.670000,0.000000,0.670000,1
1784806313.679423,0.671000,0.000000,0.671000,1
1784806313.729242,0.415000,0.000000,0.415000,1
1784806313.779034,0.411000,0.000000,0.411000,1
1784806313.828900,0.664000,0.000000,0.664000,1
1784806313.877889,0.420000,0.000000,0.420000,1
1784806313.927712,0.391000,0.000000,0.391000,1
1784806313.977712,0.407000,0.000000,0.407000,1
1784806314.027461,0.746000,0.000000,0.746000,1
1784806314.077718,0.637000,0.000000,0.637000,1
1784806314.127733,0.397000,0.000000,0.397000,1
1784806314.177507,0.399000,0.000000,0.399000,1
1784806314.227145,0.394000,0.000000,0.394000,1
1784806314.277327,0.408000,0.000000,0.408000,1
1784806314.327134,0.403000,0.000000,0.403000,1
1784806314.377338,0.644000,0.000000,0.644000,1
1784806314.427511,0.636000,0.000000,0.636000,1
1784806314.476774,0.649000,0.000000,0.649000,1
1784806314.527554,0.489000,0.000000,0.489000,1
1784806314.577532,0.406000,0.000000,0.406000,1
1784806314.627554,0.387000,0.000000,0.387000,1
1784806314.677793,0.395000,0.000000,0.395000,1
1784806314.728209,0.405000,0.000000,0.405000,1
1784806314.778628,0.410000,0.000000,0.410000,1
1784806314.828366,0.403000,0.000000,0.403000,1
1784806314.878214,0.398000,0.000000,0.398000,1
1784806314.928385,0.429000,0.000000,0.429000,1
1784806314.978239,0.398000,0.000000,0.398000,1
1784806315.028065,0.392000,0.000000,0.392000,1
1784806315.078435,0.414000,0.000000,0.414000,1
1784806315.128256,0.516000,0.000000,0.516000,1
1784806315.178650,0.480000,0.000000,0.480000,1
1784806315.228683,0.394000,0.000000,0.394000,1
1784806315.278886,0.403000,0.000000,0.403000,1
1784806315.329074,0.439000,0.000000,0.439000,1
1784806315.378895,0.665000,0.000000,0.665000,1
1784806315.428486,0.648000,0.000000,0.648000,1
1784806315.478742,0.665000,0.000000,0.665000,1
1784806315.528693,0.405000,0.000000,0.405000,1
1784806315.578872,0.412000,0.000000,0.412000,1
1784806315.629314,0.421000,0.000000,0.421000,1
1784806315.678926,0.411000,0.000000,0.411000,1
1784806315.729149,0.555000,0.000000,0.555000,1
1784806315.778787,0.455000,0.000000,0.455000,1
1784806315.829148,0.407000,0.000000,0.407000,1
1784806315.878950,0.432000,0.000000,0.432000,1
1784806315.928800,0.402000,0.000000,0.402000,1
1784806315.979164,0.421000,0.000000,0.421000,1
1784806316.028996,0.401000,0.000000,0.401000,1
1784806316.078606,0.669000,0.000000,0.669000,1
1784806316.128806,0.531000,0.000000,0.531000,1
1784806316.178917,0.385000,0.000000,0.385000,1
1784806316.229201,0.775000,0.000000,0.775000,1
1784806316.279213,0.404000,0.000000,0.404000,1
1784806316.329031,0.394000,0.000000,0.394000,1
1784806316.378959,0.399000,0.000000,0.399000,1
1784806316.429234,0.409000,0.000000,0.409000,1
1784806316.478835,0.407000,0.000000,0.407000,1
1784806316.528861,0.404000,0.000000,0.404000,1
1784806316.578881,0.460000,0.000000,0.460000,1
1784806316.629055,0.416000,0.000000,0.416000,1
1784806316.679453,0.397000,0.000000,0.397000,1
1784806316.729059,0.545000,0.000000,0.545000,1
1784806316.778935,0.553000,0.000000,0.553000,1
1784806316.829297,0.394000,0.000000,0.394000,1
1784806316.878914,0.402000,0.000000,0.402000,1
1784806316.929769,0.406000,0.000000,0.406000,1
1784806316.978959,0.447000,0.000000,0.447000,1
1784806317.028954,0.410000,0.000000,0.410000,1
1784806317.079128,0.417000,0.000000,0.417000,1
1784806317.128969,0.456000,0.000000,0.456000,1
1784806317.179128,0.418000,0.000000,0.418000,1
1784806317.228994,0.407000,0.000000,0.407000,1
1784806317.278799,0.419000,0.000000,0.419000,1
1784806317.329158,0.407000,0.000000,0.407000,1
1784806317.379043,0.611000,0.000000,0.611000,1
1784806317.429461,0.419000,0.000000,0.419000,1
1784806317.479182,0.654000,0.000000,0.654000,1
1784806317.529013,0.628000,0.000000,0.628000,1
1784806317.579598,0.402000,0.000000,0.402000,1
1784806317.628850,0.584000,0.000000,0.584000,1
1784806317.679238,0.657000,0.000000,0.657000,1
1784806317.729052,0.677000,0.000000,0.677000,1
1784806317.778662,0.636000,0.000000,0.636000,1
1784806317.829087,0.631000,0.000000,0.631000,1
1784806317.879259,0.710000,0.000000,0.710000,1
1784806317.929057,0.655000,0.000000,0.655000,1
1784806317.979240,0.666000,0.000000,0.666000,1
1784806318.029114,0.557000,0.000000,0.557000,1
1784806318.079126,0.402000,0.000000,0.402000,1
1784806318.129533,0.405000,0.000000,0.405000,1
1784806318.178917,0.417000,0.000000,0.417000,1
1784806318.229270,0.396000,0.113000,0.509000,1
1784806318.278751,0.421000,0.000000,0.421000,1
1784806318.329140,0.405000,0.000000,0.405000,1
1784806318.378962,0.413000,0.000000,0.413000,1
1784806318.428761,0.661000,0.000000,0.661000,1
1784806318.479140,0.657000,0.000000,0.657000,1
1784806318.529082,0.679000,0.000000,0.679000,1
1784806318.578803,0.656000,0.000000,0.656000,1
1784806318.629207,0.698000,0.000000,0.698000,1
1784806318.678971,0.398000,0.000000,0.398000,1
1784806318.728809,0.413000,0.000000,0.413000,1
1784806318.778838,0.463000,0.000000,0.463000,1
1784806318.828973,0.413000,0.000000,0.413000,1
1784806318.878839,0.663000,0.000000,0.663000,1
1784806318.928816,0.665000,0.000000,0.665000,1
1784806318.978838,0.664000,0.000000,0.664000,1
1784806319.028842,0.671000,0.000000,0.671000,1
1784806319.078872,0.399000,0.000000,0.399000,1
1784806319.128854,0.511000,0.000000,0.511000,1
1784806319.179024,0.432000,0.000000,0.432000,1
1784806319.228851,0.454000,0.000000,0.454000,1
1784806319.279180,0.607000,0.000000,0.607000,1
1784806319.329267,0.395000,0.000000,0.395000,1
1784806319.378916,0.426000,0.000000,0.426000,1
1784806319.428937,0.399000,0.000000,0.399000,1
1784806319.478931,0.409000,0.000000,0.409000,1
1784806319.528935,0.405000,0.000000,0.405000,1
1784806319.578721,0.393000,0.000000,0.393000,1
1784806319.628948,0.390000,0.000000,0.390000,1
1784806319.679117,0.426000,0.000000,0.426000,1
1784806319.729321,0.392000,0.000000,0.392000,1
1784806319.779105,0.421000,0.000000,0.421000,1
1784806319.829347,0.401000,0.000000,0.401000,1
1784806319.879137,0.867000,0.000000,0.867000,1
