timestamp,nx,ny,nz,roll,pitch,pub_vis_score,pub_inlier_score,pub_combined_score,curr_vis_score,curr_inlier_score,curr_combined_score,inlier_count,subcloud_size,inlier_ratio,using_fallback,fallback_unavailable
1762174419.736304,0.00822772,0.148226,-0.988919,-167.759,-3.89644,0.105015,0,0.0630087,0.105015,0,0.0630087,18,512,0.0351562,0,1
1762174419.786358,0.010356,0.152539,-0.988243,-167.793,-4.07769,0.10746,0,0.0644759,0.10746,0,0.0644759,16,480,0.0333333,0,1
1762174419.836329,0.0071819,0.158839,-0.987278,-167.729,-3.99381,0.106638,0,0.0639827,0.106638,0,0.0639827,17,448,0.0379464,0,1
1762174419.886371,0.00997965,0.155425,-0.987797,-167.693,-4.0103,0.107115,0,0.0642689,0.107115,0,0.0642689,15,416,0.0360577,0,1
1762174419.936327,0.00874126,0.155736,-0.987761,-167.777,-3.81643,0.103723,0.136719,0.116922,0.103723,0.136719,0.116922,21,512,0.0410156,0,1
1762174419.986349,0.0221752,0.132678,-0.990911,-167.647,-4.00045,0.107268,0,0.0643608,0.107268,0,0.0643608,16,464,0.0344828,0,1
1762174420.036360,0.0172602,0.149203,-0.988656,-167.693,-4.0442,0.107615,0,0.0645691,0.107615,0,0.0645691,17,496,0.0342742,0,1
1762174420.086386,0.0161556,0.150379,-0.988497,-167.637,-3.99864,0.107303,0,0.0643821,0.107303,0,0.0643821,18,496,0.0362903,0,1
1762174420.136347,0.0137684,0.139244,-0.990162,-167.719,-4.07763,0.107939,0.130208,0.116847,0.107939,0.130208,0.116847,20,512,0.0390625,0,1
1762174420.186481,0.0146915,0.148207,-0.988847,-167.649,-4.04801,0.107955,0.126263,0.115278,0.107955,0.126263,0.115278,20,528,0.0378788,0,1
1762174420.236389,0.0135664,0.145291,-0.989296,-167.692,-4.11296,0.108639,0,0.0651832,0.108639,0,0.0651832,19,496,0.0383065,0,1
1762174420.286403,0.00938081,0.142748,-0.989715,-167.637,-3.90797,0.10596,0,0.063576,0.10596,0,0.063576,19,512,0.0371094,0,1
1762174420.336376,0.00906976,0.148572,-0.98886,-167.793,-4.02601,0.106702,0,0.0640215,0.106702,0,0.0640215,17,512,0.0332031,0,1
1762174420.386411,0.016402,0.12839,-0.991588,-167.717,-4.03543,0.107334,0,0.0644002,0.107334,0,0.0644002,17,464,0.0366379,0,1
1762174420.436420,0.00497356,0.127251,-0.991858,-167.624,-3.89001,0.105773,0,0.063464,0.105773,0,0.063464,17,480,0.0354167,0,1
1762174420.486405,0.00384931,0.126827,-0.991917,-167.809,-4.12298,0.108022,0,0.0648134,0.108022,0,0.0648134,18,496,0.0362903,0,1
1762174420.536488,-0.00226919,0.121808,-0.992551,-167.739,-4.01892,0.106948,0,0.0641689,0.106948,0,0.0641689,16,416,0.0384615,0,1
1762174420.586409,-0.00496223,0.116308,-0.993201,-167.729,-3.92203,0.105579,0,0.0633476,0.105579,0,0.0633476,15,432,0.0347222,0,1
1762174420.636450,0.00473324,0.131589,-0.991293,-167.867,-3.94775,0.105077,0,0.0630464,0.105077,0,0.0630464,18,528,0.0340909,0,1
1762174420.686459,3.64599e-05,0.11744,-0.99308,-167.592,-4.04308,0.108253,0,0.0649516,0.108253,0,0.0649516,16,448,0.0357143,0,1
1762174420.736500,0.00115124,0.122289,-0.992494,-167.779,-3.91611,0.105175,0,0.0631051,0.105175,0,0.0631051,18,480,0.0375,0,1
1762174420.786546,0.0147009,0.136971,-0.990466,-167.735,-3.94067,0.105818,0,0.063491,0.105818,0,0.063491,17,480,0.0354167,0,1
1762174420.836439,0.0152665,0.138637,-0.990226,-167.869,-4.01439,0.106041,0,0.0636243,0.106041,0,0.0636243,18,480,0.0375,0,1
1762174420.886530,0.0100194,0.138877,-0.990259,-167.686,-4.07272,0.108082,0,0.0648494,0.108082,0,0.0648494,17,448,0.0379464,0,1
1762174420.936855,0.00416551,0.138112,-0.990408,-167.931,-3.9279,0.104378,0,0.0626265,0.104378,0,0.0626265,19,496,0.0383065,0,1
1762174420.986506,0.00194017,0.166844,-0.985981,-167.747,-3.90191,0.105172,0,0.0631034,0.105172,0,0.0631034,13,416,0.03125,0,1
1762174421.036474,0.0119159,0.13961,-0.990135,-167.785,-4.01536,0.106598,0,0.0639588,0.106598,0,0.0639588,16,432,0.037037,0,1
1762174421.086527,0.0123885,0.152468,-0.988231,-167.695,-4.07421,0.108044,0.126263,0.115331,0.108044,0.126263,0.115331,20,528,0.0378788,0,1
1762174421.136503,0.0129524,0.152186,-0.988267,-167.575,-4.02682,0.108123,0,0.064874,0.108123,0,0.064874,16,480,0.0333333,0,1
1762174421.186553,0.0128305,0.147532,-0.988974,-167.565,-4.01422,0.107995,0,0.0647969,0.107995,0,0.0647969,15,432,0.0347222,0,1
1762174421.236527,0.00890685,0.151037,-0.988488,-167.691,-3.96731,0.106495,0,0.0638968,0.106495,0,0.0638968,19,480,0.0395833,0,1
1762174421.286560,0.00483205,0.157093,-0.987572,-167.823,-3.94784,0.105359,0,0.0632152,0.105359,0,0.0632152,15,432,0.0347222,0,1
1762174421.336554,0.00456767,0.15614,-0.987724,-167.593,-3.86976,0.105669,0,0.0634016,0.105669,0,0.0634016,17,432,0.0393519,0,1
1762174421.386529,0.00683642,0.155996,-0.987734,-167.679,-3.86804,0.105102,0,0.0630612,0.105102,0,0.0630612,16,432,0.037037,0,1
1762174421.436556,0.00489322,0.161805,-0.986811,-167.772,-3.94462,0.10564,0,0.0633842,0.10564,0,0.0633842,15,400,0.0375,0,1
1762174421.486590,0.00544438,0.161965,-0.986782,-167.88,-3.90144,0.104318,0,0.0625908,0.104318,0,0.0625908,18,448,0.0401786,0,1
1762174421.536661,0.0172007,0.134809,-0.990722,-167.794,-4.01622,0.10655,0,0.0639301,0.10655,0,0.0639301,16,448,0.0357143,0,1
1762174421.586550,0.0225595,0.132769,-0.99089,-167.861,-3.94051,0.105014,0,0.0630082,0.105014,0,0.0630082,16,480,0.0333333,0,1
1762174421.636576,0.0114776,0.147661,-0.988972,-167.638,-3.98641,0.107115,0,0.0642687,0.107115,0,0.0642687,17,512,0.0332031,0,1
1762174421.686619,0.0151512,0.136841,-0.990477,-167.889,-3.83772,0.103331,0,0.0619988,0.103331,0,0.0619988,16,480,0.0333333,0,1
1762174421.736194,0.0124328,0.143848,-0.989522,-167.824,-3.88797,0.10448,0,0.0626882,0.10448,0,0.0626882,17,496,0.0342742,0,1
1762174421.786259,0.00943197,0.151291,-0.988444,-167.821,-3.88701,0.104481,0,0.0626887,0.104481,0,0.0626887,19,528,0.0359848,0,1
1762174421.836168,0.00811572,0.157576,-0.987474,-167.926,-3.90074,0.104015,0,0.062409,0.104015,0,0.062409,19,512,0.0371094,0,1
1762174421.886210,0.0144041,0.140192,-0.99002,-167.804,-3.97707,0.10591,0,0.0635461,0.10591,0,0.0635461,15,480,0.03125,0,1
1762174421.936205,0.0126691,0.152444,-0.988231,-167.734,-4.03046,0.107151,0.126263,0.114795,0.107151,0.126263,0.114795,20,528,0.0378788,0,1
1762174421.986187,0.00368877,0.164923,-0.9863,-167.732,-3.6875,0.102101,0,0.0612604,0.102101,0,0.0612604,16,480,0.0333333,0,1
1762174422.036186,0.0175438,0.141375,-0.989801,-167.895,-4.12052,0.107421,0,0.0644524,0.107421,0,0.0644524,19,480,0.0395833,0,1
1762174422.086261,0.00328659,0.152297,-0.988329,-167.915,-3.75523,0.101963,0,0.0611776,0.101963,0,0.0611776,18,496,0.0362903,0,1
1762174422.136237,-0.00183458,0.116085,-0.993237,-167.612,-4.1891,0.110291,0,0.0661745,0.110291,0,0.0661745,16,480,0.0333333,0,1
1762174422.186228,-0.00256734,0.120457,-0.992715,-167.867,-4.19616,0.10871,0.136905,0.119988,0.10871,0.136905,0.119988,23,560,0.0410714,0,1
1762174422.236271,-0.00585159,0.120226,-0.992729,-167.658,-3.90629,0.105801,0.130952,0.115862,0.105801,0.130952,0.115862,22,560,0.0392857,0,1
1762174422.286291,0.0003178,0.116685,-0.993169,-167.658,-4.13674,0.10921,0,0.0655261,0.10921,0,0.0655261,16,416,0.0384615,0,1
1762174422.336289,-0.00398785,0.117192,-0.993101,-167.881,-4.01246,0.105934,0,0.0635602,0.105934,0,0.0635602,18,480,0.0375,0,1
1762174422.386285,-0.00155017,0.120049,-0.992767,-167.877,-4.32296,0.110495,0,0.0662971,0.110495,0,0.0662971,18,464,0.0387931,0,1
1762174422.436244,-0.00259024,0.114823,-0.993383,-167.495,-4.11868,0.110009,0,0.0660054,0.110009,0,0.0660054,17,464,0.0366379,0,1
1762174422.486285,0.0071522,0.121008,-0.992626,-167.542,-4.67316,0.117953,0,0.0707717,0.117953,0,0.0707717,15,464,0.0323276,0,1
1762174422.536284,0.00725562,0.113549,-0.993506,-167.219,-4.51945,0.117882,0,0.070729,0.117882,0,0.070729,15,448,0.0334821,0,1
1762174422.586328,0.00519634,0.11475,-0.993381,-167.16,-4.3253,0.11533,0,0.069198,0.11533,0,0.069198,17,496,0.0342742,0,1
1762174422.636296,0.0268395,0.100861,-0.994538,-165.83,-5.26575,0.139453,0,0.083672,0.139453,0,0.083672,14,496,0.0282258,0,1
1762174422.686341,0.0246134,0.0922523,-0.995431,-164.916,-5.4655,0.149487,0,0.089692,0.149487,0,0.089692,15,512,0.0292969,0,1
1762174422.736284,0.0274428,0.0931481,-0.995274,-164.594,-5.12655,0.145968,0,0.0875805,0.145968,0,0.0875805,15,512,0.0292969,0,1
1762174422.786319,-0.170688,-0.0849095,-0.98166,-165.095,-5.17643,0.143278,0,0.085967,0.143278,0,0.085967,16,576,0.0277778,0,1
1762174422.836313,-0.208661,-0.0406464,-0.977143,-165.854,-4.56041,0.12778,0.0643004,0.102388,0.12778,0.0643004,0.102388,25,1296,0.0192901,0,1
1762174422.886344,-0.238404,0.0216339,-0.970925,-164.912,-4.34411,0.130337,0.0510621,0.0986273,0.130337,0.0510621,0.0986273,25,1632,0.0153186,0,1
1762174422.938010,-0.111993,0.0385907,-0.99296,-164.689,-4.45279,0.133648,0.0554556,0.102371,0.133648,0.0554556,0.102371,37,2224,0.0166367,0,1
1762174422.986362,-0.0481067,0.0755088,-0.995984,-163.064,-3.80743,0.131908,0.0639881,0.10474,0.131908,0.0639881,0.10474,43,2240,0.0191964,0,1
1762174423.036332,-0.00948955,0.0337341,-0.999386,-162.784,-3.97558,0.136694,0.0572917,0.104933,0.136694,0.0572917,0.104933,44,2560,0.0171875,0,1
1762174423.086338,-0.0703947,0.0316758,-0.997016,-162.351,-2.87279,0.11787,0.0496032,0.0905631,0.11787,0.0496032,0.0905631,45,3024,0.014881,0,1
1762174423.136364,-0.0298084,0.101386,-0.994401,-161.625,-1.92427,0.102418,0.0456349,0.079705,0.102418,0.0456349,0.079705,46,3360,0.0136905,0,1
1762174423.186433,0.00421384,-0.0776544,-0.996971,-161.108,-1.31621,0.0920685,0.0407088,0.0715246,0.0920685,0.0407088,0.0715246,51,4176,0.0122126,0,1
1762174423.236368,0.0232272,-0.0511946,-0.998418,-161.259,-1.01652,0.0854459,0.0437128,0.0687527,0.0854459,0.0437128,0.0687527,47,3584,0.0131138,0,1
1762174423.286411,0.0316704,-0.00162009,-0.999497,-162.301,1.20639,0.0856735,0.0470169,0.0702109,0.0856735,0.0470169,0.0702109,58,4112,0.0141051,0,1
1762174423.336358,0.0538817,0.00920033,-0.998505,-163.001,0.777941,0.0750664,0.0360438,0.0594573,0.0750664,0.0360438,0.0594573,50,4624,0.0108131,0,1
1762174423.386365,0.0470473,-0.00441758,-0.998883,-163.48,0.23188,0.063373,0.0387931,0.053541,0.063373,0.0387931,0.053541,54,4640,0.0116379,0,1
1762174423.436365,0.0600619,-0.0894829,-0.994176,-163.683,0.278682,0.0636601,0.0351563,0.0522586,0.0636601,0.0351563,0.0522586,54,5120,0.0105469,0,1
1762174423.486450,0.0391454,0.0458022,-0.998183,-164.154,1.06525,0.0764474,0.0389466,0.0614471,0.0764474,0.0389466,0.0614471,63,5392,0.011684,0,1
1762174423.536453,0.0404825,0.0994448,-0.994219,-164.81,1.32466,0.0786096,0.0380117,0.0623704,0.0786096,0.0380117,0.0623704,52,4560,0.0114035,0,1
1762174423.586471,0.0207676,0.179084,-0.983615,-165.456,1.52791,0.0795441,0.0336538,0.061188,0.0795441,0.0336538,0.061188,42,4160,0.0100962,0,1
1762174423.636516,0.0771023,0.23067,-0.969973,-166.484,1.60948,0.0766271,0.0385417,0.0613929,0.0766271,0.0385417,0.0613929,37,3200,0.0115625,0,1
1762174423.686475,0.0137381,0.181267,-0.983338,-167.852,2.17791,0.0791764,0.0416667,0.0641725,0.0791764,0.0416667,0.0641725,34,2720,0.0125,0,1
1762174423.736489,-0.00375204,0.146293,-0.989234,-168.579,1.10779,0.0605726,0.0376016,0.0513842,0.0605726,0.0376016,0.0513842,37,3280,0.0112805,0,1
1762174423.786520,0.0103445,0.216435,-0.976242,-170.203,1.62577,0.0606945,0.0393082,0.05214,0.0606945,0.0393082,0.05214,40,3392,0.0117925,0,1
1762174423.836452,0.034163,0.271662,-0.961787,-171.052,0.149229,0.0394217,0.0395833,0.0394864,0.0394217,0.0395833,0.0394864,38,3200,0.011875,0,1
1762174423.886518,0.0463011,0.249656,-0.967228,-172.654,-0.462175,0.037593,0.0375484,0.0375752,0.037593,0.0375484,0.0375752,31,2752,0.0112645,0,1
1762174423.936439,-0.0937899,0.308245,-0.946673,-173.745,0.964648,0.0384324,0.0382384,0.0383548,0.0384324,0.0382384,0.0383548,29,2528,0.0114715,0,1
1762174423.986444,-0.0800208,0.31073,-0.947124,-174.395,0.227768,0.0294628,0.031953,0.0304588,0.0294628,0.031953,0.0304588,25,2608,0.00958589,0,1
1762174424.036856,-0.090404,0.311599,-0.945903,-173.672,0.754769,0.0367632,0.0354853,0.036252,0.0367632,0.0354853,0.036252,31,2912,0.0106456,0,1
1762174424.086899,-0.0811514,0.269879,-0.959468,-171.339,-0.268864,0.039904,0.0282922,0.0352593,0.039904,0.0282922,0.0352593,22,2592,0.00848765,0,1
1762174424.137292,-0.0661245,0.215943,-0.974164,-171.082,-1.14516,0.0510779,0.0328947,0.0438047,0.0510779,0.0328947,0.0438047,24,2432,0.00986842,0,1
1762174424.186870,0.0393711,0.149059,-0.988044,-170.298,-2.82143,0.0752106,0.0323276,0.0580574,0.0752106,0.0323276,0.0580574,27,2784,0.00969828,0,1
1762174424.236505,-0.0106678,0.207353,-0.978208,-169.937,-3.25052,0.0827162,0.0324074,0.0625927,0.0827162,0.0324074,0.0625927,28,2880,0.00972222,0,1
1762174424.286560,0.106033,0.145049,-0.983726,-169.641,-4.58481,0.101846,0.0331741,0.0743773,0.101846,0.0331741,0.0743773,25,2512,0.00995223,0,1
