timestamp,nx,ny,nz,roll,pitch,pub_vis_score,pub_inlier_score,pub_combined_score,curr_vis_score,curr_inlier_score,curr_combined_score,inlier_count,subcloud_size,inlier_ratio,using_fallback,fallback_unavailable
1762174422.786319,-0.170688,-0.0849095,-0.98166,30.5705,9.83838,0.357994,0,0.214796,0.357994,0,0.214796,16,576,0.0277778,0,0
1762174422.836313,-0.208661,-0.0406464,-0.977143,28.5119,8.80853,0.318395,0.0643004,0.216757,0.318395,0.0643004,0.216757,25,1296,0.0192901,0,0
1762174422.886344,-0.238404,0.0216339,-0.970925,29.7078,8.93784,0.329147,0.0510621,0.217913,0.329147,0.0510621,0.217913,25,1632,0.0153186,0,0
1762174422.938010,-0.111993,0.0385907,-0.99296,30.5459,8.47026,0.321617,0.0554556,0.215153,0.321617,0.0554556,0.215153,37,2224,0.0166367,0,0
1762174422.986362,-0.0481067,0.0755088,-0.995984,33.4367,7.2418,0.30158,0.0639881,0.206544,0.30158,0.0639881,0.206544,43,2240,0.0191964,0,0
1762174423.036332,-0.00948955,0.0337341,-0.999386,34.2702,7.58521,0.314588,0.0572917,0.211669,0.314588,0.0572917,0.211669,44,2560,0.0171875,0,0
1762174423.086338,-0.0703947,0.0316758,-0.997016,35.7159,5.98877,0.27334,0.0496032,0.183845,0.27334,0.0496032,0.183845,45,3024,0.014881,0,1
1762174423.136364,-0.0298084,0.101386,-0.994401,36.6209,4.10074,0.219659,0.0456349,0.15005,0.219659,0.0456349,0.15005,46,3360,0.0136905,0,1
1762174423.186433,0.00421384,-0.0776544,-0.996971,37.6186,2.33438,0.168108,0.0407088,0.117148,0.168108,0.0407088,0.117148,51,4176,0.0122126,0,1
1762174423.236368,0.0232272,-0.0511946,-0.998418,37.6582,2.2676,0.166133,0.0437128,0.117165,0.166133,0.0437128,0.117165,47,3584,0.0131138,0,1
1762174423.286411,0.0316704,-0.00162009,-0.999497,35.8105,-1.13876,0.129533,0.0470169,0.0965267,0.129533,0.0470169,0.0965267,58,4112,0.0141051,0,1
1762174423.336358,0.0538817,0.00920033,-0.998505,34.2497,-1.6059,0.141004,0.0360438,0.0990198,0.141004,0.0360438,0.0990198,50,4624,0.0108131,0,1
1762174423.386365,0.0470473,-0.00441758,-0.998883,33.5319,-1.16487,0.126867,0.0387931,0.0916372,0.126867,0.0387931,0.0916372,54,4640,0.0116379,0,1
1762174423.436365,0.0600619,-0.0894829,-0.994176,32.7727,-0.265388,0.0995903,0.0351563,0.0738167,0.0995903,0.0351563,0.0738167,54,5120,0.0105469,0,1
1762174423.486450,0.0391454,0.0458022,-0.998183,31.7509,-2.15849,0.151887,0.0389466,0.106711,0.151887,0.0389466,0.106711,63,5392,0.011684,0,1
1762174423.536453,0.044011,0.106944,-0.993291,30.1546,-2.26399,0.15084,0.0380117,0.105709,0.15084,0.0380117,0.105709,52,4560,0.0114035,0,1
1762174423.586471,0.0207676,0.179084,-0.983615,29.2403,-2.81383,0.16326,0.0336538,0.111417,0.16326,0.0336538,0.111417,42,4160,0.0100962,0,1
1762174423.636516,0.0820806,0.23466,-0.968606,27.0228,-3.53124,0.174536,0.0385417,0.120139,0.174536,0.0385417,0.120139,37,3200,0.0115625,0,1
1762174423.686475,0.0137381,0.181267,-0.983338,24.914,-3.90341,0.175066,0.0416667,0.121707,0.175066,0.0416667,0.121707,34,2720,0.0125,0,1
1762174423.736489,-0.00375204,0.146293,-0.989234,23.0944,-2.58329,0.135688,0.0376016,0.0964533,0.135688,0.0376016,0.0964533,37,3280,0.0112805,0,1
1762174423.786520,0.0103445,0.216435,-0.976242,20.2512,-3.02844,0.133459,0.0393082,0.0957987,0.133459,0.0393082,0.0957987,40,3392,0.0117925,0,1
1762174423.836452,0.034163,0.271662,-0.961787,18.2213,-0.537375,0.0741747,0.0395833,0.0603382,0.0741747,0.0395833,0.0603382,38,3200,0.011875,0,1
1762174423.886518,0.0463011,0.249656,-0.967228,15.301,0.623106,0.0667419,0.0375484,0.0550645,0.0667419,0.0375484,0.0550645,31,2752,0.0112645,0,1
1762174423.936439,-0.0937899,0.308245,-0.946673,12.7894,-1.84214,0.0771133,0.0382384,0.0615633,0.0771133,0.0382384,0.0615633,29,2528,0.0114715,0,1
1762174423.986444,-0.0800208,0.31073,-0.947124,11.3305,-0.070833,0.0456692,0.031953,0.0401827,0.0456692,0.031953,0.0401827,25,2608,0.00958589,0,1
1762174424.036856,-0.090404,0.311599,-0.945903,12.4067,-2.12007,0.0795572,0.0354853,0.0619285,0.0795572,0.0354853,0.0619285,31,2912,0.0106456,0,1
1762174424.086899,-0.0811514,0.269879,-0.959468,16.5137,0.986909,0.0773593,0.0282922,0.0577324,0.0773593,0.0282922,0.0577324,22,2592,0.00848765,0,1
1762174424.137292,-0.0661245,0.215943,-0.974164,17.7579,1.84537,0.0983667,0.0328947,0.0721779,0.0983667,0.0328947,0.0721779,24,2432,0.00986842,0,1
